Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,41,33,0.0,0.0,15,13,31,15,29.76,0.0,8.0,8.0
2024-11-24 01:00:00,41,33,0.0,0.0,16,14,33,14,29.75,0.0,6.0,6.0
2024-11-24 02:00:00,40,32,0.0,0.0,20,14,34,14,29.76,0.0,2.0,2.0
2024-11-24 03:00:00,40,32,2.0,0.0,25,14,34,15,29.76,0.0004,6.0,6.0
2024-11-24 04:00:00,39,31,7.0,0.0,47,14,36,15,29.78,0.8648999999999999,6.0,6.0
2024-11-24 05:00:00,39,30,5.0,0.0,52,17,40,14,29.79,0.0025000000000000005,8.0,8.0
2024-11-24 06:00:00,38,29,7.0,0.0,40,19,45,14,29.8,0.004900000000000001,9.0,9.0
2024-11-24 07:00:00,37,29,3.0,0.0,28,20,49,12,29.81,0.0009,10.0,10.0
2024-11-24 08:00:00,37,28,2.0,0.0,25,19,47,16,29.8,0.0004,7.0,7.0
2024-11-24 09:00:00,39,30,1.0,0.0,40,20,46,16,29.79,0.0001,5.0,5.0
2024-11-24 10:00:00,39,30,2.0,0.0,36,20,45,18,29.77,0.0004,2.0,2.0
2024-11-24 11:00:00,39,30,15.0,0.0,54,20,45,18,29.76,0.0225,2.0,2.0
2024-11-24 12:00:00,38,29,15.0,0.0,66,20,48,17,29.74,0.0225,3.0,3.0
2024-11-24 13:00:00,38,28,15.0,0.0,79,21,50,18,29.74,0.0225,4.0,4.0
2024-11-24 14:00:00,37,27,15.0,0.0,85,22,54,18,29.76,0.0225,5.0,5.0
2024-11-24 15:00:00,35,25,24.0,0.0,90,22,58,16,29.79,0.5776,3.0,3.0
2024-11-24 16:00:00,34,24,34.0,0.1,87,22,62,15,29.84,0.11560000000000002,5.0,5.0
2024-11-24 17:00:00,32,23,62.0,0.2,100,23,68,13,29.9,0.1444,2.0,2.0
2024-11-24 18:00:00,32,23,64.0,0.1,93,24,70,11,29.95,0.4096,3.0,3.0
2024-11-24 19:00:00,32,23,44.0,0.1,95,24,74,12,29.99,0.1936,5.0,5.0
2024-11-24 20:00:00,30,21,34.0,0.0,90,24,76,10,30.02,0.11560000000000002,3.0,3.0
2024-11-24 21:00:00,30,21,60.0,0.1,90,23,74,10,30.04,0.36,6.0,6.0
2024-11-24 22:00:00,30,21,64.0,0.2,100,23,76,10,30.06,0.4096,7.0,7.0
2024-11-24 23:00:00,28,18,65.0,0.2,100,22,78,10,30.11,0.42250000000000004,6.0,6.0
2024-11-25 00:00:00,26,18,57.0,0.1,88,21,79,8,30.16,0.32489999999999997,5.0,5.0
2024-11-25 01:00:00,25,16,49.0,0.1,89,20,81,9,30.19,0.24009999999999998,4.0,4.0
2024-11-25 02:00:00,24,16,43.0,0.1,88,18,77,8,30.22,0.18489999999999998,4.0,4.0
2024-11-25 03:00:00,24,15,40.0,0.0,88,16,71,9,30.26,0.16000000000000003,6.0,6.0
2024-11-25 04:00:00,23,14,24.0,0.0,83,14,66,8,30.31,0.0576,9.0,9.0
2024-11-25 05:00:00,22,14,10.0,0.0,71,13,66,7,30.34,0.010000000000000002,9.0,9.0
2024-11-25 06:00:00,22,14,23.0,0.0,76,12,65,7,30.37,0.0529,7.0,7.0
2024-11-25 07:00:00,21,13,12.0,0.0,51,12,65,6,30.4,0.0144,6.0,6.0
2024-11-25 08:00:00,22,13,6.0,0.0,34,12,63,7,30.4,0.0036,7.0,7.0
2024-11-25 09:00:00,25,18,3.0,0.0,16,13,59,6,30.37,0.0009,1.0,1.0
2024-11-25 10:00:00,28,20,1.0,0.0,18,11,49,7,30.32,0.0001,2.0,2.0
2024-11-25 11:00:00,30,22,0.0,0.0,20,9,42,7,30.27,0.0,4.0,4.0
2024-11-25 12:00:00,31,23,0.0,0.0,30,9,39,8,30.22,0.0,1.0,-1.0
2024-11-25 13:00:00,32,24,0.0,0.0,39,9,37,10,30.18,0.0,0.0,0.0
2024-11-25 14:00:00,33,25,0.0,0.0,50,9,36,11,30.16,0.0,0.0,0.0
2024-11-25 15:00:00,32,25,0.0,0.0,53,9,37,9,30.17,0.0,0.0,0.0
2024-11-25 16:00:00,31,24,1.0,0.0,61,11,43,8,30.19,0.0001,2.0,2.0
2024-11-25 17:00:00,29,21,4.0,0.0,58,11,47,8,30.24,0.0016,3.0,3.0
2024-11-25 18:00:00,28,20,4.0,0.0,71,11,49,8,30.26,0.0016,4.0,4.0
2024-11-25 19:00:00,28,19,5.0,0.0,71,12,49,9,30.27,0.0025000000000000005,4.0,4.0
2024-11-25 20:00:00,29,20,24.0,0.0,83,13,51,10,30.27,0.0576,5.0,5.0
2024-11-25 21:00:00,29,20,24.0,0.0,72,14,52,11,30.25,0.0576,3.0,3.0
2024-11-25 22:00:00,29,20,31.0,0.0,75,15,55,11,30.24,0.0961,2.0,2.0
2024-11-25 23:00:00,29,20,44.0,0.1,65,17,59,11,30.25,0.1936,2.0,2.0
