Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,22,5,12,86,9,18,0.0025000000000000005,1.0,-1.0
2024-11-24 01:00:00,22,5,12,87,9,19,0.0025000000000000005,1.0,-1.0
2024-11-24 02:00:00,23,5,13,88,9,20,0.0025000000000000005,1.0,-1.0
2024-11-24 03:00:00,23,0,13,91,9,21,0.0,2.0,-2.0
2024-11-24 04:00:00,24,0,14,86,9,21,0.0,1.0,-1.0
2024-11-24 05:00:00,23,0,13,92,9,21,0.0,2.0,-2.0
2024-11-24 06:00:00,23,0,13,92,9,21,0.0,3.0,-3.0
2024-11-24 07:00:00,23,0,13,98,8,22,0.0,3.0,-3.0
2024-11-24 08:00:00,24,0,16,96,8,23,0.0,3.0,-3.0
2024-11-24 09:00:00,26,0,17,95,8,24,0.0,2.0,-2.0
2024-11-24 10:00:00,27,0,19,94,7,25,0.0,1.0,-1.0
2024-11-24 11:00:00,28,0,20,94,7,26,0.0,1.0,-1.0
2024-11-24 12:00:00,28,0,21,94,7,27,0.0,2.0,-2.0
2024-11-24 13:00:00,29,0,22,96,6,28,0.0,1.0,-1.0
2024-11-24 14:00:00,29,5,23,96,6,28,0.0025000000000000005,2.0,-2.0
2024-11-24 15:00:00,29,25,23,100,6,29,0.0625,2.0,-2.0
2024-11-24 16:00:00,28,5,22,99,6,28,0.0025000000000000005,2.0,-2.0
2024-11-24 17:00:00,28,25,21,100,6,28,0.0625,2.0,-2.0
2024-11-24 18:00:00,27,25,20,100,6,27,0.0625,2.0,-2.0
2024-11-24 19:00:00,26,25,19,99,7,26,0.0625,3.0,-3.0
2024-11-24 20:00:00,26,25,17,99,8,25,0.0625,2.0,-2.0
2024-11-24 21:00:00,25,0,15,97,9,24,0.0,3.0,-3.0
2024-11-24 22:00:00,24,25,14,97,11,23,0.0625,0.0,0.0
2024-11-24 23:00:00,23,0,12,93,12,21,0.0,1.0,1.0
2024-11-25 00:00:00,22,5,9,92,13,20,0.0025000000000000005,0.0,0.0
2024-11-25 01:00:00,20,5,7,91,13,18,0.0025000000000000005,0.0,0.0
2024-11-25 02:00:00,19,0,6,87,13,16,0.0,2.0,2.0
2024-11-25 03:00:00,18,0,5,87,13,15,0.0,2.0,2.0
2024-11-25 04:00:00,17,0,4,86,13,14,0.0,3.0,3.0
2024-11-25 05:00:00,15,0,1,92,13,14,0.0,2.0,2.0
2024-11-25 06:00:00,15,0,1,89,13,12,0.0,3.0,3.0
2024-11-25 07:00:00,15,0,0,89,14,12,0.0,4.0,4.0
2024-11-25 08:00:00,16,0,1,84,15,12,0.0,6.0,6.0
2024-11-25 09:00:00,17,0,1,85,16,13,0.0,5.0,5.0
2024-11-25 10:00:00,18,0,2,85,17,14,0.0,5.0,5.0
2024-11-25 11:00:00,19,0,3,87,18,15,0.0,3.0,3.0
2024-11-25 12:00:00,20,0,4,87,19,17,0.0,3.0,3.0
2024-11-25 13:00:00,21,0,6,87,19,17,0.0,3.0,3.0
2024-11-25 14:00:00,21,0,6,86,20,18,0.0,2.0,2.0
2024-11-25 15:00:00,21,0,6,88,19,18,0.0,2.0,2.0
2024-11-25 16:00:00,20,0,5,87,19,17,0.0,3.0,3.0
2024-11-25 17:00:00,19,0,4,88,19,16,0.0,5.0,5.0
2024-11-25 18:00:00,19,0,3,88,18,16,0.0,5.0,5.0
2024-11-25 19:00:00,18,0,3,88,18,15,0.0,6.0,6.0
2024-11-25 20:00:00,17,0,2,88,17,14,0.0,6.0,6.0
2024-11-25 21:00:00,17,0,1,87,17,13,0.0,5.0,5.0
2024-11-25 22:00:00,16,0,0,90,16,13,0.0,2.0,2.0
2024-11-25 23:00:00,15,0,0,89,15,12,0.0,0.0,0.0
