Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,21,5,93,20,96,5,0.0025000000000000005,2.0,-2.0
2024-11-24 01:00:00,20,5,89,20,100,5,0.0025000000000000005,3.0,-3.0
2024-11-24 02:00:00,22,6,91,20,92,6,0.0036,2.0,-2.0
2024-11-24 03:00:00,23,4,86,21,92,6,0.0016,2.0,-2.0
2024-11-24 04:00:00,23,3,81,21,92,6,0.0009,2.0,-2.0
2024-11-24 05:00:00,24,3,87,21,88,6,0.0009,1.0,-1.0
2024-11-24 06:00:00,24,9,86,21,88,6,0.0081,2.0,-2.0
2024-11-24 07:00:00,25,9,87,22,88,5,0.0081,1.0,-1.0
2024-11-24 08:00:00,25,10,84,23,92,5,0.010000000000000002,2.0,-2.0
2024-11-24 09:00:00,26,15,91,25,96,5,0.0225,2.0,-2.0
2024-11-24 10:00:00,27,18,90,26,96,5,0.0324,1.0,-1.0
2024-11-24 11:00:00,29,17,91,27,92,5,0.028900000000000006,0.0,0.0
2024-11-24 12:00:00,29,13,94,28,96,5,0.016900000000000002,1.0,-1.0
2024-11-24 13:00:00,29,13,94,28,96,6,0.016900000000000002,1.0,-1.0
2024-11-24 14:00:00,31,15,95,29,92,6,0.0225,0.0,0.0
2024-11-24 15:00:00,30,26,93,29,96,6,0.06760000000000001,1.0,-1.0
2024-11-24 16:00:00,30,27,94,29,96,7,0.0729,0.0,0.0
2024-11-24 17:00:00,29,25,95,29,100,7,0.0625,1.0,-1.0
2024-11-24 18:00:00,28,16,94,28,100,8,0.0256,1.0,-1.0
2024-11-24 19:00:00,28,16,93,27,96,8,0.0256,1.0,-1.0
2024-11-24 20:00:00,26,16,91,25,96,9,0.0256,2.0,-2.0
2024-11-24 21:00:00,26,16,90,24,92,10,0.0256,2.0,-2.0
2024-11-24 22:00:00,24,16,87,22,92,10,0.0256,0.0,0.0
2024-11-24 23:00:00,23,16,82,21,92,10,0.0256,1.0,1.0
2024-11-25 00:00:00,23,3,76,20,88,10,0.0009,1.0,1.0
2024-11-25 01:00:00,21,3,66,18,90,10,0.0009,1.0,1.0
2024-11-25 02:00:00,19,3,54,17,91,11,0.0009,2.0,2.0
2024-11-25 03:00:00,17,3,43,15,92,11,0.0009,1.0,1.0
2024-11-25 04:00:00,16,3,36,13,88,13,0.0009,2.0,2.0
2024-11-25 05:00:00,16,3,33,12,86,13,0.0009,3.0,3.0
2024-11-25 06:00:00,15,7,47,12,88,14,0.004900000000000001,3.0,3.0
2024-11-25 07:00:00,16,7,52,13,89,14,0.004900000000000001,5.0,5.0
2024-11-25 08:00:00,16,7,57,13,86,14,0.004900000000000001,6.0,6.0
2024-11-25 09:00:00,17,7,62,14,88,14,0.004900000000000001,5.0,5.0
2024-11-25 10:00:00,18,7,66,15,88,15,0.004900000000000001,5.0,5.0
2024-11-25 11:00:00,19,7,69,16,88,16,0.004900000000000001,3.0,3.0
2024-11-25 12:00:00,20,13,73,17,88,17,0.016900000000000002,3.0,3.0
2024-11-25 13:00:00,21,13,72,18,88,17,0.016900000000000002,3.0,3.0
2024-11-25 14:00:00,21,13,72,18,88,17,0.016900000000000002,2.0,2.0
2024-11-25 15:00:00,21,13,71,18,88,17,0.016900000000000002,2.0,2.0
2024-11-25 16:00:00,20,13,67,17,88,16,0.016900000000000002,3.0,3.0
2024-11-25 17:00:00,19,13,62,16,88,15,0.016900000000000002,5.0,5.0
2024-11-25 18:00:00,18,11,58,15,88,14,0.0121,4.0,4.0
2024-11-25 19:00:00,17,11,61,14,88,13,0.0121,5.0,5.0
2024-11-25 20:00:00,17,11,63,14,88,13,0.0121,6.0,6.0
2024-11-25 21:00:00,16,11,66,13,88,11,0.0121,4.0,4.0
2024-11-25 22:00:00,16,11,63,12,86,10,0.0121,2.0,2.0
2024-11-25 23:00:00,15,11,61,12,85,10,0.0121,0.0,0.0
