Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,48,1,29,36,63,16,0.0001,0.0,0.0
2024-11-24 01:00:00,48,1,25,36,63,16,0.0001,1.0,-1.0
2024-11-24 02:00:00,46,1,22,36,68,16,0.0001,2.0,-2.0
2024-11-24 03:00:00,46,1,20,36,68,17,0.0001,1.0,-1.0
2024-11-24 04:00:00,44,1,17,36,73,17,0.0001,3.0,-3.0
2024-11-24 05:00:00,44,1,17,35,70,17,0.0001,2.0,-2.0
2024-11-24 06:00:00,44,1,17,35,70,17,0.0001,1.0,-1.0
2024-11-24 07:00:00,44,1,18,35,70,17,0.0001,1.0,-1.0
2024-11-24 08:00:00,44,1,17,35,70,17,0.0001,1.0,-1.0
2024-11-24 09:00:00,45,1,17,35,68,17,0.0001,2.0,-2.0
2024-11-24 10:00:00,47,1,17,35,63,17,0.0001,1.0,-1.0
2024-11-24 11:00:00,50,1,19,34,54,17,0.0001,0.0,0.0
2024-11-24 12:00:00,51,1,21,34,52,17,0.0001,0.0,0.0
2024-11-24 13:00:00,53,0,23,33,46,17,0.0,0.0,0.0
2024-11-24 14:00:00,53,0,28,33,46,16,0.0,1.0,1.0
2024-11-24 15:00:00,52,0,33,33,48,16,0.0,0.0,0.0
2024-11-24 16:00:00,51,0,38,34,52,15,0.0,1.0,-1.0
2024-11-24 17:00:00,51,0,38,34,52,13,0.0,0.0,0.0
2024-11-24 18:00:00,51,0,39,35,54,11,0.0,1.0,1.0
2024-11-24 19:00:00,50,0,39,36,58,9,0.0,1.0,1.0
2024-11-24 20:00:00,49,0,38,36,61,8,0.0,1.0,1.0
2024-11-24 21:00:00,49,0,36,36,61,8,0.0,2.0,2.0
2024-11-24 22:00:00,48,0,34,37,65,8,0.0,1.0,1.0
2024-11-24 23:00:00,47,0,32,36,65,7,0.0,1.0,1.0
2024-11-25 00:00:00,46,0,31,36,68,7,0.0,1.0,1.0
2024-11-25 01:00:00,45,0,29,36,70,7,0.0,1.0,1.0
2024-11-25 02:00:00,44,0,28,36,73,6,0.0,0.0,0.0
2024-11-25 03:00:00,43,0,28,35,73,7,0.0,0.0,0.0
2024-11-25 04:00:00,43,0,27,35,73,7,0.0,1.0,1.0
2024-11-25 05:00:00,42,0,28,35,76,6,0.0,0.0,0.0
2024-11-25 06:00:00,41,0,29,35,79,6,0.0,0.0,0.0
2024-11-25 07:00:00,41,0,29,35,79,6,0.0,1.0,-1.0
2024-11-25 08:00:00,42,0,25,35,76,5,0.0,0.0,0.0
2024-11-25 09:00:00,45,0,21,36,70,5,0.0,2.0,2.0
2024-11-25 10:00:00,47,0,16,37,68,6,0.0,1.0,1.0
2024-11-25 11:00:00,50,0,18,37,61,6,0.0,3.0,3.0
2024-11-25 12:00:00,53,0,20,38,57,6,0.0,4.0,4.0
2024-11-25 13:00:00,54,4,22,39,57,7,0.0016,3.0,3.0
2024-11-25 14:00:00,55,4,27,39,55,6,0.0016,3.0,3.0
2024-11-25 15:00:00,55,4,33,40,57,6,0.0016,2.0,2.0
2024-11-25 16:00:00,54,4,39,40,59,6,0.0016,1.0,1.0
2024-11-25 17:00:00,53,4,49,40,61,5,0.0016,2.0,2.0
2024-11-25 18:00:00,52,4,59,40,63,3,0.0016,2.0,2.0
2024-11-25 19:00:00,52,12,70,40,63,3,0.0144,0.0,0.0
2024-11-25 20:00:00,52,12,71,40,63,3,0.0144,1.0,-1.0
2024-11-25 21:00:00,51,12,73,41,68,3,0.0144,2.0,-2.0
2024-11-25 22:00:00,51,12,75,41,68,3,0.0144,3.0,-3.0
2024-11-25 23:00:00,51,12,78,42,71,3,0.0144,2.0,-2.0
