Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,62,60,0,0,48,61,7,8,0.0,2.0,2.0
2024-11-24 01:00:00,61,59,0,0,49,63,7,8,0.0,0.0,0.0
2024-11-24 02:00:00,61,59,0,2,49,65,7,8,0.0,1.0,1.0
2024-11-24 03:00:00,61,59,0,6,50,67,7,8,0.0,2.0,2.0
2024-11-24 04:00:00,61,59,0,10,50,68,7,8,0.0,1.0,1.0
2024-11-24 05:00:00,60,58,0,12,51,72,7,8,0.0,1.0,1.0
2024-11-24 06:00:00,61,59,0,12,51,70,7,8,0.0,2.0,2.0
2024-11-24 07:00:00,62,60,0,10,52,71,7,8,0.0,3.0,3.0
2024-11-24 08:00:00,63,63,0,5,53,71,7,8,0.0,1.0,1.0
2024-11-24 09:00:00,66,67,0,3,55,66,7,8,0.0,1.0,1.0
2024-11-24 10:00:00,69,71,0,10,56,63,8,12,0.0,0.0,0.0
2024-11-24 11:00:00,72,75,0,27,57,59,8,10,0.0,1.0,-1.0
2024-11-24 12:00:00,75,77,0,46,58,56,9,10,0.0,0.0,0.0
2024-11-24 13:00:00,76,78,0,56,59,55,9,14,0.0,0.0,0.0
2024-11-24 14:00:00,77,78,0,49,59,53,9,16,0.0,0.0,0.0
2024-11-24 15:00:00,76,76,0,32,59,55,9,16,0.0,1.0,-1.0
2024-11-24 16:00:00,75,74,0,15,59,57,9,16,0.0,0.0,0.0
2024-11-24 17:00:00,74,72,0,10,59,58,9,14,0.0,0.0,0.0
2024-11-24 18:00:00,73,70,0,14,59,62,8,13,0.0,1.0,1.0
2024-11-24 19:00:00,72,69,0,25,59,66,7,10,0.0,0.0,0.0
2024-11-24 20:00:00,71,69,0,25,60,67,7,9,0.0,0.0,0.0
2024-11-24 21:00:00,71,68,0,25,60,69,7,8,0.0,1.0,1.0
2024-11-24 22:00:00,70,68,0,25,60,71,7,8,0.0,1.0,1.0
2024-11-24 23:00:00,70,68,0,25,60,71,7,8,0.0,2.0,2.0
2024-11-25 00:00:00,69,67,0,25,60,73,7,8,0.0,2.0,2.0
2024-11-25 01:00:00,69,67,0,25,61,74,7,8,0.0,5.0,5.0
2024-11-25 02:00:00,69,67,0,25,61,76,6,7,0.0,2.0,2.0
2024-11-25 03:00:00,68,66,0,25,61,79,6,7,0.0,3.0,3.0
2024-11-25 04:00:00,68,66,0,25,62,81,6,7,0.0,3.0,3.0
2024-11-25 05:00:00,66,65,0,25,62,85,6,7,0.0,1.0,1.0
2024-11-25 06:00:00,68,66,0,25,62,81,6,7,0.0,3.0,3.0
2024-11-25 07:00:00,68,67,0,25,62,80,6,7,0.0,3.0,3.0
2024-11-25 08:00:00,71,71,0,25,63,76,7,8,0.0,3.0,3.0
2024-11-25 09:00:00,73,75,0,25,63,70,8,9,0.0,0.0,0.0
2024-11-25 10:00:00,76,78,0,25,64,65,8,9,0.0,0.0,0.0
2024-11-25 11:00:00,78,81,0,25,64,61,8,13,0.0,0.0,0.0
2024-11-25 12:00:00,79,82,0,25,63,58,9,15,0.0,2.0,-2.0
2024-11-25 13:00:00,79,82,0,25,63,58,9,18,0.0,1.0,-1.0
2024-11-25 14:00:00,79,81,0,25,63,58,9,18,0.0,1.0,-1.0
2024-11-25 15:00:00,79,79,0,25,63,59,10,18,0.0,1.0,-1.0
2024-11-25 16:00:00,79,78,0,25,64,59,10,17,0.0,2.0,2.0
2024-11-25 17:00:00,79,77,0,25,64,59,10,16,0.0,2.0,2.0
2024-11-25 18:00:00,78,76,0,25,64,63,9,16,0.0,3.0,3.0
2024-11-25 19:00:00,76,75,0,25,64,65,9,14,0.0,2.0,2.0
2024-11-25 20:00:00,77,75,0,30,64,65,8,14,0.0,4.0,4.0
2024-11-25 21:00:00,76,75,0,38,64,66,8,13,0.0,4.0,4.0
2024-11-25 22:00:00,76,75,0,45,64,67,8,12,0.0,5.0,5.0
2024-11-25 23:00:00,76,75,0,49,64,68,7,12,0.0,6.0,6.0
