Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,55,0,55,65,17,44,0.0,1.0,-1.0
2024-11-24 01:00:00,55,0,55,68,17,45,0.0,1.0,-1.0
2024-11-24 02:00:00,55,0,55,72,17,46,0.0,0.0,0.0
2024-11-24 03:00:00,54,0,54,75,16,47,0.0,1.0,-1.0
2024-11-24 04:00:00,55,0,55,78,17,48,0.0,0.0,0.0
2024-11-24 05:00:00,54,0,54,81,17,49,0.0,1.0,-1.0
2024-11-24 06:00:00,54,0,54,84,17,50,0.0,2.0,2.0
2024-11-24 07:00:00,55,0,55,87,17,51,0.0,2.0,2.0
2024-11-24 08:00:00,57,0,57,83,17,52,0.0,2.0,2.0
2024-11-24 09:00:00,60,0,60,77,17,53,0.0,1.0,1.0
2024-11-24 10:00:00,63,0,63,71,18,54,0.0,1.0,-1.0
2024-11-24 11:00:00,65,0,65,69,19,55,0.0,3.0,-3.0
2024-11-24 12:00:00,67,0,67,67,19,56,0.0,4.0,-4.0
2024-11-24 13:00:00,68,0,68,65,19,56,0.0,5.0,-5.0
2024-11-24 14:00:00,69,0,69,64,19,56,0.0,5.0,-5.0
2024-11-24 15:00:00,69,0,69,63,17,56,0.0,6.0,-6.0
2024-11-24 16:00:00,69,0,69,63,16,56,0.0,6.0,-6.0
2024-11-24 17:00:00,67,0,67,66,14,55,0.0,5.0,-5.0
2024-11-24 18:00:00,65,0,65,69,12,55,0.0,2.0,-2.0
2024-11-24 19:00:00,63,0,63,73,11,54,0.0,1.0,1.0
2024-11-24 20:00:00,62,0,62,75,11,54,0.0,0.0,0.0
2024-11-24 21:00:00,60,0,60,78,11,53,0.0,1.0,1.0
2024-11-24 22:00:00,59,0,59,80,10,53,0.0,3.0,3.0
2024-11-24 23:00:00,57,0,57,82,10,52,0.0,1.0,1.0
2024-11-25 00:00:00,56,0,56,84,9,51,0.0,2.0,2.0
2024-11-25 01:00:00,54,0,54,87,9,50,0.0,3.0,3.0
2024-11-25 02:00:00,52,0,52,89,9,49,0.0,3.0,3.0
2024-11-25 03:00:00,51,5,51,92,9,48,0.0025000000000000005,6.0,6.0
2024-11-25 04:00:00,49,10,45,94,10,47,0.010000000000000002,6.0,6.0
2024-11-25 05:00:00,48,10,42,93,13,46,0.010000000000000002,5.0,5.0
2024-11-25 06:00:00,46,10,40,92,16,44,0.010000000000000002,4.0,4.0
2024-11-25 07:00:00,46,5,38,89,17,43,0.0025000000000000005,5.0,5.0
2024-11-25 08:00:00,46,0,39,81,18,40,0.0,6.0,6.0
2024-11-25 09:00:00,48,0,41,70,19,38,0.0,7.0,7.0
2024-11-25 10:00:00,49,0,43,61,19,37,0.0,8.0,8.0
2024-11-25 11:00:00,49,0,43,58,18,35,0.0,7.0,7.0
2024-11-25 12:00:00,50,0,43,55,18,34,0.0,7.0,7.0
2024-11-25 13:00:00,50,0,44,53,18,33,0.0,3.0,3.0
2024-11-25 14:00:00,50,0,50,51,17,33,0.0,3.0,3.0
2024-11-25 15:00:00,50,0,50,49,16,32,0.0,2.0,2.0
2024-11-25 16:00:00,50,0,44,50,15,32,0.0,2.0,2.0
2024-11-25 17:00:00,48,0,43,52,13,31,0.0,3.0,3.0
2024-11-25 18:00:00,46,0,41,55,11,31,0.0,3.0,3.0
2024-11-25 19:00:00,44,0,38,59,10,30,0.0,2.0,2.0
2024-11-25 20:00:00,42,0,37,61,9,30,0.0,1.0,1.0
2024-11-25 21:00:00,41,0,35,63,8,29,0.0,1.0,1.0
2024-11-25 22:00:00,39,0,34,65,7,28,0.0,0.0,0.0
2024-11-25 23:00:00,38,0,33,66,7,28,0.0,2.0,2.0
