Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,57,53,1.0,0.0,20,42,57,17,29.83,0.0001,1.0,1.0
2024-11-24 01:00:00,56,52,1.0,0.0,27,43,61,17,29.82,0.0001,0.0,0.0
2024-11-24 02:00:00,56,52,2.0,0.0,22,45,66,17,29.8,0.0004,1.0,1.0
2024-11-24 03:00:00,56,52,3.0,0.0,26,46,68,17,29.79,0.0009,1.0,1.0
2024-11-24 04:00:00,56,52,4.0,0.0,24,47,72,17,29.78,0.0016,1.0,1.0
2024-11-24 05:00:00,56,52,4.0,0.0,24,48,74,17,29.77,0.0016,1.0,1.0
2024-11-24 06:00:00,56,52,5.0,0.0,17,49,78,17,29.77,0.0025000000000000005,4.0,4.0
2024-11-24 07:00:00,56,51,5.0,0.0,20,49,80,18,29.77,0.0025000000000000005,3.0,3.0
2024-11-24 08:00:00,57,53,5.0,0.0,21,50,79,18,29.77,0.0025000000000000005,2.0,2.0
2024-11-24 09:00:00,60,56,4.0,0.0,31,52,76,19,29.77,0.0016,1.0,1.0
2024-11-24 10:00:00,63,60,3.0,0.0,37,52,68,22,29.76,0.0009,1.0,-1.0
2024-11-24 11:00:00,66,66,2.0,0.0,33,52,60,22,29.75,0.0004,2.0,-2.0
2024-11-24 12:00:00,70,70,1.0,0.0,39,52,53,21,29.72,0.0001,1.0,-1.0
2024-11-24 13:00:00,72,72,1.0,0.0,22,52,48,21,29.7,0.0001,1.0,-1.0
2024-11-24 14:00:00,74,74,0.0,0.0,9,51,45,21,29.68,0.0,0.0,0.0
2024-11-24 15:00:00,74,74,0.0,0.0,10,51,44,19,29.67,0.0,1.0,-1.0
2024-11-24 16:00:00,73,73,0.0,0.0,12,50,45,16,29.67,0.0,2.0,-2.0
2024-11-24 17:00:00,71,71,1.0,0.0,12,49,47,15,29.68,0.0001,1.0,-1.0
2024-11-24 18:00:00,68,68,2.0,0.0,4,50,53,11,29.7,0.0004,1.0,1.0
2024-11-24 19:00:00,66,66,3.0,0.0,8,50,57,10,29.72,0.0009,4.0,4.0
2024-11-24 20:00:00,64,63,4.0,0.0,10,50,61,10,29.73,0.0016,2.0,2.0
2024-11-24 21:00:00,63,62,4.0,0.0,5,49,61,10,29.75,0.0016,4.0,4.0
2024-11-24 22:00:00,61,59,5.0,0.0,5,49,65,10,29.76,0.0025000000000000005,5.0,5.0
2024-11-24 23:00:00,59,57,5.0,0.0,9,48,68,8,29.77,0.0025000000000000005,3.0,3.0
2024-11-25 00:00:00,56,55,6.0,0.0,12,48,74,7,29.79,0.0036,2.0,2.0
2024-11-25 01:00:00,55,53,14.0,0.0,29,47,76,6,29.81,0.019600000000000003,4.0,4.0
2024-11-25 02:00:00,53,51,9.0,0.0,42,46,79,7,29.84,0.0081,4.0,4.0
2024-11-25 03:00:00,51,47,7.0,0.0,47,46,82,10,29.87,0.004900000000000001,6.0,6.0
2024-11-25 04:00:00,49,44,6.0,0.0,57,44,84,12,29.9,0.0036,6.0,6.0
2024-11-25 05:00:00,47,41,6.0,0.0,65,43,86,15,29.95,0.0036,4.0,4.0
2024-11-25 06:00:00,46,39,6.0,0.0,79,41,85,16,30.0,0.0036,4.0,4.0
2024-11-25 07:00:00,44,36,5.0,0.0,65,39,84,17,30.06,0.0025000000000000005,3.0,3.0
2024-11-25 08:00:00,43,35,4.0,0.0,62,37,81,18,30.11,0.0016,3.0,3.0
2024-11-25 09:00:00,43,35,3.0,0.0,74,37,78,19,30.16,0.0009,2.0,2.0
2024-11-25 10:00:00,44,35,2.0,0.0,47,34,68,22,30.19,0.0004,3.0,3.0
2024-11-25 11:00:00,45,37,1.0,0.0,45,32,61,21,30.22,0.0001,3.0,3.0
2024-11-25 12:00:00,47,39,0.0,0.0,31,31,55,20,30.23,0.0,4.0,4.0
2024-11-25 13:00:00,48,41,0.0,0.0,36,30,50,19,30.23,0.0,1.0,1.0
2024-11-25 14:00:00,49,43,0.0,0.0,32,29,46,18,30.24,0.0,2.0,2.0
2024-11-25 15:00:00,50,44,0.0,0.0,61,29,44,17,30.25,0.0,2.0,2.0
2024-11-25 16:00:00,49,44,0.0,0.0,67,29,44,14,30.27,0.0,1.0,1.0
2024-11-25 17:00:00,48,42,0.0,0.0,69,27,45,13,30.29,0.0,3.0,3.0
2024-11-25 18:00:00,46,41,0.0,0.0,51,28,49,10,30.32,0.0,3.0,3.0
2024-11-25 19:00:00,44,39,0.0,0.0,36,28,52,9,30.34,0.0,2.0,2.0
2024-11-25 20:00:00,42,37,1.0,0.0,38,28,56,8,30.36,0.0001,1.0,1.0
2024-11-25 21:00:00,40,35,1.0,0.0,35,27,59,7,30.38,0.0001,0.0,0.0
2024-11-25 22:00:00,39,35,1.0,0.0,23,27,60,6,30.39,0.0001,0.0,0.0
2024-11-25 23:00:00,38,34,1.0,0.0,22,26,61,5,30.39,0.0001,2.0,2.0
