Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-24 00:00:00,46,35,0,25,31,55,18,22
2024-11-24 01:00:00,46,35,0,25,31,55,17,22
2024-11-24 02:00:00,46,35,0,25,31,55,17,21
2024-11-24 03:00:00,46,35,0,25,30,55,17,21
2024-11-24 04:00:00,45,35,0,25,30,55,16,20
2024-11-24 05:00:00,45,33,0,25,29,54,20,24
2024-11-24 06:00:00,45,31,0,25,29,54,24,29
2024-11-24 07:00:00,43,31,0,11,29,58,18,23
2024-11-24 08:00:00,45,33,0,13,30,57,20,24
2024-11-24 09:00:00,46,35,0,25,31,56,21,24
2024-11-24 10:00:00,47,37,0,25,31,54,21,24
2024-11-24 11:00:00,48,40,0,25,31,51,21,25
2024-11-24 12:00:00,50,42,0,25,30,47,21,27
2024-11-24 13:00:00,50,41,0,70,30,45,22,32
2024-11-24 14:00:00,51,42,0,64,30,44,22,30
2024-11-24 15:00:00,52,44,0,46,30,43,21,28
2024-11-24 16:00:00,51,42,0,46,31,47,18,24
2024-11-24 17:00:00,50,40,0,46,31,48,16,22
2024-11-24 18:00:00,49,41,0,46,31,50,14,18
2024-11-24 19:00:00,49,42,0,34,31,50,10,15
2024-11-24 20:00:00,49,43,0,29,31,50,9,13
2024-11-24 21:00:00,48,43,0,26,31,51,8,10
2024-11-24 22:00:00,47,44,0,26,31,52,7,9
2024-11-24 23:00:00,46,43,0,26,31,56,7,8
2024-11-25 00:00:00,46,42,0,26,32,58,7,8
2024-11-25 01:00:00,45,42,0,26,31,59,6,8
2024-11-25 02:00:00,44,41,0,26,32,62,7,8
2024-11-25 03:00:00,44,40,0,26,33,64,7,8
2024-11-25 04:00:00,43,40,0,26,33,65,7,8
2024-11-25 05:00:00,43,40,0,26,32,66,7,8
2024-11-25 06:00:00,42,39,0,26,32,67,6,7
2024-11-25 07:00:00,41,38,0,10,32,70,6,7
2024-11-25 08:00:00,43,42,0,10,32,67,6,7
2024-11-25 09:00:00,44,45,0,14,33,64,6,6
2024-11-25 10:00:00,46,49,0,21,33,60,5,6
2024-11-25 11:00:00,48,51,0,29,33,56,6,7
2024-11-25 12:00:00,50,53,0,36,34,52,6,7
2024-11-25 13:00:00,52,53,0,43,34,51,7,8
2024-11-25 14:00:00,53,54,0,50,35,51,6,7
2024-11-25 15:00:00,54,55,0,58,36,51,6,7
2024-11-25 16:00:00,52,51,0,65,37,57,6,7
2024-11-25 17:00:00,50,49,0,72,38,63,5,6
2024-11-25 18:00:00,49,48,0,85,39,68,5,6
2024-11-25 19:00:00,47,46,0,96,39,74,5,6
2024-11-25 20:00:00,48,47,0,100,39,71,5,6
2024-11-25 21:00:00,49,47,0,100,40,71,6,7
2024-11-25 22:00:00,49,47,0,100,40,72,6,7
2024-11-25 23:00:00,49,48,0,99,41,74,5,6
