Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,28,0,17,45,13,9,0.0,5.0,-5.0
2024-11-24 01:00:00,26,0,15,50,12,10,0.0,9.0,-9.0
2024-11-24 02:00:00,26,0,15,56,12,12,0.0,12.0,-12.0
2024-11-24 03:00:00,26,0,15,59,11,13,0.0,8.0,-8.0
2024-11-24 04:00:00,26,0,16,63,11,15,1.0,7.0,-7.0
2024-11-24 05:00:00,26,0,17,68,10,17,0.0,5.0,-5.0
2024-11-24 06:00:00,27,0,17,73,10,19,0.0,2.0,-2.0
2024-11-24 07:00:00,28,0,18,74,11,20,0.0,1.0,1.0
2024-11-24 08:00:00,30,0,21,69,11,21,0.0,0.0,0.0
2024-11-24 09:00:00,33,0,23,61,13,20,0.0,1.0,-1.0
2024-11-24 10:00:00,35,0,25,54,16,20,0.0,2.0,-2.0
2024-11-24 11:00:00,36,0,26,51,17,19,0.0,1.0,-1.0
2024-11-24 12:00:00,36,5,26,48,17,19,0.0025000000000000005,1.0,1.0
2024-11-24 13:00:00,36,10,26,49,16,19,0.010000000000000002,2.0,2.0
2024-11-24 14:00:00,35,10,26,50,15,19,0.010000000000000002,3.0,3.0
2024-11-24 15:00:00,34,25,25,54,13,19,0.5625,2.0,2.0
2024-11-24 16:00:00,33,40,24,60,10,20,0.16000000000000003,4.0,4.0
2024-11-24 17:00:00,31,50,23,67,8,21,0.25,1.0,1.0
2024-11-24 18:00:00,29,50,21,72,8,21,0.25,0.0,0.0
2024-11-24 19:00:00,28,50,20,77,7,22,0.25,1.0,1.0
2024-11-24 20:00:00,27,50,19,79,7,22,0.25,0.0,0.0
2024-11-24 21:00:00,26,40,18,84,6,21,0.16000000000000003,2.0,2.0
2024-11-24 22:00:00,24,30,17,88,6,21,0.09,1.0,1.0
2024-11-24 23:00:00,22,65,15,93,6,20,0.42250000000000004,0.0,0.0
2024-11-25 00:00:00,21,55,13,96,6,20,0.30250000000000005,0.0,0.0
2024-11-25 01:00:00,20,45,12,96,5,19,0.2025,1.0,-1.0
2024-11-25 02:00:00,19,35,12,95,5,18,0.12249999999999998,1.0,-1.0
2024-11-25 03:00:00,19,25,11,94,5,18,0.0625,1.0,1.0
2024-11-25 04:00:00,18,15,11,95,5,17,0.0225,4.0,4.0
2024-11-25 05:00:00,17,10,9,96,5,16,0.010000000000000002,4.0,4.0
2024-11-25 06:00:00,15,5,8,100,5,15,0.0025000000000000005,0.0,0.0
2024-11-25 07:00:00,15,5,6,100,5,15,0.0025000000000000005,0.0,0.0
2024-11-25 08:00:00,16,0,8,90,5,14,0.0,1.0,1.0
2024-11-25 09:00:00,20,0,12,72,6,13,0.0,4.0,-4.0
2024-11-25 10:00:00,26,0,18,55,7,12,0.0,0.0,0.0
2024-11-25 11:00:00,30,0,22,45,9,11,0.0,4.0,4.0
2024-11-25 12:00:00,32,0,24,39,9,10,0.0,0.0,0.0
2024-11-25 13:00:00,33,0,25,37,9,9,0.0,1.0,1.0
2024-11-25 14:00:00,32,0,24,37,9,9,0.0,1.0,-1.0
2024-11-25 15:00:00,31,0,24,39,9,9,0.0,1.0,-1.0
2024-11-25 16:00:00,29,0,22,44,7,10,0.0,0.0,0.0
2024-11-25 17:00:00,26,5,19,51,6,10,0.0025000000000000005,0.0,0.0
2024-11-25 18:00:00,24,5,17,58,5,11,0.0025000000000000005,0.0,0.0
2024-11-25 19:00:00,22,10,15,63,5,12,0.010000000000000002,2.0,-2.0
2024-11-25 20:00:00,22,20,14,67,6,12,0.04000000000000001,2.0,-2.0
2024-11-25 21:00:00,21,30,14,71,6,13,0.09,5.0,-5.0
2024-11-25 22:00:00,21,40,14,73,5,14,0.16000000000000003,6.0,-6.0
2024-11-25 23:00:00,21,45,14,77,5,15,0.2025,6.0,-6.0
