Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,45,36,75,40,83,11,0.1296,3.0,3.0
2024-11-24 01:00:00,45,50,83,40,81,9,0.25,2.0,2.0
2024-11-24 02:00:00,44,70,91,39,84,9,0.09000000000000002,1.0,1.0
2024-11-24 03:00:00,44,70,93,39,84,9,0.09000000000000002,2.0,2.0
2024-11-24 04:00:00,43,43,88,39,84,8,0.3249000000000001,1.0,1.0
2024-11-24 05:00:00,43,62,89,39,87,8,0.1444,1.0,1.0
2024-11-24 06:00:00,42,62,95,38,86,8,0.1444,0.0,0.0
2024-11-24 07:00:00,43,68,90,39,86,8,0.10239999999999996,0.0,0.0
2024-11-24 08:00:00,43,68,94,40,88,8,0.4624000000000001,0.0,0.0
2024-11-24 09:00:00,44,57,91,41,89,8,0.32489999999999997,1.0,1.0
2024-11-24 10:00:00,44,62,91,42,91,8,0.3844,1.0,-1.0
2024-11-24 11:00:00,45,62,91,42,92,8,0.1444,1.0,1.0
2024-11-24 12:00:00,45,62,91,43,91,8,0.1444,1.0,-1.0
2024-11-24 13:00:00,46,62,86,43,90,8,0.1444,1.0,1.0
2024-11-24 14:00:00,46,62,86,43,89,8,0.3844,1.0,1.0
2024-11-24 15:00:00,46,62,86,43,89,8,0.3844,0.0,0.0
2024-11-24 16:00:00,46,72,87,43,88,7,0.5184,0.0,0.0
2024-11-24 17:00:00,46,72,87,42,88,7,0.5184,0.0,0.0
2024-11-24 18:00:00,45,72,87,42,88,7,0.5184,1.0,-1.0
2024-11-24 19:00:00,45,72,92,42,88,8,0.5184,1.0,-1.0
2024-11-24 20:00:00,45,72,92,41,88,8,0.5184,0.0,0.0
2024-11-24 21:00:00,45,72,92,41,87,8,0.07840000000000001,0.0,0.0
2024-11-24 22:00:00,45,71,91,41,87,9,0.08410000000000002,1.0,1.0
2024-11-24 23:00:00,45,71,91,41,88,9,0.08410000000000002,2.0,2.0
2024-11-25 00:00:00,44,71,91,41,89,9,0.08410000000000002,1.0,1.0
2024-11-25 01:00:00,44,71,90,41,90,8,0.08410000000000002,1.0,1.0
2024-11-25 02:00:00,44,71,90,41,89,8,0.08410000000000002,1.0,1.0
2024-11-25 03:00:00,45,71,90,42,88,8,0.08410000000000002,2.0,2.0
2024-11-25 04:00:00,45,53,92,42,88,5,0.22089999999999999,2.0,2.0
2024-11-25 05:00:00,45,53,92,42,89,5,0.22089999999999999,2.0,2.0
2024-11-25 06:00:00,44,53,92,42,91,5,0.22089999999999999,1.0,1.0
2024-11-25 07:00:00,44,53,86,42,92,3,0.22089999999999999,0.0,0.0
2024-11-25 08:00:00,44,53,86,42,91,3,0.22089999999999999,0.0,0.0
2024-11-25 09:00:00,45,53,86,42,90,3,0.28090000000000004,0.0,0.0
2024-11-25 10:00:00,46,38,74,43,88,3,0.1444,1.0,1.0
2024-11-25 11:00:00,47,38,74,43,87,3,0.1444,1.0,1.0
2024-11-25 12:00:00,47,38,74,43,85,3,0.1444,0.0,0.0
2024-11-25 13:00:00,48,38,74,44,85,3,0.1444,1.0,1.0
2024-11-25 14:00:00,48,38,74,44,86,3,0.1444,1.0,1.0
2024-11-25 15:00:00,48,38,74,45,87,3,0.3844,1.0,1.0
2024-11-25 16:00:00,48,33,70,45,88,3,0.4488999999999999,1.0,1.0
2024-11-25 17:00:00,47,33,70,44,89,3,0.4488999999999999,1.0,1.0
2024-11-25 18:00:00,47,33,70,44,89,3,0.4488999999999999,1.0,1.0
2024-11-25 19:00:00,46,33,74,43,90,2,0.4488999999999999,1.0,1.0
2024-11-25 20:00:00,46,33,74,43,91,2,0.10890000000000001,1.0,1.0
2024-11-25 21:00:00,45,33,74,43,91,2,0.4488999999999999,0.0,0.0
2024-11-25 22:00:00,45,14,76,43,91,3,0.019600000000000003,1.0,1.0
2024-11-25 23:00:00,45,14,76,42,91,3,0.019600000000000003,1.0,1.0
