Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-24 00:00:00,36,33,0,25,34,90,6,7
2024-11-24 01:00:00,35,33,0,35,34,93,6,6
2024-11-24 02:00:00,35,33,0,55,33,92,6,6
2024-11-24 03:00:00,33,31,0,65,33,97,6,7
2024-11-24 04:00:00,35,33,0,53,32,90,6,7
2024-11-24 05:00:00,35,33,0,30,32,90,6,7
2024-11-24 06:00:00,35,32,0,10,33,91,6,7
2024-11-24 07:00:00,36,33,0,70,33,90,6,7
2024-11-24 08:00:00,37,35,0,70,34,89,6,9
2024-11-24 09:00:00,39,37,0,70,35,84,7,10
2024-11-24 10:00:00,42,41,0,70,36,77,8,13
2024-11-24 11:00:00,46,44,0,70,37,71,8,16
2024-11-24 12:00:00,49,46,0,70,39,68,9,18
2024-11-24 13:00:00,52,49,0,70,40,63,10,20
2024-11-24 14:00:00,54,52,0,70,40,58,10,21
2024-11-24 15:00:00,56,53,0,70,40,54,10,23
2024-11-24 16:00:00,55,51,0,70,39,56,9,22
2024-11-24 17:00:00,54,50,0,70,39,58,9,21
2024-11-24 18:00:00,52,48,0,70,40,63,8,20
2024-11-24 19:00:00,50,46,19,95,40,67,8,16
2024-11-24 20:00:00,49,45,19,95,40,69,8,14
2024-11-24 21:00:00,49,44,24,97,40,71,8,12
2024-11-24 22:00:00,49,44,49,100,40,73,8,10
2024-11-24 23:00:00,47,40,55,100,41,78,8,10
2024-11-25 00:00:00,49,42,55,97,42,76,8,10
2024-11-25 01:00:00,50,45,43,96,43,77,8,10
2024-11-25 02:00:00,50,43,51,97,44,79,8,10
2024-11-25 03:00:00,50,46,47,99,45,82,8,10
2024-11-25 04:00:00,50,46,47,100,46,84,8,9
2024-11-25 05:00:00,51,44,51,100,46,85,8,9
2024-11-25 06:00:00,52,48,47,100,47,84,8,9
2024-11-25 07:00:00,52,48,34,94,47,86,7,9
2024-11-25 08:00:00,52,49,34,94,48,86,7,9
2024-11-25 09:00:00,52,49,40,94,48,87,8,9
2024-11-25 10:00:00,52,47,55,94,49,89,8,10
2024-11-25 11:00:00,52,49,47,94,49,89,8,12
2024-11-25 12:00:00,53,48,55,94,49,85,9,13
2024-11-25 13:00:00,53,49,49,94,49,86,9,16
2024-11-25 14:00:00,53,48,47,94,48,84,10,18
2024-11-25 15:00:00,52,45,51,94,47,82,12,22
2024-11-25 16:00:00,51,45,47,94,46,83,12,24
2024-11-25 17:00:00,49,42,47,94,45,84,12,27
2024-11-25 18:00:00,47,38,51,94,43,85,13,24
2024-11-25 19:00:00,45,34,52,100,41,88,13,22
2024-11-25 20:00:00,42,33,48,100,39,86,13,22
2024-11-25 21:00:00,41,31,41,100,36,84,13,21
2024-11-25 22:00:00,39,28,34,95,34,82,13,21
2024-11-25 23:00:00,37,27,34,95,32,82,13,21
