Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,34,0,29,97,5,33,0.0,4.0,-4.0
2024-11-24 01:00:00,34,0,29,100,5,34,0.0,4.0,-4.0
2024-11-24 02:00:00,34,0,29,99,5,34,0.0,4.0,-4.0
2024-11-24 03:00:00,34,0,29,96,6,33,0.0,4.0,-4.0
2024-11-24 04:00:00,35,0,30,93,6,33,0.0,3.0,-3.0
2024-11-24 05:00:00,35,0,30,93,6,33,0.0,3.0,-3.0
2024-11-24 06:00:00,37,0,33,85,6,33,0.0,1.0,-1.0
2024-11-24 07:00:00,40,0,35,78,6,33,0.0,2.0,2.0
2024-11-24 08:00:00,42,0,38,72,7,34,0.0,4.0,4.0
2024-11-24 09:00:00,43,0,39,73,8,35,0.0,4.0,4.0
2024-11-24 10:00:00,45,0,40,72,9,37,0.0,4.0,4.0
2024-11-24 11:00:00,47,0,43,71,9,38,0.0,1.0,1.0
2024-11-24 12:00:00,50,0,46,69,10,40,0.0,0.0,0.0
2024-11-24 13:00:00,52,0,52,67,10,41,0.0,0.0,0.0
2024-11-24 14:00:00,53,0,53,65,10,42,0.0,3.0,-3.0
2024-11-24 15:00:00,54,0,54,63,10,41,0.0,2.0,-2.0
2024-11-24 16:00:00,53,0,53,65,10,42,0.0,5.0,-5.0
2024-11-24 17:00:00,52,0,52,70,9,42,0.0,4.0,-4.0
2024-11-24 18:00:00,49,0,46,74,9,42,0.0,5.0,-5.0
2024-11-24 19:00:00,48,0,43,76,9,41,0.0,6.0,-6.0
2024-11-24 20:00:00,47,0,42,77,9,40,0.0,2.0,-2.0
2024-11-24 21:00:00,46,0,42,76,9,39,0.0,3.0,-3.0
2024-11-24 22:00:00,46,0,42,75,10,39,0.0,5.0,-5.0
2024-11-24 23:00:00,47,0,42,74,10,39,0.0,5.0,-5.0
2024-11-25 00:00:00,47,0,43,75,10,40,0.0,6.0,-6.0
2024-11-25 01:00:00,48,25,43,81,10,42,0.0625,5.0,-5.0
2024-11-25 02:00:00,48,25,43,85,10,43,0.0625,5.0,-5.0
2024-11-25 03:00:00,48,35,44,88,9,45,0.12249999999999998,6.0,-6.0
2024-11-25 04:00:00,48,45,44,91,9,46,0.2025,6.0,-6.0
2024-11-25 05:00:00,49,45,45,91,9,47,0.2025,5.0,-5.0
2024-11-25 06:00:00,50,50,46,92,8,47,0.25,3.0,-3.0
2024-11-25 07:00:00,50,50,50,91,8,48,0.25,4.0,-4.0
2024-11-25 08:00:00,51,50,51,92,8,49,0.25,3.0,-3.0
2024-11-25 09:00:00,52,50,52,92,8,50,0.25,3.0,-3.0
2024-11-25 10:00:00,53,50,53,91,9,50,0.25,3.0,-3.0
2024-11-25 11:00:00,53,50,53,92,9,51,0.25,3.0,-3.0
2024-11-25 12:00:00,54,50,54,93,9,52,0.25,5.0,-5.0
2024-11-25 13:00:00,54,45,54,92,9,51,0.2025,5.0,-5.0
2024-11-25 14:00:00,54,40,54,91,9,51,0.16000000000000003,6.0,-6.0
2024-11-25 15:00:00,53,40,53,87,9,49,0.16000000000000003,4.0,-4.0
2024-11-25 16:00:00,52,40,52,87,9,48,0.16000000000000003,1.0,-1.0
2024-11-25 17:00:00,50,40,45,90,11,47,0.16000000000000003,2.0,-2.0
2024-11-25 18:00:00,48,35,43,94,12,46,0.12249999999999998,1.0,-1.0
2024-11-25 19:00:00,46,30,40,92,13,44,0.48999999999999994,1.0,-1.0
2024-11-25 20:00:00,44,25,38,89,13,41,0.5625,1.0,-1.0
2024-11-25 21:00:00,42,20,35,84,14,38,0.04000000000000001,1.0,-1.0
2024-11-25 22:00:00,41,10,33,81,14,35,0.010000000000000002,0.0,0.0
2024-11-25 23:00:00,39,5,31,78,14,33,0.0025000000000000005,1.0,-1.0
