Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-24 00:00:00,25,19,10,100,19,77,7,8
2024-11-24 01:00:00,26,18,40,96,19,77,8,9
2024-11-24 02:00:00,26,18,37,91,20,78,8,10
2024-11-24 03:00:00,26,18,27,90,21,80,8,10
2024-11-24 04:00:00,26,18,14,92,21,80,8,10
2024-11-24 05:00:00,26,19,14,96,21,81,8,10
2024-11-24 06:00:00,26,19,16,100,22,83,8,9
2024-11-24 07:00:00,26,20,20,100,22,84,7,9
2024-11-24 08:00:00,26,21,20,100,22,85,7,8
2024-11-24 09:00:00,27,23,20,100,23,85,6,7
2024-11-24 10:00:00,28,25,20,99,24,84,6,7
2024-11-24 11:00:00,29,27,20,99,25,84,6,7
2024-11-24 12:00:00,30,27,25,100,25,84,6,7
2024-11-24 13:00:00,30,27,43,100,26,82,7,8
2024-11-24 14:00:00,32,25,47,100,26,78,7,9
2024-11-24 15:00:00,30,22,46,100,26,83,8,10
2024-11-24 16:00:00,30,23,41,100,25,81,8,12
2024-11-24 17:00:00,29,21,40,100,24,81,9,13
2024-11-24 18:00:00,28,17,44,100,23,82,9,14
2024-11-24 19:00:00,28,17,43,99,21,77,10,15
2024-11-24 20:00:00,27,14,49,99,20,76,12,15
2024-11-24 21:00:00,25,11,59,100,19,76,13,15
2024-11-24 22:00:00,24,9,58,100,18,76,14,16
2024-11-24 23:00:00,23,7,43,100,17,77,14,17
2024-11-25 00:00:00,22,4,58,100,16,78,15,20
2024-11-25 01:00:00,21,3,65,97,16,81,15,20
2024-11-25 02:00:00,20,2,65,93,15,84,15,18
2024-11-25 03:00:00,18,0,65,90,15,85,14,18
2024-11-25 04:00:00,18,1,40,88,14,85,14,17
2024-11-25 05:00:00,18,1,34,88,14,83,15,17
2024-11-25 06:00:00,18,1,29,90,13,79,15,17
2024-11-25 07:00:00,18,0,20,91,12,77,15,18
2024-11-25 08:00:00,17,2,20,93,11,78,16,18
2024-11-25 09:00:00,15,5,20,95,11,85,17,21
2024-11-25 10:00:00,18,2,20,96,12,77,18,22
2024-11-25 11:00:00,20,0,20,98,13,76,18,24
2024-11-25 12:00:00,21,1,16,100,14,75,20,29
2024-11-25 13:00:00,22,2,7,100,14,73,20,30
2024-11-25 14:00:00,24,5,7,100,14,68,18,30
2024-11-25 15:00:00,22,3,7,99,14,73,18,31
2024-11-25 16:00:00,21,2,7,99,14,72,17,31
2024-11-25 17:00:00,20,1,7,99,13,75,16,31
2024-11-25 18:00:00,18,1,5,99,12,78,16,31
2024-11-25 19:00:00,16,2,0,100,11,81,15,28
2024-11-25 20:00:00,15,3,0,100,11,83,15,25
2024-11-25 21:00:00,15,4,0,100,11,83,14,21
2024-11-25 22:00:00,14,2,0,94,10,83,14,18
2024-11-25 23:00:00,14,2,0,87,10,83,13,17
