Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-24 00:00:00,48,43,4.0,0.0,66,38,67,12,29.74,0.0016,0.0,0.0
2024-11-24 01:00:00,48,43,3.0,0.0,51,37,65,11,29.76,0.0009,1.0,-1.0
2024-11-24 02:00:00,47,42,2.0,0.0,33,36,64,11,29.78,0.0004,1.0,-1.0
2024-11-24 03:00:00,46,42,3.0,0.0,24,36,66,10,29.8,0.0009,1.0,-1.0
2024-11-24 04:00:00,47,41,2.0,0.0,42,35,63,11,29.82,0.0004,0.0,0.0
2024-11-24 05:00:00,46,41,2.0,0.0,35,35,64,11,29.84,0.0004,0.0,0.0
2024-11-24 06:00:00,46,41,3.0,0.0,27,35,65,11,29.86,0.0009,1.0,1.0
2024-11-24 07:00:00,46,41,3.0,0.0,32,35,66,11,29.88,0.0009,1.0,1.0
2024-11-24 08:00:00,47,42,3.0,0.0,45,36,64,11,29.89,0.0009,2.0,2.0
2024-11-24 09:00:00,48,42,2.0,0.0,42,36,64,12,29.9,0.0004,1.0,1.0
2024-11-24 10:00:00,49,44,1.0,0.0,39,36,61,13,29.91,0.0001,1.0,1.0
2024-11-24 11:00:00,50,45,0.0,0.0,39,35,57,14,29.9,0.0,0.0,0.0
2024-11-24 12:00:00,52,47,0.0,0.0,50,35,52,15,29.89,0.0,1.0,1.0
2024-11-24 13:00:00,53,49,0.0,0.0,62,35,50,14,29.88,0.0,0.0,0.0
2024-11-24 14:00:00,54,50,0.0,0.0,59,35,50,12,29.88,0.0,2.0,2.0
2024-11-24 15:00:00,54,50,0.0,0.0,63,36,51,12,29.89,0.0,2.0,2.0
2024-11-24 16:00:00,53,49,1.0,0.0,69,37,55,10,29.9,0.0001,1.0,1.0
2024-11-24 17:00:00,51,48,1.0,0.0,52,37,57,9,29.92,0.0001,0.0,0.0
2024-11-24 18:00:00,51,47,2.0,0.0,61,37,60,8,29.95,0.0004,1.0,1.0
2024-11-24 19:00:00,50,47,3.0,0.0,44,36,59,6,29.97,0.0009,1.0,1.0
2024-11-24 20:00:00,49,46,3.0,0.0,62,36,61,6,29.98,0.0009,1.0,1.0
2024-11-24 21:00:00,49,46,4.0,0.0,62,36,62,5,29.99,0.0016,2.0,2.0
2024-11-24 22:00:00,48,45,4.0,0.0,59,36,63,6,30.01,0.0016,1.0,1.0
2024-11-24 23:00:00,47,44,4.0,0.0,35,35,64,6,30.01,0.0016,1.0,1.0
2024-11-25 00:00:00,46,43,4.0,0.0,23,35,63,6,30.02,0.0016,1.0,1.0
2024-11-25 01:00:00,46,42,4.0,0.0,27,34,64,7,30.03,0.0016,2.0,2.0
2024-11-25 02:00:00,45,41,4.0,0.0,30,33,63,7,30.04,0.0016,1.0,1.0
2024-11-25 03:00:00,44,41,4.0,0.0,36,33,64,7,30.05,0.0016,1.0,1.0
2024-11-25 04:00:00,44,40,4.0,0.0,64,33,65,7,30.06,0.0016,2.0,2.0
2024-11-25 05:00:00,44,40,5.0,0.0,32,33,66,7,30.06,0.0025000000000000005,2.0,2.0
2024-11-25 06:00:00,43,39,5.0,0.0,23,33,68,7,30.08,0.0025000000000000005,2.0,2.0
2024-11-25 07:00:00,43,39,5.0,0.0,16,34,71,6,30.09,0.0025000000000000005,1.0,1.0
2024-11-25 08:00:00,43,40,5.0,0.0,15,34,71,5,30.1,0.0025000000000000005,1.0,1.0
2024-11-25 09:00:00,45,42,3.0,0.0,12,35,67,6,30.11,0.0009,2.0,2.0
2024-11-25 10:00:00,47,45,2.0,0.0,14,35,61,4,30.1,0.0004,1.0,1.0
2024-11-25 11:00:00,50,48,1.0,0.0,17,35,57,5,30.09,0.0001,3.0,3.0
2024-11-25 12:00:00,52,50,1.0,0.0,23,35,53,5,30.06,0.0001,3.0,3.0
2024-11-25 13:00:00,53,52,1.0,0.0,20,35,50,5,30.05,0.0001,2.0,2.0
2024-11-25 14:00:00,55,54,0.0,0.0,26,36,50,4,30.03,0.0,3.0,3.0
2024-11-25 15:00:00,55,54,1.0,0.0,19,37,52,4,30.03,0.0001,2.0,2.0
2024-11-25 16:00:00,54,54,1.0,0.0,42,38,55,4,30.03,0.0001,1.0,1.0
2024-11-25 17:00:00,52,52,2.0,0.0,56,39,60,2,30.03,0.0004,1.0,1.0
2024-11-25 18:00:00,51,51,3.0,0.0,77,39,63,3,30.02,0.0009,1.0,1.0
2024-11-25 19:00:00,51,51,3.0,0.0,78,39,63,2,30.02,0.0009,1.0,-1.0
2024-11-25 20:00:00,51,51,3.0,0.0,86,40,65,3,30.02,0.0009,2.0,-2.0
2024-11-25 21:00:00,51,51,3.0,0.0,92,40,65,2,30.01,0.0009,2.0,-2.0
2024-11-25 22:00:00,51,51,5.0,0.0,95,41,67,3,30.0,0.0025000000000000005,3.0,-3.0
2024-11-25 23:00:00,51,51,11.0,0.0,95,42,69,4,29.98,0.0121,2.0,-2.0
