Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 0:00:00,12,0,0.0,3.0,-3.0
2024-11-26 1:00:00,13,0,0.0,2.0,-2.0
2024-11-26 2:00:00,14,0,0.0,2.0,-2.0
2024-11-26 3:00:00,14,0,0.0,2.0,-2.0
2024-11-26 4:00:00,14,0,0.0,1.0,-1.0
2024-11-26 5:00:00,14,0,0.0,0.0,0.0
2024-11-26 6:00:00,14,0,0.0,0.0,0.0
2024-11-26 7:00:00,14,0,0.0,0.0,0.0
2024-11-26 8:00:00,14,0,0.0,0.0,0.0
2024-11-26 9:00:00,15,0,0.0,2.0,2.0
2024-11-26 10:00:00,17,0,0.0,3.0,3.0
2024-11-26 11:00:00,19,0,0.0,3.0,3.0
2024-11-26 12:00:00,21,0,0.0,4.0,4.0
2024-11-26 13:00:00,22,0,0.0,4.0,4.0
2024-11-26 14:00:00,23,0,0.0,4.0,4.0
2024-11-26 15:00:00,24,0,0.0,5.0,5.0
2024-11-26 16:00:00,23,0,0.0,3.0,3.0
2024-11-26 17:00:00,22,0,0.0,3.0,3.0
2024-11-26 18:00:00,21,0,0.0,2.0,2.0
2024-11-26 19:00:00,21,0,0.0,2.0,2.0
2024-11-26 20:00:00,20,0,0.0,2.0,2.0
2024-11-26 21:00:00,19,0,0.0,1.0,1.0
2024-11-26 22:00:00,19,0,0.0,1.0,1.0
2024-11-26 23:00:00,19,0,0.0,1.0,1.0
2024-11-27 0:00:00,18,0,0.0,0.0,0.0
2024-11-27 1:00:00,18,0,0.0,1.0,1.0
2024-11-27 2:00:00,17,0,0.0,0.0,0.0
2024-11-27 3:00:00,17,0,0.0,1.0,1.0
2024-11-27 4:00:00,17,0,0.0,1.0,1.0
2024-11-27 5:00:00,16,0,0.0,1.0,1.0
2024-11-27 6:00:00,16,5,0.0025000000000000005,0.0,0.0
2024-11-27 7:00:00,16,10,0.010000000000000002,0.0,0.0
2024-11-27 8:00:00,16,5,0.9025,0.0,0.0
2024-11-27 9:00:00,17,5,0.0025000000000000005,1.0,1.0
2024-11-27 10:00:00,18,0,0.0,2.0,2.0
2024-11-27 11:00:00,20,0,0.0,4.0,4.0
2024-11-27 12:00:00,22,0,0.0,6.0,6.0
2024-11-27 13:00:00,23,0,0.0,7.0,7.0
2024-11-27 14:00:00,24,0,0.0,8.0,8.0
2024-11-27 15:00:00,24,0,0.0,7.0,7.0
2024-11-27 16:00:00,24,0,0.0,7.0,7.0
2024-11-27 17:00:00,23,0,0.0,6.0,6.0
2024-11-27 18:00:00,21,0,0.0,4.0,4.0
2024-11-27 19:00:00,20,0,0.0,3.0,3.0
2024-11-27 20:00:00,18,0,0.0,0.0,0.0
2024-11-27 21:00:00,16,0,0.0,2.0,-2.0
2024-11-27 22:00:00,15,0,0.0,2.0,-2.0
2024-11-27 23:00:00,15,0,1.0,3.0,-3.0
