Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed
2024-11-26 00:00:00,50,8,76,41,71,3
2024-11-26 00:01:00,50,15,85,42,74,5
2024-11-26 00:02:00,51,15,79,42,71,5
2024-11-26 00:03:00,51,15,88,43,74,5
2024-11-26 00:04:00,51,28,93,45,80,6
2024-11-26 00:05:00,52,28,92,47,83,6
2024-11-26 00:06:00,53,28,94,48,83,6
2024-11-26 00:07:00,54,93,100,50,86,7
2024-11-26 00:08:00,54,93,93,51,90,8
2024-11-26 00:09:00,54,93,98,52,93,9
2024-11-26 00:10:00,55,59,100,51,86,11
2024-11-26 00:11:00,57,59,91,51,80,13
2024-11-26 00:12:00,58,59,85,51,77,14
2024-11-26 00:13:00,60,10,41,50,69,16
2024-11-26 00:14:00,60,10,23,47,62,16
2024-11-26 00:15:00,60,10,12,45,58,16
2024-11-26 00:16:00,59,0,16,43,55,16
2024-11-26 00:17:00,56,0,11,40,55,16
2024-11-26 00:18:00,54,0,7,39,57,14
2024-11-26 00:19:00,52,0,6,36,54,13
2024-11-26 00:20:00,50,0,4,35,56,11
2024-11-26 00:21:00,49,0,6,34,56,11
2024-11-26 00:22:00,47,0,4,33,58,13
2024-11-26 00:23:00,46,0,2,33,60,11
2024-11-27 00:00:00,42,0,5,32,67,10
2024-11-27 00:01:00,44,0,13,31,60,9
2024-11-27 00:02:00,43,0,22,30,60,9
2024-11-27 00:03:00,42,0,31,29,60,9
2024-11-27 00:04:00,41,0,38,29,62,9
2024-11-27 00:05:00,40,0,41,29,64,9
2024-11-27 00:06:00,39,0,42,30,70,8
2024-11-27 00:07:00,39,0,41,30,70,8
2024-11-27 00:08:00,41,0,40,30,65,8
2024-11-27 00:09:00,43,0,40,30,60,10
2024-11-27 00:10:00,45,0,39,30,55,10
2024-11-27 00:11:00,47,0,38,30,51,10
2024-11-27 00:12:00,49,0,38,31,50,10
2024-11-27 00:13:00,51,0,41,31,46,10
2024-11-27 00:14:00,51,0,48,31,46,9
2024-11-27 00:15:00,51,0,57,31,46,9
2024-11-27 00:16:00,50,0,66,31,48,8
2024-11-27 00:17:00,49,0,72,31,50,7
2024-11-27 00:18:00,48,0,75,31,51,7
2024-11-27 00:19:00,47,8,78,31,53,6
2024-11-27 00:20:00,47,8,81,32,56,5
2024-11-27 00:21:00,46,8,83,32,58,5
2024-11-27 00:22:00,46,8,86,33,60,3
2024-11-27 00:23:00,46,8,89,33,60,3
