Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 00:00:00,13,-1,4.0,0.0,91,6,73,11,30.26,0.0016,2.0,-2.0
2024-11-26 01:00:00,13,-1,4.0,0.0,91,6,74,11,30.25,0.0016,2.0,-2.0
2024-11-26 02:00:00,13,0,4.0,0.0,89,7,75,10,30.25,0.0016,3.0,-3.0
2024-11-26 03:00:00,13,1,4.0,0.0,85,7,75,10,30.25,0.0016,3.0,-3.0
2024-11-26 04:00:00,14,2,4.0,0.0,82,7,75,9,30.24,0.0016,1.0,-1.0
2024-11-26 05:00:00,14,3,5.0,0.0,83,8,76,8,30.24,0.0025000000000000005,0.0,0.0
2024-11-26 06:00:00,14,3,5.0,0.0,77,8,76,8,30.24,0.0025000000000000005,0.0,0.0
2024-11-26 07:00:00,13,2,5.0,0.0,80,7,76,8,30.24,0.0025000000000000005,1.0,-1.0
2024-11-26 08:00:00,13,2,5.0,0.0,82,8,79,7,30.24,0.0025000000000000005,1.0,-1.0
2024-11-26 09:00:00,14,4,4.0,0.0,77,9,79,7,30.25,0.0016,1.0,1.0
2024-11-26 10:00:00,16,6,4.0,0.0,80,10,77,7,30.24,0.0016,2.0,2.0
2024-11-26 11:00:00,18,9,3.0,0.0,83,11,75,6,30.22,0.0009,2.0,2.0
2024-11-26 12:00:00,19,11,3.0,0.0,61,12,74,6,30.2,0.0009,2.0,2.0
2024-11-26 13:00:00,20,13,3.0,0.0,63,13,73,5,30.18,0.0009,2.0,2.0
2024-11-26 14:00:00,21,14,3.0,0.0,54,13,72,5,30.17,0.0009,2.0,2.0
2024-11-26 15:00:00,21,14,3.0,0.0,49,14,72,5,30.16,0.0009,2.0,2.0
2024-11-26 16:00:00,21,15,4.0,0.0,49,14,73,5,30.16,0.0016,1.0,1.0
2024-11-26 17:00:00,20,15,5.0,0.0,48,14,76,4,30.15,0.0025000000000000005,1.0,1.0
2024-11-26 18:00:00,19,13,5.0,0.0,56,13,78,4,30.15,0.0025000000000000005,0.0,0.0
2024-11-26 19:00:00,19,13,5.0,0.0,63,13,77,4,30.15,0.0025000000000000005,0.0,0.0
2024-11-26 20:00:00,18,13,6.0,0.0,71,12,79,3,30.15,0.0036,0.0,0.0
2024-11-26 21:00:00,17,12,6.0,0.0,90,12,81,3,30.15,0.0036,1.0,-1.0
2024-11-26 22:00:00,17,17,6.0,0.0,87,12,81,3,30.15,0.0036,1.0,-1.0
2024-11-26 23:00:00,17,12,6.0,0.0,95,12,79,3,30.15,0.0036,1.0,-1.0
2024-11-27 00:00:00,17,11,7.0,0.0,96,11,79,4,30.14,0.004900000000000001,1.0,-1.0
2024-11-27 01:00:00,16,10,14.0,0.0,96,11,80,4,30.14,0.019600000000000003,1.0,-1.0
2024-11-27 02:00:00,17,10,7.0,0.0,97,11,79,4,30.14,0.004900000000000001,0.0,0.0
2024-11-27 03:00:00,18,11,7.0,0.0,98,11,76,4,30.14,0.004900000000000001,2.0,2.0
2024-11-27 04:00:00,18,11,7.0,0.0,97,11,76,4,30.14,0.004900000000000001,2.0,2.0
2024-11-27 05:00:00,17,10,8.0,0.0,98,12,79,5,30.13,0.0064,2.0,2.0
2024-11-27 06:00:00,17,9,13.0,0.0,89,12,79,5,30.13,0.016900000000000002,1.0,1.0
2024-11-27 07:00:00,17,9,15.0,0.0,92,12,79,5,30.14,0.0225,1.0,1.0
2024-11-27 08:00:00,17,9,16.0,0.0,96,12,82,5,30.15,0.7055999999999999,1.0,1.0
2024-11-27 09:00:00,18,9,15.0,0.0,91,12,79,6,30.17,0.0225,2.0,2.0
2024-11-27 10:00:00,18,9,8.0,0.0,96,13,78,6,30.17,0.0064,2.0,2.0
2024-11-27 11:00:00,20,11,4.0,0.0,87,13,75,6,30.17,0.0016,4.0,4.0
2024-11-27 12:00:00,21,12,4.0,0.0,88,14,74,8,30.16,0.0016,5.0,5.0
2024-11-27 13:00:00,22,13,4.0,0.0,87,14,71,8,30.15,0.0016,6.0,6.0
2024-11-27 14:00:00,22,13,3.0,0.0,88,14,70,8,30.15,0.0009,6.0,6.0
2024-11-27 15:00:00,23,13,3.0,0.0,88,14,70,8,30.15,0.0009,6.0,6.0
2024-11-27 16:00:00,22,13,4.0,0.0,89,15,72,8,30.15,0.0016,5.0,5.0
2024-11-27 17:00:00,21,13,5.0,0.0,85,14,74,6,30.16,0.0025000000000000005,4.0,4.0
2024-11-27 18:00:00,20,12,7.0,0.0,82,14,76,6,30.17,0.004900000000000001,3.0,3.0
2024-11-27 19:00:00,20,11,7.0,0.0,82,13,76,7,30.18,0.004900000000000001,3.0,3.0
2024-11-27 20:00:00,19,10,7.0,0.0,82,13,78,7,30.18,0.004900000000000001,1.0,1.0
2024-11-27 21:00:00,18,9,7.0,0.0,80,13,81,7,30.19,0.004900000000000001,0.0,0.0
2024-11-27 22:00:00,17,8,7.0,0.0,72,12,81,7,30.19,0.004900000000000001,0.0,0.0
2024-11-27 23:00:00,17,7,7.0,0.0,85,12,82,7,30.19,0.8648999999999999,1.0,-1.0
