Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 00:00:00,45,45,11.0,0.0,86,42,90,2,30.03,0.0121,1.0,1.0
2024-11-26 01:00:00,45,45,11.0,0.0,80,42,90,2,30.03,0.0121,2.0,2.0
2024-11-26 02:00:00,44,44,11.0,0.0,81,42,91,2,30.03,0.0121,1.0,1.0
2024-11-26 03:00:00,44,44,12.0,0.0,82,42,93,2,30.04,0.0144,1.0,1.0
2024-11-26 04:00:00,44,44,13.0,0.0,89,42,93,2,30.05,0.016900000000000002,1.0,1.0
2024-11-26 05:00:00,44,44,16.0,0.0,93,41,91,2,30.06,0.0256,2.0,2.0
2024-11-26 06:00:00,43,43,16.0,0.0,91,41,93,2,30.08,0.0256,1.0,1.0
2024-11-26 07:00:00,43,43,19.0,0.0,91,42,93,2,30.09,0.0361,1.0,1.0
2024-11-26 08:00:00,43,43,12.0,0.0,92,42,94,1,30.11,0.0144,1.0,1.0
2024-11-26 09:00:00,44,44,10.0,0.0,90,42,92,1,30.13,0.010000000000000002,1.0,1.0
2024-11-26 10:00:00,45,45,12.0,0.0,91,42,90,2,30.14,0.0144,2.0,2.0
2024-11-26 11:00:00,46,46,11.0,0.0,90,42,87,2,30.15,0.0121,2.0,2.0
2024-11-26 12:00:00,47,47,10.0,0.0,87,42,85,2,30.15,0.010000000000000002,2.0,2.0
2024-11-26 13:00:00,47,47,11.0,0.0,82,42,82,3,30.16,0.0121,2.0,2.0
2024-11-26 14:00:00,48,48,12.0,0.0,82,42,79,3,30.17,0.0144,3.0,3.0
2024-11-26 15:00:00,48,47,12.0,0.0,76,41,77,3,30.18,0.0144,3.0,3.0
2024-11-26 16:00:00,47,47,13.0,0.0,81,41,80,2,30.19,0.016900000000000002,2.0,2.0
2024-11-26 17:00:00,46,46,14.0,0.0,84,41,83,2,30.21,0.019600000000000003,2.0,2.0
2024-11-26 18:00:00,46,46,15.0,0.0,77,41,84,1,30.22,0.0225,2.0,2.0
2024-11-26 19:00:00,45,45,10.0,0.0,83,41,85,2,30.23,0.010000000000000002,3.0,3.0
2024-11-26 20:00:00,45,45,18.0,0.0,90,42,88,1,30.24,0.0324,2.0,2.0
2024-11-26 21:00:00,44,44,15.0,0.0,90,41,89,1,30.25,0.0225,0.0,0.0
2024-11-26 22:00:00,44,44,22.0,0.0,94,41,89,1,30.26,0.0484,0.0,0.0
2024-11-26 23:00:00,44,44,17.0,0.0,91,41,90,2,30.27,0.028900000000000006,1.0,1.0
2024-11-27 00:00:00,44,44,14.0,0.0,90,41,90,3,30.28,0.019600000000000003,1.0,1.0
2024-11-27 01:00:00,44,42,9.0,0.0,83,41,90,3,30.29,0.0081,2.0,2.0
2024-11-27 02:00:00,43,43,10.0,0.0,86,41,91,3,30.3,0.81,1.0,1.0
2024-11-27 03:00:00,43,43,12.0,0.0,88,40,90,3,30.3,0.7744,1.0,1.0
2024-11-27 04:00:00,43,43,12.0,0.0,89,40,91,3,30.3,0.0144,2.0,2.0
2024-11-27 05:00:00,42,42,17.0,0.0,91,40,91,3,30.31,0.028900000000000006,1.0,1.0
2024-11-27 06:00:00,42,42,12.0,0.0,92,40,90,3,30.32,0.0144,0.0,0.0
2024-11-27 07:00:00,42,40,10.0,0.0,88,40,91,3,30.33,0.010000000000000002,0.0,0.0
2024-11-27 08:00:00,42,40,10.0,0.0,89,39,91,3,30.34,0.010000000000000002,0.0,0.0
2024-11-27 09:00:00,43,41,9.0,0.0,92,39,89,3,30.34,0.0081,1.0,1.0
2024-11-27 10:00:00,43,42,10.0,0.0,94,40,86,4,30.35,0.010000000000000002,1.0,1.0
2024-11-27 11:00:00,44,43,11.0,0.0,89,40,83,4,30.35,0.0121,1.0,1.0
2024-11-27 12:00:00,45,43,14.0,0.0,84,40,82,3,30.34,0.019600000000000003,3.0,3.0
2024-11-27 13:00:00,45,44,14.0,0.0,81,39,79,3,30.33,0.019600000000000003,1.0,1.0
2024-11-27 14:00:00,46,46,8.0,0.0,81,39,76,3,30.33,0.0064,1.0,1.0
2024-11-27 15:00:00,46,45,6.0,0.0,85,39,76,3,30.32,0.0036,2.0,2.0
2024-11-27 16:00:00,45,45,7.0,0.0,87,38,77,2,30.33,0.004900000000000001,2.0,2.0
2024-11-27 17:00:00,44,44,7.0,0.0,78,38,79,2,30.33,0.004900000000000001,2.0,2.0
2024-11-27 18:00:00,43,43,7.0,0.0,76,38,82,1,30.33,0.004900000000000001,2.0,2.0
2024-11-27 19:00:00,43,43,8.0,0.0,79,38,84,1,30.34,0.0064,2.0,2.0
2024-11-27 20:00:00,42,42,8.0,0.0,82,38,85,1,30.34,0.0064,3.0,3.0
2024-11-27 21:00:00,42,42,8.0,0.0,85,38,87,1,30.34,0.0064,1.0,1.0
2024-11-27 22:00:00,42,42,8.0,0.0,87,38,88,1,30.34,0.0064,3.0,3.0
2024-11-27 23:00:00,41,41,8.0,0.0,85,38,89,2,30.34,0.0064,1.0,1.0
