Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 00:00:00,39,0,31,79,12,33,0.0,0.0,0.0
2024-11-26 01:00:00,37,0,29,81,12,32,0.0,1.0,-1.0
2024-11-26 02:00:00,36,0,28,77,12,29,0.0,0.0,0.0
2024-11-26 03:00:00,34,0,26,76,11,27,0.0,0.0,0.0
2024-11-26 04:00:00,32,0,24,75,10,25,0.0,0.0,0.0
2024-11-26 05:00:00,31,0,23,73,9,23,0.0,2.0,2.0
2024-11-26 06:00:00,30,0,22,69,9,21,0.0,2.0,2.0
2024-11-26 07:00:00,30,0,22,65,8,20,0.0,3.0,3.0
2024-11-26 08:00:00,30,0,23,61,8,19,0.0,4.0,4.0
2024-11-26 09:00:00,32,0,24,57,8,18,0.0,4.0,4.0
2024-11-26 10:00:00,34,0,27,51,8,18,0.0,4.0,4.0
2024-11-26 11:00:00,36,0,29,48,8,18,0.0,3.0,3.0
2024-11-26 12:00:00,38,0,33,45,8,19,0.0,2.0,2.0
2024-11-26 13:00:00,40,0,35,42,7,19,0.0,1.0,1.0
2024-11-26 14:00:00,41,0,36,41,8,19,0.0,0.0,0.0
2024-11-26 15:00:00,41,0,36,41,8,19,0.0,1.0,-1.0
2024-11-26 16:00:00,40,0,36,42,7,19,0.0,2.0,-2.0
2024-11-26 17:00:00,39,0,34,47,6,20,0.0,1.0,-1.0
2024-11-26 18:00:00,37,0,33,52,5,21,0.0,1.0,-1.0
2024-11-26 19:00:00,35,0,32,59,4,22,0.0,1.0,-1.0
2024-11-26 20:00:00,34,0,31,62,3,23,0.0,2.0,-2.0
2024-11-26 21:00:00,34,0,31,63,3,23,0.0,2.0,-2.0
2024-11-26 22:00:00,34,0,31,63,3,23,0.0,0.0,0.0
2024-11-26 23:00:00,34,0,32,63,3,23,0.0,0.0,0.0
2024-11-27 00:00:00,35,0,32,64,3,23,0.0,1.0,1.0
2024-11-27 01:00:00,35,5,35,65,3,24,0.0025000000000000005,0.0,0.0
2024-11-27 02:00:00,35,0,35,66,3,25,0.0,1.0,1.0
2024-11-27 03:00:00,35,0,33,66,3,25,0.0,2.0,2.0
2024-11-27 04:00:00,36,0,33,65,3,25,0.0,2.0,2.0
2024-11-27 05:00:00,36,5,34,65,3,26,0.0025000000000000005,1.0,1.0
2024-11-27 06:00:00,37,5,33,65,4,26,0.0025000000000000005,3.0,3.0
2024-11-27 07:00:00,37,5,34,64,4,26,0.0025000000000000005,2.0,2.0
2024-11-27 08:00:00,38,5,34,63,4,26,0.0025000000000000005,3.0,3.0
2024-11-27 09:00:00,39,5,36,60,5,27,0.0025000000000000005,2.0,2.0
2024-11-27 10:00:00,41,5,37,58,6,27,0.0025000000000000005,2.0,2.0
2024-11-27 11:00:00,43,10,39,57,6,28,0.010000000000000002,1.0,1.0
2024-11-27 12:00:00,44,10,40,57,6,29,0.010000000000000002,0.0,0.0
2024-11-27 13:00:00,44,20,40,59,7,30,0.04000000000000001,0.0,0.0
2024-11-27 14:00:00,44,35,40,61,7,31,0.12249999999999998,0.0,0.0
2024-11-27 15:00:00,43,45,39,66,6,33,0.30250000000000005,1.0,-1.0
2024-11-27 16:00:00,42,50,39,70,5,33,0.25,3.0,3.0
2024-11-27 17:00:00,41,55,37,73,5,33,0.20249999999999996,3.0,3.0
2024-11-27 18:00:00,39,55,36,78,5,33,0.20249999999999996,1.0,1.0
2024-11-27 19:00:00,38,55,34,83,4,33,0.20249999999999996,0.0,0.0
2024-11-27 20:00:00,37,55,34,91,4,34,0.20249999999999996,1.0,-1.0
2024-11-27 21:00:00,36,55,33,94,3,34,0.20249999999999996,2.0,-2.0
2024-11-27 22:00:00,35,60,33,95,3,34,0.16000000000000003,2.0,-2.0
2024-11-27 23:00:00,35,60,32,95,3,33,0.16000000000000003,2.0,-2.0
