Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 00:00:00,34,0,46,24,66,6,0.0,3.0,3.0
2024-11-26 01:00:00,34,0,36,24,66,5,0.0,3.0,3.0
2024-11-26 02:00:00,32,0,22,24,71,3,0.0,1.7999999999999972,-1.7999999999999972
2024-11-26 03:00:00,32,0,18,24,73,3,0.0,2.6999999999999993,2.6999999999999993
2024-11-26 04:00:00,30,0,17,24,77,2,0.0,0.3999999999999986,-0.3999999999999986
2024-11-26 05:00:00,30,0,18,24,77,2,0.0,0.0,0.0
2024-11-26 06:00:00,30,0,19,24,77,2,0.0,0.1999999999999993,-0.1999999999999993
2024-11-26 07:00:00,29,0,24,24,80,2,0.0,8.399999999999999,-8.399999999999999
2024-11-26 08:00:00,32,0,25,25,76,2,0.0,9.0,-9.0
2024-11-26 09:00:00,36,0,18,25,63,3,0.0,8.600000000000001,-8.600000000000001
2024-11-26 10:00:00,40,0,14,24,53,6,0.0,8.200000000000003,-8.200000000000003
2024-11-26 11:00:00,45,0,6,24,43,8,0.0,8.600000000000001,-8.600000000000001
2024-11-26 12:00:00,48,1,3,24,38,10,0.0001,5.600000000000001,-5.600000000000001
2024-11-26 13:00:00,52,1,2,25,35,11,0.0001,3.3999999999999986,-3.3999999999999986
2024-11-26 14:00:00,53,1,3,26,35,13,0.0001,2.3999999999999986,-2.3999999999999986
2024-11-26 15:00:00,55,1,8,27,34,14,0.0001,0.3999999999999986,-0.3999999999999986
2024-11-26 16:00:00,54,1,12,28,36,14,0.0001,2.200000000000003,2.200000000000003
2024-11-26 17:00:00,53,1,7,28,37,14,0.0001,3.0,3.0
2024-11-26 18:00:00,52,0,7,30,43,11,0.0,9.200000000000003,9.200000000000003
2024-11-26 19:00:00,49,0,9,31,50,11,0.0,2.6000000000000014,2.6000000000000014
2024-11-26 20:00:00,48,0,20,32,54,13,0.0,0.7000000000000028,0.7000000000000028
2024-11-26 21:00:00,48,0,13,33,56,14,0.0,0.5,0.5
2024-11-26 22:00:00,48,0,21,34,58,14,0.0,1.0,1.0
2024-11-26 23:00:00,47,0,31,34,59,14,0.0,0.0,0.0
2024-11-27 00:00:00,47,0,41,35,62,14,0.0,1.0,-1.0
2024-11-27 01:00:00,47,0,47,36,64,14,0.0,0.29999999999999716,-0.29999999999999716
2024-11-27 02:00:00,47,0,53,37,67,15,0.0,0.0,0.0
2024-11-27 03:00:00,47,0,59,38,70,15,0.0,0.6000000000000014,0.6000000000000014
2024-11-27 04:00:00,48,0,62,39,71,15,0.0,2.0,2.0
2024-11-27 05:00:00,48,0,65,40,72,14,0.0,1.0,1.0
2024-11-27 06:00:00,49,0,68,41,74,15,0.0,2.6000000000000014,2.6000000000000014
2024-11-27 07:00:00,51,0,67,42,72,15,0.0,1.0,1.0
2024-11-27 08:00:00,52,0,67,42,68,15,0.0,1.6000000000000014,-1.6000000000000014
2024-11-27 09:00:00,54,0,66,43,67,15,0.0,3.200000000000003,-3.200000000000003
2024-11-27 10:00:00,56,0,67,43,62,15,0.0,1.2000000000000028,-1.2000000000000028
2024-11-27 11:00:00,58,0,68,42,55,15,0.0,0.7999999999999972,0.7999999999999972
2024-11-27 12:00:00,61,0,69,42,50,16,0.0,5.600000000000001,5.600000000000001
2024-11-27 13:00:00,60,0,68,41,49,16,0.0,6.399999999999999,6.399999999999999
2024-11-27 14:00:00,59,0,68,41,51,17,0.0,5.399999999999999,5.399999999999999
2024-11-27 15:00:00,59,0,67,40,50,18,0.0,5.399999999999999,5.399999999999999
2024-11-27 16:00:00,56,0,68,39,52,17,0.0,4.200000000000003,4.200000000000003
2024-11-27 17:00:00,54,0,68,39,56,17,0.0,7.600000000000001,7.600000000000001
2024-11-27 18:00:00,52,1,69,38,59,17,0.0001,7.399999999999999,7.399999999999999
2024-11-27 19:00:00,50,1,63,37,60,17,0.0001,8.0,8.0
2024-11-27 20:00:00,49,1,57,36,61,17,0.0001,9.399999999999999,9.399999999999999
2024-11-27 21:00:00,47,1,51,35,63,17,0.0001,9.399999999999999,9.399999999999999
2024-11-27 22:00:00,46,1,48,34,63,16,0.0001,8.799999999999997,8.799999999999997
2024-11-27 23:00:00,44,1,46,33,64,15,0.0001,7.5,7.5
