Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-26 0:00:00,40,0,0.0,1.0,1.0
2024-11-26 1:00:00,38,0,0.0,0.0,0.0
2024-11-26 2:00:00,35,0,0.0,1.0,-1.0
2024-11-26 3:00:00,33,0,0.0,1.0,-1.0
2024-11-26 4:00:00,31,0,0.0,1.0,-1.0
2024-11-26 5:00:00,30,0,0.0,1.0,1.0
2024-11-26 6:00:00,29,0,0.0,1.0,1.0
2024-11-26 7:00:00,28,0,0.0,1.0,1.0
2024-11-26 8:00:00,28,0,0.0,2.0,2.0
2024-11-26 9:00:00,29,0,0.0,1.0,1.0
2024-11-26 10:00:00,31,0,0.0,1.0,1.0
2024-11-26 11:00:00,34,0,0.0,1.0,1.0
2024-11-26 12:00:00,37,0,0.0,1.0,1.0
2024-11-26 13:00:00,39,0,0.0,0.0,0.0
2024-11-26 14:00:00,41,0,0.0,0.0,0.0
2024-11-26 15:00:00,42,0,0.0,0.0,0.0
2024-11-26 16:00:00,41,0,0.0,1.0,-1.0
2024-11-26 17:00:00,40,0,0.0,0.0,0.0
2024-11-26 18:00:00,37,0,0.0,1.0,-1.0
2024-11-26 19:00:00,36,0,0.0,0.0,0.0
2024-11-26 20:00:00,35,0,0.0,1.0,-1.0
2024-11-26 21:00:00,35,0,0.0,1.0,-1.0
2024-11-26 22:00:00,34,0,0.0,0.0,0.0
2024-11-26 23:00:00,34,0,0.0,0.0,0.0
2024-11-27 0:00:00,34,0,0.0,0.0,0.0
2024-11-27 1:00:00,33,0,0.0,2.0,-2.0
2024-11-27 2:00:00,33,0,0.0,1.0,-1.0
2024-11-27 3:00:00,33,0,0.0,0.0,0.0
2024-11-27 4:00:00,34,0,0.0,0.0,0.0
2024-11-27 5:00:00,34,0,0.0,1.0,-1.0
2024-11-27 6:00:00,34,0,0.0,0.0,0.0
2024-11-27 7:00:00,35,0,0.0,0.0,0.0
2024-11-27 8:00:00,35,0,0.0,0.0,0.0
2024-11-27 9:00:00,37,0,0.0,0.0,0.0
2024-11-27 10:00:00,39,0,0.0,0.0,0.0
2024-11-27 11:00:00,40,0,0.0,2.0,-2.0
2024-11-27 12:00:00,42,5,0.0025000000000000005,2.0,-2.0
2024-11-27 13:00:00,44,10,0.010000000000000002,0.0,0.0
2024-11-27 14:00:00,44,15,0.0225,0.0,0.0
2024-11-27 15:00:00,43,20,0.6400000000000001,1.0,-1.0
2024-11-27 16:00:00,42,30,0.48999999999999994,3.0,3.0
2024-11-27 17:00:00,41,35,0.42250000000000004,3.0,3.0
2024-11-27 18:00:00,40,30,0.48999999999999994,2.0,2.0
2024-11-27 19:00:00,39,30,0.48999999999999994,1.0,1.0
2024-11-27 20:00:00,38,30,0.48999999999999994,0.0,0.0
2024-11-27 21:00:00,38,30,0.48999999999999994,0.0,0.0
2024-11-27 22:00:00,37,30,0.48999999999999994,0.0,0.0
2024-11-27 23:00:00,36,30,0.48999999999999994,1.0,-1.0
