Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure
2024-11-25 00:00:00,69,69,3.0,0.0,23,59,70,3,30.15
2024-11-25 01:00:00,69,69,4.0,0.0,28,59,73,3,30.14
2024-11-25 02:00:00,68,68,4.0,0.0,33,60,75,3,30.13
2024-11-25 03:00:00,68,68,5.0,0.0,33,60,76,4,30.12
2024-11-25 04:00:00,68,68,5.0,0.0,29,60,77,4,30.12
2024-11-25 05:00:00,68,68,5.0,0.0,35,60,77,4,30.12
2024-11-25 06:00:00,68,68,6.0,0.0,33,60,77,4,30.13
2024-11-25 07:00:00,67,67,6.0,0.0,32,60,77,4,30.15
2024-11-25 08:00:00,70,70,9.0,0.0,30,61,72,5,30.16
2024-11-25 09:00:00,74,74,3.0,0.0,34,61,64,6,30.17
2024-11-25 10:00:00,76,77,3.0,0.0,46,63,63,8,30.18
2024-11-25 11:00:00,78,80,3.0,0.0,56,63,60,9,30.17
2024-11-25 12:00:00,79,81,9.0,0.0,44,63,59,9,30.16
2024-11-25 13:00:00,79,81,9.0,0.0,47,63,59,10,30.14
2024-11-25 14:00:00,79,81,15.0,0.0,52,64,59,10,30.12
2024-11-25 15:00:00,79,81,19.0,0.0,55,64,60,10,30.11
2024-11-25 16:00:00,78,81,2.0,0.0,51,64,62,10,30.11
2024-11-25 17:00:00,77,80,3.0,0.0,48,64,65,9,30.12
2024-11-25 18:00:00,76,77,11.0,0.0,41,64,68,8,30.13
2024-11-25 19:00:00,75,76,7.0,0.0,47,64,67,8,30.14
2024-11-25 20:00:00,75,76,9.0,0.0,40,64,68,8,30.15
2024-11-25 21:00:00,75,76,5.0,0.0,41,63,67,7,30.15
2024-11-25 22:00:00,74,75,20.0,0.0,40,64,69,6,30.15
2024-11-25 23:00:00,74,75,16.0,0.0,53,64,70,5,30.14
2024-11-26 00:00:00,74,75,17.0,0.0,64,64,72,5,30.13
2024-11-26 01:00:00,74,75,10.0,0.0,68,65,73,5,30.12
2024-11-26 02:00:00,73,74,19.0,0.0,69,65,75,4,30.11
2024-11-26 03:00:00,73,74,18.0,0.0,59,65,76,4,30.11
2024-11-26 04:00:00,72,73,20.0,0.0,70,64,76,5,30.1
2024-11-26 05:00:00,72,73,23.0,0.0,67,64,76,5,30.1
2024-11-26 06:00:00,71,72,24.0,0.0,67,63,77,5,30.11
2024-11-26 07:00:00,71,71,22.0,0.0,72,63,78,5,30.12
2024-11-26 08:00:00,73,73,10.0,0.0,69,63,73,6,30.13
2024-11-26 09:00:00,75,75,4.0,0.0,62,64,68,7,30.14
2024-11-26 10:00:00,77,80,3.0,0.0,49,65,65,9,30.14
2024-11-26 11:00:00,79,82,2.0,0.0,51,65,63,9,30.13
2024-11-26 12:00:00,79,82,4.0,0.0,46,65,61,10,30.11
2024-11-26 13:00:00,80,83,8.0,0.0,37,65,60,10,30.08
2024-11-26 14:00:00,80,83,7.0,0.0,46,65,60,10,30.07
2024-11-26 15:00:00,80,82,14.0,0.0,47,64,59,10,30.06
2024-11-26 16:00:00,79,82,5.0,0.0,38,65,62,10,30.06
2024-11-26 17:00:00,78,81,8.0,0.0,30,64,63,9,30.06
2024-11-26 18:00:00,77,80,14.0,0.0,27,64,65,8,30.07
2024-11-26 19:00:00,76,77,3.0,0.0,27,64,66,7,30.08
2024-11-26 20:00:00,76,76,2.0,0.0,9,64,67,7,30.09
2024-11-26 21:00:00,75,76,3.0,0.0,4,64,67,6,30.09
2024-11-26 22:00:00,74,75,3.0,0.0,2,64,69,5,30.08
2024-11-26 23:00:00,74,74,4.0,0.0,3,64,70,5,30.08
