Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,30,19,67,94,24,81,8,10,0.4489000000000001,9.0,9.0
2024-11-25 01:00:00,29,19,54,94,23,79,8,10,0.2916,8.0,8.0
2024-11-25 02:00:00,28,19,48,94,22,79,9,10,0.2304,8.0,8.0
2024-11-25 03:00:00,27,19,47,94,22,81,8,10,0.22089999999999999,9.0,9.0
2024-11-25 04:00:00,25,18,34,91,22,86,8,9,0.11560000000000002,11.0,11.0
2024-11-25 05:00:00,24,17,34,90,21,88,7,9,0.11560000000000002,11.0,11.0
2024-11-25 06:00:00,23,16,29,91,21,91,7,8,0.0841,8.0,8.0
2024-11-25 07:00:00,20,14,20,95,20,99,7,8,0.04000000000000001,5.0,5.0
2024-11-25 08:00:00,22,18,20,95,21,93,6,7,0.04000000000000001,7.0,7.0
2024-11-25 09:00:00,26,23,20,95,21,78,6,7,0.04000000000000001,2.0,2.0
2024-11-25 10:00:00,31,28,20,95,19,61,7,8,0.04000000000000001,5.0,5.0
2024-11-25 11:00:00,33,31,20,95,17,51,7,9,0.04000000000000001,7.0,7.0
2024-11-25 12:00:00,36,34,20,95,16,43,8,10,0.04000000000000001,4.0,4.0
2024-11-25 13:00:00,38,36,19,95,14,37,8,13,0.0361,6.0,6.0
2024-11-25 14:00:00,39,36,19,95,14,35,8,15,0.0361,6.0,6.0
2024-11-25 15:00:00,37,34,24,95,13,37,7,13,0.0576,5.0,5.0
2024-11-25 16:00:00,35,32,47,95,14,43,6,9,0.22089999999999999,6.0,6.0
2024-11-25 17:00:00,33,29,57,95,16,50,6,7,0.32489999999999997,7.0,7.0
2024-11-25 18:00:00,30,26,57,95,16,57,6,7,0.32489999999999997,6.0,6.0
2024-11-25 19:00:00,28,24,25,95,16,61,7,8,0.0625,4.0,4.0
2024-11-25 20:00:00,29,23,20,95,16,59,7,8,0.04000000000000001,5.0,5.0
2024-11-25 21:00:00,29,22,20,95,16,60,7,9,0.04000000000000001,3.0,3.0
2024-11-25 22:00:00,27,20,20,95,16,63,8,9,0.04000000000000001,0.0,0.0
2024-11-25 23:00:00,29,22,20,95,17,60,8,9,0.04000000000000001,2.0,2.0
2024-11-26 00:00:00,29,22,16,96,18,62,8,10,0.0256,3.0,3.0
2024-11-26 01:00:00,29,21,7,100,20,69,8,10,0.8648999999999999,4.0,4.0
2024-11-26 02:00:00,29,21,7,100,22,75,9,10,0.8648999999999999,4.0,4.0
2024-11-26 03:00:00,29,21,7,99,23,78,9,10,0.8648999999999999,3.0,3.0
2024-11-26 04:00:00,30,22,7,99,24,81,9,10,0.8648999999999999,5.0,5.0
2024-11-26 05:00:00,30,22,7,100,25,83,9,10,0.8648999999999999,5.0,5.0
2024-11-26 06:00:00,30,23,11,100,27,86,8,10,0.7921,5.0,5.0
2024-11-26 07:00:00,31,25,49,100,28,87,7,9,0.2601,6.0,6.0
2024-11-26 08:00:00,32,25,58,100,28,86,7,8,0.17640000000000003,7.0,7.0
2024-11-26 09:00:00,34,27,64,99,29,81,7,8,0.1296,8.0,8.0
2024-11-26 10:00:00,37,33,49,99,30,75,7,10,0.2601,10.0,10.0
2024-11-26 11:00:00,40,33,62,100,31,71,8,12,0.1444,11.0,11.0
2024-11-26 12:00:00,41,34,64,100,32,70,8,13,0.1296,11.0,11.0
2024-11-26 13:00:00,42,38,49,100,32,67,8,13,0.2601,11.0,11.0
2024-11-26 14:00:00,41,33,60,100,32,71,8,14,0.16000000000000003,10.0,10.0
2024-11-26 15:00:00,40,32,66,99,34,79,8,14,0.11559999999999998,10.0,10.0
2024-11-26 16:00:00,38,34,49,99,33,83,7,14,0.2601,8.0,8.0
2024-11-26 17:00:00,38,32,59,100,33,81,6,14,0.16810000000000003,9.0,9.0
2024-11-26 18:00:00,37,31,59,100,31,79,6,14,0.34809999999999997,8.0,8.0
2024-11-26 19:00:00,37,33,49,100,31,79,6,15,0.2601,9.0,9.0
2024-11-26 20:00:00,36,30,67,100,31,80,6,15,0.4489000000000001,9.0,9.0
2024-11-26 21:00:00,35,28,61,99,31,87,7,14,0.1521,8.0,8.0
2024-11-26 22:00:00,34,28,49,99,31,91,7,9,0.2601,6.0,6.0
2024-11-26 23:00:00,34,26,66,100,32,95,7,8,0.11559999999999998,7.0,7.0
