Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,56,54,0,26,47,72,6,10,0.0,5.299999999999997,5.299999999999997
2024-11-25 01:00:00,54,51,0,27,46,75,7,8,0.0,5.0,5.0
2024-11-25 02:00:00,51,46,0,27,44,78,9,15,0.0,6.0,6.0
2024-11-25 03:00:00,50,43,0,26,43,78,12,15,0.0,6.299999999999997,6.299999999999997
2024-11-25 04:00:00,48,40,0,26,42,80,14,18,0.0,5.0,5.0
2024-11-25 05:00:00,46,36,0,26,41,82,16,23,0.0,3.6000000000000014,3.6000000000000014
2024-11-25 06:00:00,44,32,0,26,39,83,17,27,0.0,1.2000000000000028,1.2000000000000028
2024-11-25 07:00:00,42,29,0,76,37,85,18,28,0.0,1.0,1.0
2024-11-25 08:00:00,38,25,0,76,36,92,18,27,0.0,4.799999999999997,-4.799999999999997
2024-11-25 09:00:00,41,29,0,76,35,81,20,25,0.0,3.6000000000000014,-3.6000000000000014
2024-11-25 10:00:00,42,31,0,76,34,72,20,28,0.0,2.6000000000000014,-2.6000000000000014
2024-11-25 11:00:00,44,34,0,76,34,68,20,29,0.0,2.3999999999999986,-2.3999999999999986
2024-11-25 12:00:00,45,36,0,76,33,62,20,31,0.0,3.200000000000003,-3.200000000000003
2024-11-25 13:00:00,47,38,0,76,32,56,20,31,0.0,1.2000000000000028,-1.2000000000000028
2024-11-25 14:00:00,48,39,0,76,31,52,18,31,0.0,0.20000000000000284,-0.20000000000000284
2024-11-25 15:00:00,49,41,0,76,31,49,18,30,0.0,2.6000000000000014,2.6000000000000014
2024-11-25 16:00:00,48,39,0,76,30,50,17,28,0.0,5.200000000000003,5.200000000000003
2024-11-25 17:00:00,47,37,0,76,30,51,15,24,0.0,4.200000000000003,4.200000000000003
2024-11-25 18:00:00,45,36,0,76,29,54,13,22,0.0,2.200000000000003,2.200000000000003
2024-11-25 19:00:00,43,35,0,11,29,58,12,20,0.0,3.799999999999997,3.799999999999997
2024-11-25 20:00:00,41,34,0,11,28,61,9,20,0.0,3.3999999999999986,3.3999999999999986
2024-11-25 21:00:00,40,34,0,11,28,62,8,17,0.0,5.299999999999997,5.299999999999997
2024-11-25 22:00:00,39,34,0,11,26,61,7,14,0.0,5.200000000000003,5.200000000000003
2024-11-25 23:00:00,38,34,0,11,26,62,7,12,0.0,2.6000000000000014,2.6000000000000014
2024-11-26 00:00:00,36,33,0,11,26,65,6,9,0.0,5.0,5.0
2024-11-26 01:00:00,35,33,0,11,26,69,6,8,0.0,4.0,4.0
2024-11-26 02:00:00,35,33,0,11,26,70,6,7,0.0,1.2000000000000028,1.2000000000000028
2024-11-26 03:00:00,34,33,0,11,26,71,5,6,0.0,4.699999999999999,4.699999999999999
2024-11-26 04:00:00,34,33,0,14,25,72,5,6,0.0,3.6000000000000014,3.6000000000000014
2024-11-26 05:00:00,33,32,0,19,25,73,5,5,0.0,3.0,3.0
2024-11-26 06:00:00,32,33,0,25,25,73,4,5,0.0,1.8000000000000007,1.8000000000000007
2024-11-26 07:00:00,31,31,0,46,25,78,4,5,0.0,6.399999999999999,-6.399999999999999
2024-11-26 08:00:00,34,35,0,46,25,71,5,6,0.0,7.0,-7.0
2024-11-26 09:00:00,37,39,0,46,26,63,6,8,0.0,7.600000000000001,-7.600000000000001
2024-11-26 10:00:00,41,43,0,46,26,54,6,10,0.0,7.200000000000003,-7.200000000000003
2024-11-26 11:00:00,45,46,0,46,26,47,7,13,0.0,8.600000000000001,-8.600000000000001
2024-11-26 12:00:00,48,48,0,46,26,43,8,14,0.0,5.600000000000001,-5.600000000000001
2024-11-26 13:00:00,51,50,0,46,26,38,9,15,0.0,4.399999999999999,-4.399999999999999
2024-11-26 14:00:00,53,51,0,46,27,36,10,15,0.0,2.3999999999999986,-2.3999999999999986
2024-11-26 15:00:00,55,51,0,57,28,35,12,16,0.0,0.3999999999999986,-0.3999999999999986
2024-11-26 16:00:00,54,49,0,70,29,38,12,16,0.0,2.200000000000003,2.200000000000003
2024-11-26 17:00:00,52,47,0,70,30,42,10,16,0.0,2.0,2.0
2024-11-26 18:00:00,50,46,0,70,31,48,9,15,0.0,7.200000000000003,7.200000000000003
2024-11-26 19:00:00,49,44,0,91,32,53,8,17,0.0,2.6000000000000014,2.6000000000000014
2024-11-26 20:00:00,48,43,0,89,34,57,8,18,0.0,0.7000000000000028,0.7000000000000028
2024-11-26 21:00:00,48,43,0,86,35,61,9,18,0.0,0.5,0.5
2024-11-26 22:00:00,47,41,0,84,35,63,9,18,0.0,0.0,0.0
2024-11-26 23:00:00,47,40,0,83,36,66,10,20,0.0,0.0,0.0
