Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 0:00:00,48,0,0.0,5.0,-5.0
2024-11-25 1:00:00,49,2,0.0004,4.0,-4.0
2024-11-25 2:00:00,49,7,0.004900000000000001,4.0,-4.0
2024-11-25 3:00:00,49,10,0.010000000000000002,5.0,-5.0
2024-11-25 4:00:00,49,13,0.016900000000000002,5.0,-5.0
2024-11-25 5:00:00,50,16,0.0256,4.0,-4.0
2024-11-25 6:00:00,50,17,0.028900000000000006,3.0,-3.0
2024-11-25 7:00:00,50,20,0.04000000000000001,4.0,-4.0
2024-11-25 8:00:00,51,27,0.0729,3.0,-3.0
2024-11-25 9:00:00,51,26,0.06760000000000001,4.0,-4.0
2024-11-25 10:00:00,53,27,0.0729,3.0,-3.0
2024-11-25 11:00:00,54,24,0.0576,2.0,-2.0
2024-11-25 12:00:00,56,25,0.0625,3.0,-3.0
2024-11-25 13:00:00,57,25,0.0625,2.0,-2.0
2024-11-25 14:00:00,58,30,0.09,2.0,-2.0
2024-11-25 15:00:00,57,30,0.09,0.0,0.0
2024-11-25 16:00:00,55,25,0.0625,2.0,2.0
2024-11-25 17:00:00,54,30,0.09,2.0,2.0
2024-11-25 18:00:00,52,35,0.12249999999999998,3.0,3.0
2024-11-25 19:00:00,50,35,0.42250000000000004,3.0,3.0
2024-11-25 20:00:00,48,25,0.5625,3.0,3.0
2024-11-25 21:00:00,46,20,0.04000000000000001,3.0,3.0
2024-11-25 22:00:00,44,15,0.0225,3.0,3.0
2024-11-25 23:00:00,42,10,0.010000000000000002,2.0,2.0
2024-11-26 0:00:00,41,0,0.0,2.0,2.0
2024-11-26 1:00:00,39,0,0.0,1.0,1.0
2024-11-26 2:00:00,37,0,0.0,1.0,1.0
2024-11-26 3:00:00,36,0,0.0,2.0,2.0
2024-11-26 4:00:00,34,0,0.0,2.0,2.0
2024-11-26 5:00:00,33,0,0.0,4.0,4.0
2024-11-26 6:00:00,32,0,0.0,4.0,4.0
2024-11-26 7:00:00,31,0,0.0,4.0,4.0
2024-11-26 8:00:00,30,0,0.0,4.0,4.0
2024-11-26 9:00:00,31,0,0.0,3.0,3.0
2024-11-26 10:00:00,33,0,0.0,3.0,3.0
2024-11-26 11:00:00,35,0,0.0,2.0,2.0
2024-11-26 12:00:00,38,0,0.0,2.0,2.0
2024-11-26 13:00:00,40,0,0.0,1.0,1.0
2024-11-26 14:00:00,42,0,0.0,1.0,1.0
2024-11-26 15:00:00,42,0,0.0,0.0,0.0
2024-11-26 16:00:00,42,0,0.0,0.0,0.0
2024-11-26 17:00:00,40,0,0.0,0.0,0.0
2024-11-26 18:00:00,37,0,0.0,1.0,-1.0
2024-11-26 19:00:00,35,0,0.0,1.0,-1.0
2024-11-26 20:00:00,34,0,0.0,2.0,-2.0
2024-11-26 21:00:00,33,0,0.0,3.0,-3.0
2024-11-26 22:00:00,33,0,0.0,1.0,-1.0
2024-11-26 23:00:00,33,0,0.0,1.0,-1.0
