Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,58,2,14,49,72,8,0.0004,7.299999999999997,7.299999999999997
2024-11-25 01:00:00,57,2,18,49,75,8,0.0004,8.0,8.0
2024-11-25 02:00:00,55,2,17,48,77,9,0.0004,10.0,10.0
2024-11-25 03:00:00,54,2,31,46,74,10,0.0004,10.299999999999997,10.299999999999997
2024-11-25 04:00:00,52,2,36,45,77,13,0.0004,9.0,9.0
2024-11-25 05:00:00,49,2,46,44,83,15,0.0004,6.600000000000001,6.600000000000001
2024-11-25 06:00:00,46,0,41,41,83,17,0.0,3.200000000000003,3.200000000000003
2024-11-25 07:00:00,45,0,37,40,82,18,0.0,4.0,4.0
2024-11-25 08:00:00,43,0,34,38,82,20,0.0,0.20000000000000284,0.20000000000000284
2024-11-25 09:00:00,44,0,42,37,76,21,0.0,0.6000000000000014,-0.6000000000000014
2024-11-25 10:00:00,46,0,24,37,71,21,0.0,1.3999999999999986,1.3999999999999986
2024-11-25 11:00:00,47,0,28,36,65,21,0.0,0.6000000000000014,0.6000000000000014
2024-11-25 12:00:00,48,0,31,35,60,20,0.0,0.20000000000000284,-0.20000000000000284
2024-11-25 13:00:00,49,0,31,34,56,20,0.0,0.7999999999999972,0.7999999999999972
2024-11-25 14:00:00,50,0,32,33,52,18,0.0,1.7999999999999972,1.7999999999999972
2024-11-25 15:00:00,51,0,32,32,48,17,0.0,4.600000000000001,4.600000000000001
2024-11-25 16:00:00,50,0,29,31,48,15,0.0,7.200000000000003,7.200000000000003
2024-11-25 17:00:00,48,0,27,30,49,13,0.0,5.200000000000003,5.200000000000003
2024-11-25 18:00:00,47,0,24,29,49,10,0.0,4.200000000000003,4.200000000000003
2024-11-25 19:00:00,46,0,23,29,51,9,0.0,6.799999999999997,6.799999999999997
2024-11-25 20:00:00,44,0,22,28,53,8,0.0,6.399999999999999,6.399999999999999
2024-11-25 21:00:00,43,0,21,28,55,8,0.0,8.299999999999997,8.299999999999997
2024-11-25 22:00:00,41,0,20,27,57,7,0.0,7.200000000000003,7.200000000000003
2024-11-25 23:00:00,40,0,20,27,59,7,0.0,4.600000000000001,4.600000000000001
2024-11-26 00:00:00,38,0,19,26,62,6,0.0,7.0,7.0
2024-11-26 01:00:00,37,0,18,26,64,5,0.0,6.0,6.0
2024-11-26 02:00:00,35,0,18,26,69,5,0.0,1.2000000000000028,1.2000000000000028
2024-11-26 03:00:00,34,0,17,26,72,3,0.0,4.699999999999999,4.699999999999999
2024-11-26 04:00:00,33,0,17,26,75,2,0.0,2.6000000000000014,2.6000000000000014
2024-11-26 05:00:00,33,0,16,26,75,2,0.0,3.0,3.0
2024-11-26 06:00:00,32,0,16,26,78,2,0.0,1.8000000000000007,1.8000000000000007
2024-11-26 07:00:00,34,0,18,26,72,2,0.0,3.3999999999999986,-3.3999999999999986
2024-11-26 08:00:00,36,0,21,26,67,3,0.0,5.0,-5.0
2024-11-26 09:00:00,38,0,23,26,62,5,0.0,6.600000000000001,-6.600000000000001
2024-11-26 10:00:00,42,0,22,26,53,6,0.0,6.200000000000003,-6.200000000000003
2024-11-26 11:00:00,45,0,20,27,49,6,0.0,8.600000000000001,-8.600000000000001
2024-11-26 12:00:00,49,0,19,27,42,7,0.0,4.600000000000001,-4.600000000000001
2024-11-26 13:00:00,51,0,20,28,41,8,0.0,4.399999999999999,-4.399999999999999
2024-11-26 14:00:00,53,0,21,28,38,9,0.0,2.3999999999999986,-2.3999999999999986
2024-11-26 15:00:00,55,0,22,29,37,10,0.0,0.3999999999999986,-0.3999999999999986
2024-11-26 16:00:00,54,0,25,30,40,10,0.0,2.200000000000003,2.200000000000003
2024-11-26 17:00:00,52,0,31,31,44,9,0.0,2.0,2.0
2024-11-26 18:00:00,51,0,34,32,48,9,0.0,8.200000000000003,8.200000000000003
2024-11-26 19:00:00,50,0,34,33,52,9,0.0,3.6000000000000014,3.6000000000000014
2024-11-26 20:00:00,48,0,34,33,56,10,0.0,0.7000000000000028,0.7000000000000028
2024-11-26 21:00:00,47,0,34,34,60,10,0.0,0.5,-0.5
2024-11-26 22:00:00,47,0,34,35,63,10,0.0,0.0,0.0
2024-11-26 23:00:00,47,0,34,35,63,10,0.0,0.0,0.0
