Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,45,37,0,26,29,53,12,14,0.0,0.0,0.0
2024-11-25 01:00:00,44,34,0,26,28,54,16,20,0.0,0.0,0.0
2024-11-25 02:00:00,44,33,0,26,29,55,15,20,0.0,0.0,0.0
2024-11-25 03:00:00,43,33,0,26,29,57,15,20,0.0,0.0,0.0
2024-11-25 04:00:00,42,32,0,26,29,59,15,18,0.0,0.0,0.0
2024-11-25 05:00:00,42,31,0,26,29,58,15,20,0.0,0.0,0.0
2024-11-25 06:00:00,42,32,0,26,28,59,14,17,0.0,1.0,1.0
2024-11-25 07:00:00,41,38,0,11,29,63,6,7,0.0,1.0,-1.0
2024-11-25 08:00:00,42,40,0,11,29,60,6,7,0.0,0.0,0.0
2024-11-25 09:00:00,43,43,0,11,29,57,6,7,0.0,0.0,0.0
2024-11-25 10:00:00,45,46,0,11,28,52,6,7,0.0,1.0,-1.0
2024-11-25 11:00:00,47,49,0,11,28,48,6,7,0.0,0.0,0.0
2024-11-25 12:00:00,49,52,0,11,28,44,6,8,0.0,0.0,0.0
2024-11-25 13:00:00,51,53,0,46,28,41,6,9,0.0,0.0,0.0
2024-11-25 14:00:00,52,55,0,46,29,41,5,6,0.0,0.0,0.0
2024-11-25 15:00:00,54,58,0,46,30,39,4,5,0.0,1.0,1.0
2024-11-25 16:00:00,52,54,0,46,31,44,4,4,0.0,1.0,-1.0
2024-11-25 17:00:00,50,51,0,46,32,49,2,4,0.0,1.0,-1.0
2024-11-25 18:00:00,48,50,0,67,32,54,2,4,0.0,2.0,-2.0
2024-11-25 19:00:00,47,49,0,87,33,59,2,2,0.0,5.0,-5.0
2024-11-25 20:00:00,48,49,0,97,34,59,2,4,0.0,5.0,-5.0
2024-11-25 21:00:00,48,49,0,100,35,60,2,4,0.0,5.0,-5.0
2024-11-25 22:00:00,49,50,0,100,36,61,4,4,0.0,5.0,-5.0
2024-11-25 23:00:00,49,50,0,99,38,64,4,4,0.0,4.0,-4.0
2024-11-26 00:00:00,50,50,3,99,39,66,3,4,0.0009,4.0,-4.0
2024-11-26 01:00:00,50,50,17,100,39,66,3,4,0.028900000000000006,3.0,-3.0
2024-11-26 02:00:00,50,50,17,99,41,72,4,5,0.028900000000000006,3.0,-3.0
2024-11-26 03:00:00,51,50,22,99,43,75,5,6,0.0484,2.0,-2.0
2024-11-26 04:00:00,51,50,37,100,44,79,4,5,0.1369,2.0,-2.0
2024-11-26 05:00:00,51,48,40,100,45,80,5,6,0.16000000000000003,2.0,-2.0
2024-11-26 06:00:00,51,50,37,100,46,83,5,6,0.1369,3.0,-3.0
2024-11-26 07:00:00,51,44,49,94,47,85,13,16,0.2601,5.0,-5.0
2024-11-26 08:00:00,51,40,67,94,47,88,13,16,0.10889999999999997,5.0,-5.0
2024-11-26 09:00:00,51,40,67,94,48,88,14,17,0.10889999999999997,4.0,-4.0
2024-11-26 10:00:00,52,44,40,94,48,86,15,18,0.36,2.0,-2.0
2024-11-26 11:00:00,53,45,34,94,47,82,16,19,0.11560000000000002,0.0,0.0
2024-11-26 12:00:00,54,46,29,94,46,76,17,20,0.0841,0.0,0.0
2024-11-26 13:00:00,55,49,20,90,45,70,14,17,0.04000000000000001,0.0,0.0
2024-11-26 14:00:00,56,50,20,78,43,62,15,18,0.04000000000000001,1.0,-1.0
2024-11-26 15:00:00,56,50,20,66,41,56,15,19,0.04000000000000001,2.0,-2.0
2024-11-26 16:00:00,56,49,20,54,38,52,15,21,0.04000000000000001,2.0,-2.0
2024-11-26 17:00:00,54,46,20,42,36,51,16,24,0.04000000000000001,4.0,-4.0
2024-11-26 18:00:00,53,45,13,30,35,50,16,25,0.016900000000000002,3.0,-3.0
2024-11-26 19:00:00,51,45,0,0,33,50,12,19,0.0,2.0,-2.0
2024-11-26 20:00:00,50,43,0,0,32,50,11,17,0.0,2.0,-2.0
2024-11-26 21:00:00,48,41,0,0,31,50,11,14,0.0,2.0,-2.0
2024-11-26 22:00:00,47,40,0,0,30,51,10,12,0.0,1.0,-1.0
2024-11-26 23:00:00,46,40,0,7,29,52,10,12,0.0,2.0,-2.0
