Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 0:00:00,44,5,0.9025,1.0,1.0
2024-11-25 1:00:00,43,5,0.9025,0.0,0.0
2024-11-25 2:00:00,43,5,0.9025,0.0,0.0
2024-11-25 3:00:00,43,53,0.22089999999999999,0.0,0.0
2024-11-25 4:00:00,43,54,0.21159999999999995,0.0,0.0
2024-11-25 5:00:00,42,53,0.22089999999999999,1.0,-1.0
2024-11-25 6:00:00,42,48,0.27040000000000003,1.0,-1.0
2024-11-25 7:00:00,42,42,0.3364000000000001,2.0,-2.0
2024-11-25 8:00:00,43,29,0.5041,1.0,-1.0
2024-11-25 9:00:00,43,25,0.0625,2.0,-2.0
2024-11-25 10:00:00,44,25,0.0625,1.0,-1.0
2024-11-25 11:00:00,47,30,0.09,1.0,1.0
2024-11-25 12:00:00,47,35,0.12249999999999998,0.0,0.0
2024-11-25 13:00:00,47,35,0.12249999999999998,0.0,0.0
2024-11-25 14:00:00,47,40,0.16000000000000003,0.0,0.0
2024-11-25 15:00:00,46,40,0.36,1.0,-1.0
2024-11-25 16:00:00,46,40,0.36,1.0,-1.0
2024-11-25 17:00:00,45,35,0.42250000000000004,1.0,-1.0
2024-11-25 18:00:00,45,35,0.42250000000000004,1.0,-1.0
2024-11-25 19:00:00,45,30,0.48999999999999994,0.0,0.0
2024-11-25 20:00:00,44,25,0.0625,1.0,-1.0
2024-11-25 21:00:00,44,20,0.6400000000000001,1.0,-1.0
2024-11-25 22:00:00,44,20,0.04000000000000001,0.0,0.0
2024-11-25 23:00:00,44,15,0.0225,0.0,0.0
2024-11-26 0:00:00,44,15,0.0225,0.0,0.0
2024-11-26 1:00:00,44,15,0.0225,1.0,1.0
2024-11-26 2:00:00,43,15,0.0225,0.0,0.0
2024-11-26 3:00:00,43,15,0.0225,0.0,0.0
2024-11-26 4:00:00,43,15,0.0225,0.0,0.0
2024-11-26 5:00:00,43,15,0.0225,1.0,1.0
2024-11-26 6:00:00,43,15,0.0225,1.0,1.0
2024-11-26 7:00:00,42,0,0.0,0.0,0.0
2024-11-26 8:00:00,42,0,0.0,0.0,0.0
2024-11-26 9:00:00,43,0,0.0,0.0,0.0
2024-11-26 10:00:00,44,0,0.0,1.0,1.0
2024-11-26 11:00:00,45,0,0.0,1.0,1.0
2024-11-26 12:00:00,46,0,0.0,1.0,1.0
2024-11-26 13:00:00,47,0,0.0,2.0,2.0
2024-11-26 14:00:00,48,0,0.0,3.0,3.0
2024-11-26 15:00:00,48,0,0.0,3.0,3.0
2024-11-26 16:00:00,47,0,0.0,2.0,2.0
2024-11-26 17:00:00,46,5,0.0025000000000000005,2.0,2.0
2024-11-26 18:00:00,45,10,0.010000000000000002,1.0,1.0
2024-11-26 19:00:00,44,10,0.010000000000000002,2.0,2.0
2024-11-26 20:00:00,44,10,0.010000000000000002,1.0,1.0
2024-11-26 21:00:00,44,10,0.010000000000000002,0.0,0.0
2024-11-26 22:00:00,43,10,0.010000000000000002,1.0,-1.0
2024-11-26 23:00:00,43,10,0.010000000000000002,0.0,0.0
