Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point
2024-11-25 00:00:00,22,30,15,96,5,21
2024-11-25 01:00:00,22,25,15,97,5,21
2024-11-25 02:00:00,22,25,15,93,5,20
2024-11-25 03:00:00,21,25,14,94,5,20
2024-11-25 04:00:00,20,10,14,95,4,19
2024-11-25 05:00:00,19,5,13,97,4,18
2024-11-25 06:00:00,17,5,11,100,4,17
2024-11-25 07:00:00,17,0,10,99,4,17
2024-11-25 08:00:00,19,0,12,89,5,16
2024-11-25 09:00:00,23,0,15,73,6,15
2024-11-25 10:00:00,27,0,19,60,7,15
2024-11-25 11:00:00,29,0,21,51,8,13
2024-11-25 12:00:00,31,0,23,45,9,12
2024-11-25 13:00:00,31,0,23,42,9,11
2024-11-25 14:00:00,31,0,23,41,9,10
2024-11-25 15:00:00,30,0,22,43,7,10
2024-11-25 16:00:00,27,0,21,49,6,11
2024-11-25 17:00:00,24,0,18,57,5,11
2024-11-25 18:00:00,22,0,16,65,4,12
2024-11-25 19:00:00,20,0,13,70,5,12
2024-11-25 20:00:00,20,0,12,72,5,12
2024-11-25 21:00:00,19,5,12,74,5,12
2024-11-25 22:00:00,20,15,12,75,5,13
2024-11-25 23:00:00,20,25,12,78,6,14
2024-11-26 00:00:00,20,35,12,82,6,15
2024-11-26 01:00:00,20,40,12,87,6,17
2024-11-26 02:00:00,21,45,13,91,6,19
2024-11-26 03:00:00,21,50,13,98,6,21
2024-11-26 04:00:00,21,55,14,100,6,21
2024-11-26 05:00:00,22,65,14,100,5,22
2024-11-26 06:00:00,22,75,15,100,6,22
2024-11-26 07:00:00,23,80,16,100,6,23
2024-11-26 08:00:00,26,80,20,100,6,26
2024-11-26 09:00:00,31,75,24,93,6,29
2024-11-26 10:00:00,35,70,28,82,7,29
2024-11-26 11:00:00,37,70,31,75,8,29
2024-11-26 12:00:00,37,70,31,73,9,29
2024-11-26 13:00:00,37,70,31,72,9,29
2024-11-26 14:00:00,37,70,30,74,10,29
2024-11-26 15:00:00,36,70,29,77,9,30
2024-11-26 16:00:00,35,70,28,81,9,30
2024-11-26 17:00:00,34,80,27,86,8,30
2024-11-26 18:00:00,33,90,25,91,8,30
2024-11-26 19:00:00,32,95,25,93,8,31
2024-11-26 20:00:00,33,95,25,91,9,30
2024-11-26 21:00:00,32,95,25,92,9,30
2024-11-26 22:00:00,31,95,24,93,9,29
2024-11-26 23:00:00,30,95,22,95,9,29
