Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,48,27,86,41,77,8,0.0729,5.0,-5.0
2024-11-25 01:00:00,47,36,100,42,83,8,0.1296,6.0,-6.0
2024-11-25 02:00:00,48,38,94,43,83,8,0.1444,5.0,-5.0
2024-11-25 03:00:00,48,39,89,44,86,8,0.1521,6.0,-6.0
2024-11-25 04:00:00,48,41,83,45,89,8,0.16809999999999997,6.0,-6.0
2024-11-25 05:00:00,47,42,89,45,93,8,0.17639999999999997,7.0,-7.0
2024-11-25 06:00:00,47,44,94,46,96,8,0.1936,6.0,-6.0
2024-11-25 07:00:00,46,45,100,46,100,8,0.2025,8.0,-8.0
2024-11-25 08:00:00,47,41,100,47,100,9,0.16809999999999997,7.0,-7.0
2024-11-25 09:00:00,49,37,100,49,100,8,0.1369,6.0,-6.0
2024-11-25 10:00:00,50,33,100,50,100,9,0.10890000000000001,6.0,-6.0
2024-11-25 11:00:00,51,32,100,51,100,9,0.1024,5.0,-5.0
2024-11-25 12:00:00,52,30,100,52,100,10,0.09,7.0,-7.0
2024-11-25 13:00:00,53,29,100,53,100,10,0.0841,6.0,-6.0
2024-11-25 14:00:00,53,27,100,53,100,10,0.0729,7.0,-7.0
2024-11-25 15:00:00,54,28,100,52,93,10,0.07840000000000001,3.0,-3.0
2024-11-25 16:00:00,53,28,100,51,93,10,0.07840000000000001,0.0,0.0
2024-11-25 17:00:00,52,28,98,48,86,11,0.07840000000000001,0.0,0.0
2024-11-25 18:00:00,50,28,96,47,89,13,0.07840000000000001,1.0,1.0
2024-11-25 19:00:00,49,11,94,44,83,13,0.7921,2.0,2.0
2024-11-25 20:00:00,46,11,94,42,86,14,0.7921,1.0,1.0
2024-11-25 21:00:00,45,11,87,40,82,14,0.0121,2.0,2.0
2024-11-25 22:00:00,43,11,77,38,82,14,0.0121,2.0,2.0
2024-11-25 23:00:00,41,11,73,36,82,14,0.0121,1.0,1.0
2024-11-26 00:00:00,39,11,71,34,82,13,0.0121,0.0,0.0
2024-11-26 01:00:00,37,0,68,32,82,13,0.0,1.0,-1.0
2024-11-26 02:00:00,35,0,60,30,82,11,0.0,1.0,-1.0
2024-11-26 03:00:00,34,0,52,29,82,11,0.0,0.0,0.0
2024-11-26 04:00:00,33,0,44,27,78,10,0.0,1.0,1.0
2024-11-26 05:00:00,31,0,38,25,78,10,0.0,2.0,2.0
2024-11-26 06:00:00,30,0,32,24,78,9,0.0,2.0,2.0
2024-11-26 07:00:00,29,0,26,23,78,9,0.0,2.0,2.0
2024-11-26 08:00:00,29,0,21,22,75,9,0.0,3.0,3.0
2024-11-26 09:00:00,30,0,17,22,72,9,0.0,2.0,2.0
2024-11-26 10:00:00,31,0,12,22,69,9,0.0,1.0,1.0
2024-11-26 11:00:00,33,0,13,22,63,9,0.0,0.0,0.0
2024-11-26 12:00:00,35,0,15,21,56,9,0.0,1.0,-1.0
2024-11-26 13:00:00,37,0,16,21,52,9,0.0,2.0,-2.0
2024-11-26 14:00:00,38,0,20,21,50,9,0.0,3.0,-3.0
2024-11-26 15:00:00,39,0,23,21,48,8,0.0,3.0,-3.0
2024-11-26 16:00:00,39,0,27,21,48,7,0.0,3.0,-3.0
2024-11-26 17:00:00,38,0,35,22,52,6,0.0,2.0,-2.0
2024-11-26 18:00:00,36,0,44,22,56,3,0.0,2.0,-2.0
2024-11-26 19:00:00,34,2,52,23,64,2,0.0004,2.0,-2.0
2024-11-26 20:00:00,33,2,62,23,66,1,0.0004,3.0,-3.0
2024-11-26 21:00:00,32,2,72,24,72,1,0.0004,4.0,-4.0
2024-11-26 22:00:00,32,2,82,24,72,1,0.0004,2.0,-2.0
2024-11-26 23:00:00,32,2,84,24,72,1,0.0004,2.0,-2.0
