Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed
2024-11-25 00:00:00,45,1,12,33,62,10
2024-11-25 01:00:00,44,0,10,32,62,9
2024-11-25 02:00:00,42,0,10,32,67,9
2024-11-25 03:00:00,42,0,11,31,65,8
2024-11-25 04:00:00,41,0,12,31,67,8
2024-11-25 05:00:00,40,0,11,31,70,7
2024-11-25 06:00:00,40,0,11,31,70,6
2024-11-25 07:00:00,40,0,10,31,70,6
2024-11-25 08:00:00,40,0,9,31,70,6
2024-11-25 09:00:00,42,0,8,30,62,7
2024-11-25 10:00:00,45,0,6,30,55,7
2024-11-25 11:00:00,47,0,9,30,51,7
2024-11-25 12:00:00,48,0,12,30,49,7
2024-11-25 13:00:00,52,0,15,30,43,7
2024-11-25 14:00:00,54,0,20,30,40,7
2024-11-25 15:00:00,54,0,25,31,41,6
2024-11-25 16:00:00,52,0,30,32,46,6
2024-11-25 17:00:00,50,0,36,34,54,5
2024-11-25 18:00:00,49,0,42,35,58,5
2024-11-25 19:00:00,48,4,48,37,65,3
2024-11-25 20:00:00,47,4,54,38,71,3
2024-11-25 21:00:00,47,4,60,39,74,3
2024-11-25 22:00:00,47,4,66,40,76,3
2024-11-25 23:00:00,48,4,73,40,74,3
2024-11-26 00:00:00,49,4,79,41,74,3
2024-11-26 01:00:00,49,15,86,41,74,3
2024-11-26 02:00:00,49,15,86,42,77,3
2024-11-26 03:00:00,49,15,86,43,80,5
2024-11-26 04:00:00,49,26,87,44,83,5
2024-11-26 05:00:00,50,26,86,45,83,5
2024-11-26 06:00:00,51,26,86,47,86,5
2024-11-26 07:00:00,52,74,86,48,86,6
2024-11-26 08:00:00,54,74,86,49,83,7
2024-11-26 09:00:00,55,74,87,50,83,9
2024-11-26 10:00:00,56,78,87,50,80,10
2024-11-26 11:00:00,56,78,82,50,80,11
2024-11-26 12:00:00,57,78,77,50,77,13
2024-11-26 13:00:00,57,25,72,49,75,13
2024-11-26 14:00:00,58,25,58,48,69,13
2024-11-26 15:00:00,58,25,44,46,64,14
2024-11-26 16:00:00,57,0,31,44,62,14
2024-11-26 17:00:00,57,0,27,42,57,14
2024-11-26 18:00:00,55,0,24,40,57,14
2024-11-26 19:00:00,54,1,20,38,54,14
2024-11-26 20:00:00,52,1,18,36,54,14
2024-11-26 21:00:00,50,1,17,34,54,13
2024-11-26 22:00:00,49,1,15,33,54,13
2024-11-26 23:00:00,47,1,18,32,56,11
