Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed
2024-11-25 00:00:00,68,1,20,60,76,3
2024-11-25 01:00:00,68,1,21,61,78,3
2024-11-25 02:00:00,67,1,19,61,81,3
2024-11-25 03:00:00,67,1,21,61,81,3
2024-11-25 04:00:00,67,1,22,61,81,3
2024-11-25 05:00:00,67,1,18,61,81,3
2024-11-25 06:00:00,67,1,16,61,81,5
2024-11-25 07:00:00,68,1,18,61,78,5
2024-11-25 08:00:00,70,1,17,63,78,5
2024-11-25 09:00:00,74,1,27,64,71,6
2024-11-25 10:00:00,77,1,30,65,67,6
2024-11-25 11:00:00,78,0,37,66,67,8
2024-11-25 12:00:00,79,1,41,66,64,8
2024-11-25 13:00:00,79,1,41,66,64,9
2024-11-25 14:00:00,79,1,39,65,62,9
2024-11-25 15:00:00,78,1,34,66,67,9
2024-11-25 16:00:00,79,1,34,66,64,9
2024-11-25 17:00:00,77,1,27,66,69,8
2024-11-25 18:00:00,77,1,27,66,70,7
2024-11-25 19:00:00,76,0,32,66,71,6
2024-11-25 20:00:00,75,0,32,66,74,6
2024-11-25 21:00:00,74,0,32,65,73,6
2024-11-25 22:00:00,74,0,33,65,74,6
2024-11-25 23:00:00,74,0,29,65,74,6
2024-11-26 00:00:00,73,0,26,65,75,5
2024-11-26 01:00:00,73,1,22,65,76,5
2024-11-26 02:00:00,72,1,27,65,78,5
2024-11-26 03:00:00,71,1,32,65,80,5
2024-11-26 04:00:00,71,1,36,65,83,5
2024-11-26 05:00:00,70,1,38,65,83,5
2024-11-26 06:00:00,70,1,40,65,84,6
2024-11-26 07:00:00,70,2,42,65,85,6
2024-11-26 08:00:00,73,2,38,66,80,7
2024-11-26 09:00:00,75,2,34,66,73,7
2024-11-26 10:00:00,78,2,30,67,69,8
2024-11-26 11:00:00,79,2,30,67,67,8
2024-11-26 12:00:00,79,2,30,67,66,9
2024-11-26 13:00:00,80,2,31,67,64,9
2024-11-26 14:00:00,80,2,27,67,65,9
2024-11-26 15:00:00,79,2,23,66,64,9
2024-11-26 16:00:00,79,2,20,66,65,9
2024-11-26 17:00:00,78,2,19,66,67,8
2024-11-26 18:00:00,77,2,19,65,67,7
2024-11-26 19:00:00,76,1,18,65,69,6
2024-11-26 20:00:00,75,1,18,65,70,6
2024-11-26 21:00:00,75,1,17,64,69,6
2024-11-26 22:00:00,74,1,16,64,71,6
2024-11-26 23:00:00,73,1,14,64,73,6
