Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-25 00:00:00,22,8,86,20,92,10,0.0064,0.0,0.0
2024-11-25 01:00:00,21,8,81,16,81,10,0.0064,1.0,1.0
2024-11-25 02:00:00,20,8,81,15,81,10,0.0064,3.0,3.0
2024-11-25 03:00:00,19,6,76,14,80,10,0.0036,3.0,3.0
2024-11-25 04:00:00,18,6,62,13,80,11,0.0036,4.0,4.0
2024-11-25 05:00:00,16,6,49,12,84,11,0.0036,3.0,3.0
2024-11-25 06:00:00,14,4,45,11,88,11,0.0016,2.0,2.0
2024-11-25 07:00:00,14,4,42,10,84,11,0.0016,3.0,3.0
2024-11-25 08:00:00,13,4,42,10,87,11,0.0016,3.0,3.0
2024-11-25 09:00:00,15,1,48,11,84,13,0.0001,3.0,3.0
2024-11-25 10:00:00,16,1,62,12,84,14,0.0001,3.0,3.0
2024-11-25 11:00:00,17,2,64,13,84,15,0.0004,1.0,1.0
2024-11-25 12:00:00,18,0,64,14,84,16,0.0,1.0,1.0
2024-11-25 13:00:00,19,0,62,15,84,16,0.0,1.0,1.0
2024-11-25 14:00:00,20,0,63,15,81,16,0.0,1.0,1.0
2024-11-25 15:00:00,20,1,58,16,84,16,0.0001,1.0,1.0
2024-11-25 16:00:00,19,1,53,15,84,15,0.0001,2.0,2.0
2024-11-25 17:00:00,18,1,48,14,84,14,0.0001,4.0,4.0
2024-11-25 18:00:00,17,2,46,13,84,14,0.0004,3.0,3.0
2024-11-25 19:00:00,16,2,51,12,84,13,0.0004,4.0,4.0
2024-11-25 20:00:00,14,2,41,11,88,11,0.0004,3.0,3.0
2024-11-25 21:00:00,14,2,40,10,84,11,0.0004,2.0,2.0
2024-11-25 22:00:00,13,2,35,9,84,10,0.0004,1.0,-1.0
2024-11-25 23:00:00,12,2,37,9,87,10,0.0004,3.0,-3.0
2024-11-26 00:00:00,13,0,43,10,87,9,0.0,2.0,-2.0
2024-11-26 01:00:00,12,0,46,10,90,8,0.0,3.0,-3.0
2024-11-26 02:00:00,12,0,46,9,89,8,0.0,4.0,-4.0
2024-11-26 03:00:00,11,0,44,8,87,7,0.0,5.0,-5.0
2024-11-26 04:00:00,11,0,44,7,86,7,0.0,4.0,-4.0
2024-11-26 05:00:00,10,0,46,7,85,6,0.0,4.0,-4.0
2024-11-26 06:00:00,10,0,53,7,87,6,0.0,4.0,-4.0
2024-11-26 07:00:00,10,0,57,8,90,6,0.0,4.0,-4.0
2024-11-26 08:00:00,11,0,60,9,93,5,0.0,3.0,-3.0
2024-11-26 09:00:00,11,0,64,10,96,5,0.0,2.0,-2.0
2024-11-26 10:00:00,12,0,66,11,94,5,0.0,2.0,-2.0
2024-11-26 11:00:00,14,0,69,12,91,5,0.0,2.0,-2.0
2024-11-26 12:00:00,16,3,71,13,88,5,0.0009,1.0,-1.0
2024-11-26 13:00:00,17,3,69,14,87,5,0.0009,1.0,-1.0
2024-11-26 14:00:00,18,3,67,15,87,5,0.0009,1.0,-1.0
2024-11-26 15:00:00,18,3,65,15,88,5,0.0009,1.0,-1.0
2024-11-26 16:00:00,18,3,67,15,90,5,0.0009,2.0,-2.0
2024-11-26 17:00:00,17,3,68,15,94,3,0.0009,2.0,-2.0
2024-11-26 18:00:00,16,26,70,15,96,3,0.06760000000000001,3.0,-3.0
2024-11-26 19:00:00,16,26,74,15,95,3,0.06760000000000001,3.0,-3.0
2024-11-26 20:00:00,16,26,79,14,93,2,0.06760000000000001,2.0,-2.0
2024-11-26 21:00:00,16,26,83,14,92,2,0.06760000000000001,2.0,-2.0
2024-11-26 22:00:00,16,26,84,14,91,2,0.06760000000000001,2.0,-2.0
2024-11-26 23:00:00,16,26,86,14,91,2,0.06760000000000001,2.0,-2.0
