Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,72,0,16,66,81,5,0.0,3.0,3.0
2024-11-28 01:00:00,71,0,17,65,81,5,0.0,3.0,3.0
2024-11-28 02:00:00,71,0,20,65,81,3,0.0,4.0,4.0
2024-11-28 03:00:00,71,0,18,65,81,3,0.0,5.0,5.0
2024-11-28 04:00:00,70,0,18,65,84,3,0.0,5.0,5.0
2024-11-28 05:00:00,69,0,15,65,87,3,0.0,3.0,3.0
2024-11-28 06:00:00,69,0,17,65,87,2,0.0,3.0,3.0
2024-11-28 07:00:00,70,0,21,65,84,2,0.0,3.0,3.0
2024-11-28 08:00:00,71,0,15,67,87,2,0.0,1.0,1.0
2024-11-28 09:00:00,75,0,22,67,76,3,0.0,1.0,-1.0
2024-11-28 10:00:00,78,0,27,68,71,3,0.0,1.0,-1.0
2024-11-28 11:00:00,80,0,15,68,66,5,0.0,1.0,-1.0
2024-11-28 12:00:00,81,0,17,68,66,6,0.0,2.0,-2.0
2024-11-28 13:00:00,81,0,24,68,64,6,0.0,1.0,-1.0
2024-11-28 14:00:00,82,0,14,68,62,6,0.0,1.0,-1.0
2024-11-28 15:00:00,81,0,13,68,65,6,0.0,0.0,0.0
2024-11-28 16:00:00,81,0,16,68,64,5,0.0,0.0,0.0
2024-11-28 17:00:00,80,0,13,68,66,5,0.0,1.0,1.0
2024-11-28 18:00:00,78,0,17,68,72,3,0.0,2.0,2.0
2024-11-28 19:00:00,77,0,16,68,75,3,0.0,0.0,0.0
2024-11-28 20:00:00,76,0,15,67,75,2,0.0,0.0,0.0
2024-11-28 21:00:00,75,0,13,67,77,2,0.0,1.0,1.0
2024-11-28 22:00:00,74,0,12,67,78,2,0.0,0.0,0.0
2024-11-28 23:00:00,72,0,6,66,80,2,0.0,1.0,-1.0
2024-11-29 00:00:00,72,0,8,65,79,2,0.0,1.0,1.0
2024-11-29 01:00:00,71,0,8,65,81,2,0.0,1.0,1.0
2024-11-29 02:00:00,70,0,9,65,84,2,0.0,1.0,1.0
2024-11-29 03:00:00,69,0,10,64,84,2,0.0,0.0,0.0
2024-11-29 04:00:00,68,0,11,64,87,2,0.0,0.0,0.0
2024-11-29 05:00:00,68,0,11,63,85,2,0.0,1.0,-1.0
2024-11-29 06:00:00,68,0,10,63,86,2,0.0,0.0,0.0
2024-11-29 07:00:00,67,0,9,63,86,2,0.0,0.0,0.0
2024-11-29 08:00:00,71,0,9,64,80,2,0.0,1.0,1.0
2024-11-29 09:00:00,74,0,9,65,74,3,0.0,3.0,-3.0
2024-11-29 10:00:00,77,0,9,66,69,3,0.0,3.0,-3.0
2024-11-29 11:00:00,78,0,9,66,66,3,0.0,4.0,-4.0
2024-11-29 12:00:00,80,0,9,66,63,5,0.0,2.0,-2.0
2024-11-29 13:00:00,81,0,9,66,60,5,0.0,1.0,-1.0
2024-11-29 14:00:00,81,0,13,66,60,5,0.0,2.0,-2.0
2024-11-29 15:00:00,81,0,17,66,60,5,0.0,1.0,-1.0
2024-11-29 16:00:00,81,0,21,66,60,5,0.0,1.0,-1.0
2024-11-29 17:00:00,80,0,21,66,62,5,0.0,0.0,0.0
2024-11-29 18:00:00,78,0,21,66,66,3,0.0,0.0,0.0
2024-11-29 19:00:00,77,2,22,66,69,3,0.0004,1.0,-1.0
2024-11-29 20:00:00,76,2,21,66,71,3,0.0004,2.0,-2.0
2024-11-29 21:00:00,75,2,20,66,74,5,0.0004,1.0,-1.0
2024-11-29 22:00:00,74,2,20,66,76,5,0.0004,1.0,-1.0
2024-11-29 23:00:00,73,2,18,66,79,5,0.0004,0.0,0.0
