Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-28 00:00:00,37,30,61,100,35,94,6,8
2024-11-28 01:00:00,36,30,71,100,35,93,7,8
2024-11-28 02:00:00,36,32,49,100,34,91,7,8
2024-11-28 03:00:00,36,29,69,99,33,89,7,9
2024-11-28 04:00:00,36,28,59,96,33,88,7,9
2024-11-28 05:00:00,36,29,49,92,32,87,8,12
2024-11-28 06:00:00,35,27,32,90,32,86,10,12
2024-11-28 07:00:00,35,24,0,89,31,86,12,12
2024-11-28 08:00:00,33,21,0,90,30,89,14,14
2024-11-28 09:00:00,34,22,0,90,30,84,15,23
2024-11-28 10:00:00,35,23,0,86,30,80,16,24
2024-11-28 11:00:00,37,25,0,78,29,73,16,25
2024-11-28 12:00:00,38,27,0,65,28,66,16,28
2024-11-28 13:00:00,39,29,0,46,27,62,16,30
2024-11-28 14:00:00,40,30,0,30,26,56,16,30
2024-11-28 15:00:00,39,28,0,25,25,56,16,30
2024-11-28 16:00:00,38,26,0,36,24,57,16,30
2024-11-28 17:00:00,36,25,0,54,24,59,15,25
2024-11-28 18:00:00,34,23,0,65,23,64,13,22
2024-11-28 19:00:00,32,23,0,59,23,69,10,18
2024-11-28 20:00:00,31,23,0,42,23,72,8,15
2024-11-28 21:00:00,30,25,0,25,22,73,7,10
2024-11-28 22:00:00,29,24,0,14,21,74,7,10
2024-11-28 23:00:00,28,23,0,10,21,73,7,10
2024-11-29 00:00:00,27,21,0,10,20,72,7,10
2024-11-29 01:00:00,27,20,0,10,19,71,8,12
2024-11-29 02:00:00,26,19,0,10,18,73,8,12
2024-11-29 03:00:00,25,18,0,10,18,74,8,13
2024-11-29 04:00:00,25,17,0,9,18,74,8,13
2024-11-29 05:00:00,25,15,0,9,18,75,9,16
2024-11-29 06:00:00,25,14,0,10,18,74,10,16
2024-11-29 07:00:00,25,11,0,26,17,73,13,16
2024-11-29 08:00:00,23,9,0,26,16,76,14,16
2024-11-29 09:00:00,24,10,0,26,16,70,15,27
2024-11-29 10:00:00,25,12,0,26,15,66,16,29
2024-11-29 11:00:00,26,13,0,26,15,61,16,30
2024-11-29 12:00:00,27,14,0,26,13,56,17,31
2024-11-29 13:00:00,27,15,0,26,12,53,16,29
2024-11-29 14:00:00,28,15,0,26,12,50,16,29
2024-11-29 15:00:00,29,16,0,26,11,46,16,29
2024-11-29 16:00:00,28,13,0,26,11,49,15,28
2024-11-29 17:00:00,27,12,0,26,10,51,14,27
2024-11-29 18:00:00,25,11,0,26,10,53,13,24
2024-11-29 19:00:00,23,11,0,0,10,56,12,24
2024-11-29 20:00:00,22,11,0,0,9,58,10,22
2024-11-29 21:00:00,21,12,0,0,9,59,9,20
2024-11-29 22:00:00,21,11,0,0,8,59,9,17
2024-11-29 23:00:00,20,11,0,0,8,59,8,17
