Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 0:00:00,39,0,0.0,4.700000000000003,4.700000000000003
2024-11-28 1:00:00,38,0,0.0,4.600000000000001,4.600000000000001
2024-11-28 2:00:00,37,0,0.0,5.0,5.0
2024-11-28 3:00:00,36,0,0.0,4.699999999999999,4.699999999999999
2024-11-28 4:00:00,35,0,0.0,4.800000000000001,4.800000000000001
2024-11-28 5:00:00,34,0,0.0,0.20000000000000284,0.20000000000000284
2024-11-28 6:00:00,33,0,0.0,4.399999999999999,-4.399999999999999
2024-11-28 7:00:00,32,0,0.0,7.200000000000003,-7.200000000000003
2024-11-28 8:00:00,32,0,0.0,10.799999999999997,-10.799999999999997
2024-11-28 9:00:00,34,0,0.0,10.600000000000001,-10.600000000000001
2024-11-28 10:00:00,37,0,0.0,9.399999999999999,-9.399999999999999
2024-11-28 11:00:00,41,0,0.0,5.399999999999999,-5.399999999999999
2024-11-28 12:00:00,44,0,0.0,0.6000000000000014,-0.6000000000000014
2024-11-28 13:00:00,46,0,0.0,12.200000000000003,12.200000000000003
2024-11-28 14:00:00,47,0,0.0,15.0,15.0
2024-11-28 15:00:00,48,0,0.0,15.0,15.0
2024-11-28 16:00:00,46,0,0.0,17.2,17.2
2024-11-28 17:00:00,44,0,0.0,14.5,14.5
2024-11-28 18:00:00,40,0,0.0,10.0,10.0
2024-11-28 19:00:00,38,0,0.0,7.600000000000001,7.600000000000001
2024-11-28 20:00:00,36,0,0.0,8.0,8.0
2024-11-28 21:00:00,34,0,0.0,6.699999999999999,6.699999999999999
2024-11-28 22:00:00,33,0,0.0,6.0,6.0
2024-11-28 23:00:00,32,0,0.0,5.399999999999999,5.399999999999999
2024-11-29 0:00:00,31,0,0.0,2.799999999999997,-2.799999999999997
2024-11-29 1:00:00,30,0,0.0,11.0,-11.0
2024-11-29 2:00:00,30,0,0.0,14.600000000000001,-14.600000000000001
2024-11-29 3:00:00,29,0,0.0,17.4,-17.4
2024-11-29 4:00:00,28,0,0.0,22.0,-22.0
2024-11-29 5:00:00,28,0,0.0,23.799999999999997,-23.799999999999997
2024-11-29 6:00:00,28,0,0.0,25.6,-25.6
2024-11-29 7:00:00,28,0,0.0,22.0,-22.0
2024-11-29 8:00:00,30,0,0.0,14.600000000000001,-14.600000000000001
2024-11-29 9:00:00,33,0,0.0,9.799999999999997,-9.799999999999997
2024-11-29 10:00:00,38,0,0.0,1.2000000000000028,-1.2000000000000028
2024-11-29 11:00:00,42,0,0.0,2.799999999999997,2.799999999999997
2024-11-29 12:00:00,46,0,0.0,7.700000000000003,7.700000000000003
2024-11-29 13:00:00,49,0,0.0,11.0,11.0
2024-11-29 14:00:00,50,0,,13.0,13.0
2024-11-29 15:00:00,51,0,,,
2024-11-29 16:00:00,49,0,,,
2024-11-29 17:00:00,46,0,,,
2024-11-29 18:00:00,42,0,,,
2024-11-29 19:00:00,40,0,,,
2024-11-29 20:00:00,39,0,,,
2024-11-29 21:00:00,37,0,,,
2024-11-29 22:00:00,36,0,,,
2024-11-29 23:00:00,35,0,,,
