Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,34,34,100,32,92,2,0.11560000000000002,2.0,-2.0
2024-11-28 01:00:00,35,14,100,32,89,3,0.019600000000000003,2.0,-2.0
2024-11-28 02:00:00,35,10,100,34,96,3,0.010000000000000002,2.0,-2.0
2024-11-28 03:00:00,35,0,95,34,96,3,0.0,1.0,-1.0
2024-11-28 04:00:00,35,0,99,34,96,5,0.0,1.0,1.0
2024-11-28 05:00:00,34,0,85,34,100,6,0.0,1.0,-1.0
2024-11-28 06:00:00,32,0,76,32,100,7,0.0,4.0,-4.0
2024-11-28 07:00:00,33,3,32,31,92,6,0.0009,4.0,-4.0
2024-11-28 08:00:00,32,2,35,31,96,6,0.0004,4.0,-4.0
2024-11-28 09:00:00,34,2,47,32,92,6,0.0004,1.0,-1.0
2024-11-28 10:00:00,36,2,69,32,85,6,0.0004,2.0,2.0
2024-11-28 11:00:00,37,2,50,31,79,7,0.0004,4.0,4.0
2024-11-28 12:00:00,39,2,45,30,70,7,0.0004,5.0,5.0
2024-11-28 13:00:00,39,3,47,29,67,8,0.0009,6.0,6.0
2024-11-28 14:00:00,39,3,42,28,64,9,0.0009,6.0,6.0
2024-11-28 15:00:00,39,3,38,26,60,9,0.0009,5.0,5.0
2024-11-28 16:00:00,39,3,33,25,57,9,0.0009,7.0,7.0
2024-11-28 17:00:00,37,3,32,24,60,8,0.0009,7.0,7.0
2024-11-28 18:00:00,34,3,32,23,64,7,0.0009,5.0,5.0
2024-11-28 19:00:00,32,3,31,23,69,6,0.0009,3.0,3.0
2024-11-28 20:00:00,31,3,31,23,72,6,0.0009,2.0,2.0
2024-11-28 21:00:00,29,3,31,22,75,6,0.0009,1.0,1.0
2024-11-28 22:00:00,28,3,31,22,78,6,0.0009,0.0,0.0
2024-11-28 23:00:00,28,3,29,21,76,6,0.0009,1.0,-1.0
2024-11-29 00:00:00,28,3,28,21,73,6,0.0009,2.0,-2.0
2024-11-29 01:00:00,28,1,26,20,71,6,0.0001,1.0,-1.0
2024-11-29 02:00:00,27,1,23,20,74,6,0.0001,2.0,-2.0
2024-11-29 03:00:00,25,1,21,19,77,7,0.0001,4.0,-4.0
2024-11-29 04:00:00,24,1,18,19,81,7,0.0001,2.0,-2.0
2024-11-29 05:00:00,24,1,25,19,81,8,0.0001,1.0,-1.0
2024-11-29 06:00:00,23,1,33,18,81,8,0.0001,1.0,-1.0
2024-11-29 07:00:00,23,0,40,18,81,9,0.0,0.0,0.0
2024-11-29 08:00:00,24,0,44,18,77,10,0.0,1.0,-1.0
2024-11-29 09:00:00,25,0,48,18,73,10,0.0,1.0,-1.0
2024-11-29 10:00:00,26,0,52,17,68,11,0.0,1.0,1.0
2024-11-29 11:00:00,26,0,47,16,64,13,0.0,1.0,1.0
2024-11-29 12:00:00,27,0,41,14,59,13,0.0,2.0,2.0
2024-11-29 13:00:00,27,0,36,13,55,14,0.0,3.0,3.0
2024-11-29 14:00:00,27,0,33,12,52,14,0.0,5.0,5.0
2024-11-29 15:00:00,27,0,30,11,50,14,0.0,5.0,5.0
2024-11-29 16:00:00,27,0,27,10,48,14,0.0,5.0,5.0
2024-11-29 17:00:00,25,0,20,10,51,13,0.0,3.0,3.0
2024-11-29 18:00:00,24,0,14,10,55,10,0.0,2.0,2.0
2024-11-29 19:00:00,22,0,7,10,59,9,0.0,0.0,0.0
2024-11-29 20:00:00,21,0,7,9,59,8,0.0,2.0,2.0
2024-11-29 21:00:00,21,0,7,9,59,7,0.0,3.0,3.0
2024-11-29 22:00:00,20,0,7,8,59,7,0.0,3.0,3.0
2024-11-29 23:00:00,20,0,8,8,59,7,0.0,3.0,3.0
