Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-28 00:00:00,12,4,49,95,12,100,7,8
2024-11-28 01:00:00,11,4,20,76,11,99,7,8
2024-11-28 02:00:00,11,2,20,76,10,97,7,9
2024-11-28 03:00:00,10,2,20,76,9,95,7,9
2024-11-28 04:00:00,10,1,20,76,8,94,8,9
2024-11-28 05:00:00,9,0,20,76,8,94,8,9
2024-11-28 06:00:00,9,0,13,76,7,93,7,9
2024-11-28 07:00:00,7,1,0,26,6,98,7,8
2024-11-28 08:00:00,9,4,0,26,7,89,7,8
2024-11-28 09:00:00,14,11,0,26,8,74,7,8
2024-11-28 10:00:00,22,20,0,26,10,60,8,9
2024-11-28 11:00:00,26,24,0,26,12,55,8,9
2024-11-28 12:00:00,29,27,0,26,12,48,8,10
2024-11-28 13:00:00,32,30,0,26,11,41,8,13
2024-11-28 14:00:00,31,27,0,26,10,43,8,17
2024-11-28 15:00:00,30,26,0,26,10,45,8,14
2024-11-28 16:00:00,26,22,0,45,11,52,7,9
2024-11-28 17:00:00,23,17,0,45,12,63,7,8
2024-11-28 18:00:00,20,14,0,45,12,70,7,8
2024-11-28 19:00:00,17,10,0,32,10,75,7,8
2024-11-28 20:00:00,15,8,0,26,9,78,7,8
2024-11-28 21:00:00,13,6,0,26,8,79,7,8
2024-11-28 22:00:00,13,5,0,26,7,77,7,9
2024-11-28 23:00:00,13,4,0,26,6,75,7,9
2024-11-29 00:00:00,12,4,0,26,5,73,8,9
2024-11-29 01:00:00,12,4,0,26,4,69,8,9
2024-11-29 02:00:00,13,4,0,26,3,66,8,9
2024-11-29 03:00:00,13,4,0,26,3,65,8,9
2024-11-29 04:00:00,13,4,0,26,3,63,8,9
2024-11-29 05:00:00,13,5,0,26,2,62,8,9
2024-11-29 06:00:00,13,5,0,26,3,62,7,9
2024-11-29 07:00:00,12,4,0,26,3,67,7,9
2024-11-29 08:00:00,15,9,0,26,3,60,7,8
2024-11-29 09:00:00,20,16,0,26,6,53,8,9
2024-11-29 10:00:00,28,23,0,26,10,47,9,10
2024-11-29 11:00:00,30,25,0,26,13,48,10,13
2024-11-29 12:00:00,33,27,0,26,14,45,12,14
2024-11-29 13:00:00,35,29,0,26,14,41,13,15
2024-11-29 14:00:00,34,26,0,32,13,42,13,15
2024-11-29 15:00:00,32,24,0,45,12,43,12,14
2024-11-29 16:00:00,29,21,0,45,11,47,9,12
2024-11-29 17:00:00,26,16,0,45,11,53,9,12
2024-11-29 18:00:00,23,13,0,45,10,57,9,12
2024-11-29 19:00:00,21,11,0,46,10,61,9,12
2024-11-29 20:00:00,19,8,0,38,9,67,9,12
2024-11-29 21:00:00,18,7,0,38,9,67,9,12
2024-11-29 22:00:00,16,5,0,41,9,73,9,12
2024-11-29 23:00:00,14,3,0,38,8,80,9,10
