Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,47,5,47,60,0,34,0.0025000000000000005,2.0,-2.0
2024-11-28 01:00:00,47,15,47,63,0,35,0.0225,2.0,-2.0
2024-11-28 02:00:00,46,20,46,66,0,36,0.04000000000000001,2.0,-2.0
2024-11-28 03:00:00,46,40,46,67,0,36,0.16000000000000003,2.0,-2.0
2024-11-28 04:00:00,46,65,46,72,1,37,0.42250000000000004,1.0,-1.0
2024-11-28 05:00:00,46,75,46,76,1,39,0.0625,0.0,0.0
2024-11-28 06:00:00,46,80,46,81,2,41,0.03999999999999998,2.0,2.0
2024-11-28 07:00:00,47,70,47,85,2,43,0.09000000000000002,3.0,3.0
2024-11-28 08:00:00,48,80,47,88,3,45,0.03999999999999998,3.0,3.0
2024-11-28 09:00:00,49,85,48,89,4,45,0.022500000000000006,4.0,4.0
2024-11-28 10:00:00,49,95,48,91,4,47,0.0025000000000000044,3.0,3.0
2024-11-28 11:00:00,49,90,49,91,3,47,0.009999999999999995,2.0,2.0
2024-11-28 12:00:00,50,65,49,99,3,49,0.12249999999999998,1.0,1.0
2024-11-28 13:00:00,50,50,50,100,3,50,0.25,1.0,1.0
2024-11-28 14:00:00,50,45,50,100,3,50,0.2025,3.0,3.0
2024-11-28 15:00:00,49,25,49,98,3,49,0.0625,2.0,2.0
2024-11-28 16:00:00,49,10,47,94,4,47,0.010000000000000002,4.0,4.0
2024-11-28 17:00:00,47,10,46,90,4,45,0.010000000000000002,4.0,4.0
2024-11-28 18:00:00,46,5,44,79,5,40,0.0025000000000000005,3.0,3.0
2024-11-28 19:00:00,45,0,42,75,5,37,0.0,2.0,2.0
2024-11-28 20:00:00,44,0,41,72,5,36,0.0,1.0,1.0
2024-11-28 21:00:00,44,0,41,71,5,35,0.0,1.0,1.0
2024-11-28 22:00:00,44,0,41,69,5,34,0.0,1.0,1.0
2024-11-28 23:00:00,44,0,41,70,5,34,0.0,2.0,2.0
2024-11-29 00:00:00,43,0,41,66,4,33,0.0,1.0,1.0
2024-11-29 01:00:00,42,0,40,65,4,31,0.0,0.0,0.0
2024-11-29 02:00:00,42,0,40,66,4,31,0.0,1.0,1.0
2024-11-29 03:00:00,42,0,40,66,3,31,0.0,1.0,1.0
2024-11-29 04:00:00,41,0,41,66,3,31,0.0,0.0,0.0
2024-11-29 05:00:00,41,0,41,66,2,31,0.0,2.0,2.0
2024-11-29 06:00:00,40,0,40,68,2,31,0.0,1.0,-1.0
2024-11-29 07:00:00,40,0,40,69,2,31,0.0,1.0,-1.0
2024-11-29 08:00:00,40,0,40,71,2,31,0.0,1.0,-1.0
2024-11-29 09:00:00,41,0,41,69,2,31,0.0,1.0,-1.0
2024-11-29 10:00:00,42,0,42,67,2,32,0.0,0.0,0.0
2024-11-29 11:00:00,43,0,43,63,3,31,0.0,1.0,-1.0
2024-11-29 12:00:00,44,0,42,60,3,31,0.0,2.0,-2.0
2024-11-29 13:00:00,44,0,43,58,3,31,0.0,3.0,-3.0
2024-11-29 14:00:00,45,0,43,55,3,29,0.0,0.0,0.0
2024-11-29 15:00:00,44,0,43,53,3,29,0.0,0.0,0.0
2024-11-29 16:00:00,44,0,43,53,3,28,0.0,0.0,0.0
2024-11-29 17:00:00,43,0,42,56,3,29,0.0,2.0,2.0
2024-11-29 18:00:00,43,0,41,56,3,28,0.0,3.0,3.0
2024-11-29 19:00:00,42,0,41,56,3,28,0.0,3.0,3.0
2024-11-29 20:00:00,41,0,40,57,3,28,0.0,3.0,3.0
2024-11-29 21:00:00,40,0,39,59,3,27,0.0,3.0,3.0
2024-11-29 22:00:00,40,0,38,58,3,26,0.0,5.0,5.0
2024-11-29 23:00:00,39,0,37,59,3,26,0.0,4.0,4.0
