Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,39,0,31,77,15,33,0.0,4.700000000000003,4.700000000000003
2024-11-28 01:00:00,38,0,29,76,15,31,0.0,4.600000000000001,4.600000000000001
2024-11-28 02:00:00,37,0,28,74,14,29,0.0,5.0,5.0
2024-11-28 03:00:00,35,0,26,75,13,28,0.0,3.6999999999999993,3.6999999999999993
2024-11-28 04:00:00,34,0,25,74,13,27,0.0,3.8000000000000007,3.8000000000000007
2024-11-28 05:00:00,33,0,24,74,12,26,0.0,0.7999999999999972,-0.7999999999999972
2024-11-28 06:00:00,32,0,23,75,12,25,0.0,5.399999999999999,-5.399999999999999
2024-11-28 07:00:00,32,0,23,74,11,25,0.0,7.200000000000003,-7.200000000000003
2024-11-28 08:00:00,35,0,26,67,12,25,0.0,7.799999999999997,-7.799999999999997
2024-11-28 09:00:00,38,0,30,60,12,25,0.0,6.600000000000001,-6.600000000000001
2024-11-28 10:00:00,41,0,34,53,12,25,0.0,5.399999999999999,-5.399999999999999
2024-11-28 11:00:00,43,0,36,50,12,26,0.0,3.3999999999999986,-3.3999999999999986
2024-11-28 12:00:00,44,0,38,48,12,26,0.0,0.6000000000000014,-0.6000000000000014
2024-11-28 13:00:00,44,0,38,48,11,26,0.0,10.200000000000003,10.200000000000003
2024-11-28 14:00:00,45,0,39,47,11,26,0.0,13.0,13.0
2024-11-28 15:00:00,45,0,40,46,10,25,0.0,12.0,12.0
2024-11-28 16:00:00,44,0,39,47,9,25,0.0,15.2,15.2
2024-11-28 17:00:00,42,0,38,50,7,25,0.0,12.5,12.5
2024-11-28 18:00:00,40,0,36,54,6,25,0.0,10.0,10.0
2024-11-28 19:00:00,38,0,35,58,5,25,0.0,7.600000000000001,7.600000000000001
2024-11-28 20:00:00,37,0,33,62,5,25,0.0,9.0,9.0
2024-11-28 21:00:00,36,0,32,65,5,25,0.0,8.7,8.7
2024-11-28 22:00:00,35,0,31,68,5,26,0.0,8.0,8.0
2024-11-28 23:00:00,34,0,30,71,4,26,0.0,7.399999999999999,7.399999999999999
2024-11-29 00:00:00,33,0,29,73,4,26,0.0,0.7999999999999972,-0.7999999999999972
2024-11-29 01:00:00,32,0,27,77,4,25,0.0,9.0,-9.0
2024-11-29 02:00:00,30,0,26,80,4,25,0.0,14.600000000000001,-14.600000000000001
2024-11-29 03:00:00,29,0,25,82,4,24,0.0,17.4,-17.4
2024-11-29 04:00:00,28,0,24,83,4,24,0.0,22.0,-22.0
2024-11-29 05:00:00,28,0,24,83,4,24,0.0,23.799999999999997,-23.799999999999997
2024-11-29 06:00:00,29,0,25,84,4,24,0.0,24.6,-24.6
2024-11-29 07:00:00,30,0,26,83,3,25,0.0,20.0,-20.0
2024-11-29 08:00:00,33,0,30,75,3,26,0.0,11.600000000000001,-11.600000000000001
2024-11-29 09:00:00,38,0,35,65,4,27,0.0,4.799999999999997,-4.799999999999997
2024-11-29 10:00:00,42,0,39,55,5,28,0.0,2.799999999999997,2.799999999999997
2024-11-29 11:00:00,45,0,42,50,6,28,0.0,5.799999999999997,5.799999999999997
2024-11-29 12:00:00,48,0,45,46,6,28,0.0,9.700000000000003,9.700000000000003
2024-11-29 13:00:00,49,0,46,43,7,28,0.0,11.0,11.0
2024-11-29 14:00:00,50,0,50,41,7,27,,13.0,13.0
2024-11-29 15:00:00,50,0,50,41,7,27,,,
2024-11-29 16:00:00,49,0,45,44,7,28,,,
2024-11-29 17:00:00,46,0,43,48,7,28,,,
2024-11-29 18:00:00,43,0,39,53,6,28,,,
2024-11-29 19:00:00,41,0,37,57,7,27,,,
2024-11-29 20:00:00,40,0,35,60,7,27,,,
2024-11-29 21:00:00,39,0,33,62,8,27,,,
2024-11-29 22:00:00,38,0,32,63,8,26,,,
2024-11-29 23:00:00,37,0,30,65,9,26,,,
