Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,73,74,5.0,0.0,36,64,74,6,29.99,0.0025000000000000005,4.0,4.0
2024-11-28 01:00:00,73,74,14.0,0.0,38,64,75,5,29.98,0.019600000000000003,5.0,5.0
2024-11-28 02:00:00,73,74,14.0,0.0,41,65,76,5,29.96,0.019600000000000003,6.0,6.0
2024-11-28 03:00:00,72,73,15.0,0.0,31,65,76,4,29.95,0.0225,6.0,6.0
2024-11-28 04:00:00,72,73,7.0,0.0,44,64,76,5,29.95,0.004900000000000001,7.0,7.0
2024-11-28 05:00:00,72,73,19.0,0.0,51,64,78,4,29.95,0.0361,6.0,6.0
2024-11-28 06:00:00,71,72,11.0,0.0,55,64,79,3,29.96,0.0121,5.0,5.0
2024-11-28 07:00:00,70,71,16.0,0.0,40,64,80,2,29.97,0.0256,3.0,3.0
2024-11-28 08:00:00,72,73,16.0,0.0,35,65,77,2,29.99,0.0256,2.0,2.0
2024-11-28 09:00:00,76,77,16.0,0.0,50,65,70,4,30.0,0.0256,0.0,0.0
2024-11-28 10:00:00,78,81,18.0,0.0,39,65,65,5,30.01,0.0324,1.0,-1.0
2024-11-28 11:00:00,80,83,12.0,0.0,33,65,62,5,30.0,0.0144,1.0,-1.0
2024-11-28 12:00:00,80,83,5.0,0.0,30,65,60,5,29.98,0.0025000000000000005,3.0,-3.0
2024-11-28 13:00:00,81,84,2.0,0.0,23,65,60,6,29.95,0.0004,1.0,-1.0
2024-11-28 14:00:00,81,84,2.0,0.0,22,66,60,6,29.93,0.0004,2.0,-2.0
2024-11-28 15:00:00,81,84,1.0,0.0,24,66,60,6,29.93,0.0001,0.0,0.0
2024-11-28 16:00:00,80,83,2.0,0.0,19,66,62,5,29.93,0.0004,1.0,-1.0
2024-11-28 17:00:00,79,82,2.0,0.0,17,66,64,5,29.94,0.0004,0.0,0.0
2024-11-28 18:00:00,77,80,3.0,0.0,19,66,68,3,29.95,0.0009,1.0,1.0
2024-11-28 19:00:00,76,80,3.0,0.0,16,65,68,3,29.97,0.0009,1.0,-1.0
2024-11-28 20:00:00,76,80,5.0,0.0,16,65,69,3,29.98,0.0025000000000000005,0.0,0.0
2024-11-28 21:00:00,75,76,4.0,0.0,13,65,69,2,29.98,0.0016,1.0,1.0
2024-11-28 22:00:00,74,75,5.0,0.0,13,64,70,2,29.99,0.0025000000000000005,0.0,0.0
2024-11-28 23:00:00,74,75,5.0,0.0,12,64,73,1,29.98,0.0025000000000000005,1.0,1.0
2024-11-29 00:00:00,73,74,5.0,0.0,8,65,77,1,29.98,0.0025000000000000005,2.0,2.0
2024-11-29 01:00:00,72,73,5.0,0.0,11,65,80,2,29.97,0.0025000000000000005,2.0,2.0
2024-11-29 02:00:00,71,72,6.0,0.0,18,65,81,2,29.96,0.0036,2.0,2.0
2024-11-29 03:00:00,70,72,6.0,0.0,25,65,82,2,29.95,0.0036,1.0,1.0
2024-11-29 04:00:00,70,71,6.0,0.0,27,64,82,3,29.95,0.0036,2.0,2.0
2024-11-29 05:00:00,69,70,7.0,0.0,23,63,81,3,29.95,0.004900000000000001,0.0,0.0
2024-11-29 06:00:00,68,69,7.0,0.0,18,62,80,3,29.97,0.004900000000000001,0.0,0.0
2024-11-29 07:00:00,68,69,9.0,0.0,19,62,81,3,29.98,0.0081,1.0,1.0
2024-11-29 08:00:00,70,71,5.0,0.0,13,62,76,4,29.99,0.0025000000000000005,0.0,0.0
2024-11-29 09:00:00,74,74,3.0,0.0,12,63,69,5,30.0,0.0009,3.0,-3.0
2024-11-29 10:00:00,77,80,1.0,0.0,9,64,65,5,30.01,0.0001,3.0,-3.0
2024-11-29 11:00:00,79,81,1.0,0.0,8,64,61,5,30.0,0.0001,3.0,-3.0
2024-11-29 12:00:00,80,83,0.0,0.0,8,65,60,5,29.98,0.0,2.0,-2.0
2024-11-29 13:00:00,81,83,0.0,0.0,4,64,58,5,29.95,0.0,1.0,-1.0
2024-11-29 14:00:00,81,84,0.0,0.0,3,64,57,5,29.94,0.0,2.0,-2.0
2024-11-29 15:00:00,81,83,0.0,0.0,21,65,58,5,29.93,0.0,1.0,-1.0
2024-11-29 16:00:00,80,83,1.0,0.0,27,65,61,5,29.93,0.0001,2.0,-2.0
2024-11-29 17:00:00,79,82,2.0,0.0,20,65,63,5,29.95,0.0004,1.0,-1.0
2024-11-29 18:00:00,77,80,2.0,0.0,12,65,67,4,29.96,0.0004,1.0,-1.0
2024-11-29 19:00:00,76,80,3.0,0.0,23,65,68,4,29.98,0.0009,2.0,-2.0
2024-11-29 20:00:00,75,76,3.0,0.0,16,65,70,4,30.0,0.0009,3.0,-3.0
2024-11-29 21:00:00,75,76,3.0,0.0,12,65,71,4,30.01,0.0009,1.0,-1.0
2024-11-29 22:00:00,74,75,3.0,0.0,14,64,73,4,30.01,0.0009,1.0,-1.0
2024-11-29 23:00:00,73,74,3.0,0.0,22,64,75,4,30.01,0.0009,0.0,0.0
