Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-28 00:00:00,36,36,19.0,0.0,99,35,97,2,29.84,0.0361,0.0,0.0
2024-11-28 01:00:00,37,37,8.0,0.0,89,35,94,3,29.83,0.0064,0.0,0.0
2024-11-28 02:00:00,36,33,8.0,0.0,91,35,95,4,29.83,0.0064,1.0,-1.0
2024-11-28 03:00:00,36,31,9.0,0.0,93,35,95,5,29.83,0.0081,0.0,0.0
2024-11-28 04:00:00,36,31,9.0,0.0,83,33,91,6,29.84,0.0081,2.0,2.0
2024-11-28 05:00:00,35,30,8.0,0.0,46,32,88,7,29.86,0.0064,0.0,0.0
2024-11-28 06:00:00,35,29,7.0,0.0,56,32,90,7,29.89,0.004900000000000001,1.0,-1.0
2024-11-28 07:00:00,34,28,7.0,0.0,81,32,90,8,29.92,0.004900000000000001,3.0,-3.0
2024-11-28 08:00:00,35,28,15.0,0.0,92,32,90,8,29.95,0.0225,1.0,-1.0
2024-11-28 09:00:00,35,29,6.0,0.0,95,32,87,8,29.98,0.0036,0.0,0.0
2024-11-28 10:00:00,35,29,4.0,0.0,86,30,80,8,30.0,0.0016,1.0,1.0
2024-11-28 11:00:00,36,30,3.0,0.0,85,29,73,9,30.02,0.0009,3.0,3.0
2024-11-28 12:00:00,37,30,2.0,0.0,72,28,67,10,30.02,0.0004,3.0,3.0
2024-11-28 13:00:00,38,31,1.0,0.0,39,27,64,10,30.02,0.0001,5.0,5.0
2024-11-28 14:00:00,39,32,0.0,0.0,34,25,57,11,30.02,0.0,6.0,6.0
2024-11-28 15:00:00,39,32,0.0,0.0,27,24,55,10,30.03,0.0,5.0,5.0
2024-11-28 16:00:00,39,31,0.0,0.0,40,23,54,11,30.04,0.0,7.0,7.0
2024-11-28 17:00:00,37,30,0.0,0.0,48,23,56,10,30.06,0.0,7.0,7.0
2024-11-28 18:00:00,34,27,1.0,0.0,50,23,61,9,30.08,0.0001,5.0,5.0
2024-11-28 19:00:00,32,25,1.0,0.0,62,23,67,8,30.1,0.0001,3.0,3.0
2024-11-28 20:00:00,31,24,2.0,0.0,53,22,68,7,30.11,0.0004,2.0,2.0
2024-11-28 21:00:00,30,23,2.0,0.0,36,22,70,7,30.12,0.0004,2.0,2.0
2024-11-28 22:00:00,29,22,2.0,0.0,30,21,71,7,30.13,0.0004,1.0,1.0
2024-11-28 23:00:00,28,20,2.0,0.0,28,21,73,7,30.13,0.0004,1.0,-1.0
2024-11-29 00:00:00,27,18,4.0,0.0,27,20,75,9,30.13,0.0016,3.0,-3.0
2024-11-29 01:00:00,26,17,3.0,0.0,39,19,74,9,30.13,0.0009,3.0,-3.0
2024-11-29 02:00:00,26,17,2.0,0.0,45,18,74,8,30.13,0.0004,3.0,-3.0
2024-11-29 03:00:00,25,16,2.0,0.0,32,17,72,9,30.14,0.0004,4.0,-4.0
2024-11-29 04:00:00,25,15,2.0,0.0,56,17,73,9,30.14,0.0004,1.0,-1.0
2024-11-29 05:00:00,24,15,2.0,0.0,53,17,73,10,30.14,0.0004,1.0,-1.0
2024-11-29 06:00:00,24,13,2.0,0.0,35,17,75,10,30.15,0.0004,0.0,0.0
2024-11-29 07:00:00,23,12,2.0,0.0,53,16,75,11,30.16,0.0004,0.0,0.0
2024-11-29 08:00:00,22,10,2.0,0.0,24,15,76,12,30.18,0.0004,3.0,-3.0
2024-11-29 09:00:00,23,11,1.0,0.0,25,14,70,12,30.19,0.0001,3.0,-3.0
2024-11-29 10:00:00,23,12,0.0,0.0,54,13,64,13,30.2,0.0,2.0,-2.0
2024-11-29 11:00:00,24,12,0.0,0.0,47,12,59,14,30.21,0.0,1.0,-1.0
2024-11-29 12:00:00,25,13,0.0,0.0,45,12,55,15,30.2,0.0,0.0,0.0
2024-11-29 13:00:00,26,14,0.0,0.0,17,11,52,15,30.18,0.0,2.0,2.0
2024-11-29 14:00:00,27,15,0.0,0.0,21,10,48,16,30.18,0.0,5.0,5.0
2024-11-29 15:00:00,28,17,0.0,0.0,14,10,45,15,30.18,0.0,6.0,6.0
2024-11-29 16:00:00,28,16,0.0,0.0,14,10,46,15,30.19,0.0,6.0,6.0
2024-11-29 17:00:00,26,15,0.0,0.0,12,9,47,14,30.2,0.0,4.0,4.0
2024-11-29 18:00:00,24,13,0.0,0.0,12,8,50,11,30.22,0.0,2.0,2.0
2024-11-29 19:00:00,22,11,0.0,0.0,10,9,56,10,30.23,0.0,0.0,0.0
2024-11-29 20:00:00,22,11,0.0,0.0,4,8,56,9,30.24,0.0,3.0,3.0
2024-11-29 21:00:00,21,10,0.0,0.0,2,8,58,9,30.25,0.0,3.0,3.0
2024-11-29 22:00:00,20,10,0.0,0.0,0,8,59,8,30.25,0.0,3.0,3.0
2024-11-29 23:00:00,18,9,0.0,0.0,0,7,62,7,30.25,0.0,1.0,1.0
