Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure
2024-11-27 00:00:00,43,43,19.0,0.0,97,41,90,2,30.29
2024-11-27 01:00:00,44,44,16.0,0.0,94,40,88,3,30.3
2024-11-27 02:00:00,43,43,13.0,0.0,91,40,89,3,30.3
2024-11-27 03:00:00,43,42,20.0,0.0,93,40,89,3,30.31
2024-11-27 04:00:00,43,41,14.0,0.0,92,40,90,4,30.32
2024-11-27 05:00:00,43,41,13.0,0.0,90,40,90,3,30.32
2024-11-27 06:00:00,43,41,15.0,0.0,89,40,90,3,30.33
2024-11-27 07:00:00,42,40,18.0,0.0,91,40,90,3,30.34
2024-11-27 08:00:00,42,41,12.0,0.0,91,40,91,3,30.34
2024-11-27 09:00:00,43,41,9.0,0.0,92,40,90,3,30.35
2024-11-27 10:00:00,44,42,9.0,0.0,93,40,87,4,30.36
2024-11-27 11:00:00,45,43,10.0,0.0,86,40,84,4,30.36
2024-11-27 12:00:00,45,44,7.0,0.0,80,40,81,4,30.35
2024-11-27 13:00:00,46,45,11.0,0.0,74,39,77,3,30.35
2024-11-27 14:00:00,46,46,11.0,0.0,72,39,74,2,30.34
2024-11-27 15:00:00,47,47,17.0,0.0,67,38,73,3,30.33
2024-11-27 16:00:00,46,46,20.0,0.0,67,38,76,2,30.33
2024-11-27 17:00:00,44,44,20.0,0.0,63,38,79,2,30.33
2024-11-27 18:00:00,44,44,15.0,0.0,67,38,81,1,30.34
2024-11-27 19:00:00,43,43,9.0,0.0,77,39,84,2,30.34
2024-11-27 20:00:00,42,42,8.0,0.0,74,38,85,1,30.35
2024-11-27 21:00:00,42,42,7.0,0.0,72,38,87,2,30.36
2024-11-27 22:00:00,41,41,8.0,0.0,79,38,88,1,30.36
2024-11-27 23:00:00,40,40,8.0,0.0,79,38,90,2,30.36
2024-11-28 00:00:00,40,40,8.0,0.0,71,37,90,1,30.36
2024-11-28 01:00:00,40,40,8.0,0.0,76,37,88,2,30.36
2024-11-28 02:00:00,40,40,8.0,0.0,78,37,89,2,30.36
2024-11-28 03:00:00,39,39,8.0,0.0,81,36,89,2,30.35
2024-11-28 04:00:00,39,39,8.0,0.0,81,36,90,2,30.34
2024-11-28 05:00:00,39,39,11.0,0.0,82,36,90,2,30.34
2024-11-28 06:00:00,38,38,10.0,0.0,88,36,91,2,30.33
2024-11-28 07:00:00,38,38,8.0,0.0,84,36,91,2,30.32
2024-11-28 08:00:00,38,38,8.0,0.0,81,36,92,2,30.32
2024-11-28 09:00:00,40,40,7.0,0.0,87,37,89,2,30.32
2024-11-28 10:00:00,41,41,6.0,0.0,81,37,86,2,30.32
2024-11-28 11:00:00,43,43,5.0,0.0,88,37,81,3,30.31
2024-11-28 12:00:00,43,43,5.0,0.0,88,37,77,3,30.29
2024-11-28 13:00:00,44,43,4.0,0.0,75,37,74,3,30.28
2024-11-28 14:00:00,45,44,4.0,0.0,82,37,73,3,30.27
2024-11-28 15:00:00,45,43,4.0,0.0,87,37,72,3,30.26
2024-11-28 16:00:00,44,44,5.0,0.0,79,37,76,3,30.25
2024-11-28 17:00:00,43,43,6.0,0.0,81,37,79,2,30.25
2024-11-28 18:00:00,42,42,7.0,0.0,78,37,82,2,30.26
2024-11-28 19:00:00,41,41,7.0,0.0,75,37,83,2,30.26
2024-11-28 20:00:00,41,41,8.0,0.0,65,36,84,2,30.26
2024-11-28 21:00:00,40,40,8.0,0.0,51,36,86,2,30.26
2024-11-28 22:00:00,39,39,8.0,0.0,39,36,87,1,30.27
2024-11-28 23:00:00,39,39,8.0,0.0,63,36,88,2,30.27
