Hour,Temperature,Precip_Chance,Feels_Like,Humidity,Wind_Speed,Dew_Point
2024-11-27 00:00:00,68,0,68,97,4,67
2024-11-27 01:00:00,67,0,67,98,4,66
2024-11-27 02:00:00,66,0,66,100,4,66
2024-11-27 03:00:00,65,0,65,100,4,65
2024-11-27 04:00:00,64,0,64,100,4,64
2024-11-27 05:00:00,64,0,64,100,4,64
2024-11-27 06:00:00,64,0,64,100,4,64
2024-11-27 07:00:00,66,0,66,96,4,65
2024-11-27 08:00:00,71,0,71,88,5,67
2024-11-27 09:00:00,75,0,75,79,5,68
2024-11-27 10:00:00,79,0,79,75,6,70
2024-11-27 11:00:00,80,0,84,72,6,70
2024-11-27 12:00:00,81,0,85,68,7,70
2024-11-27 13:00:00,82,0,85,66,7,69
2024-11-27 14:00:00,81,0,84,66,7,69
2024-11-27 15:00:00,80,0,83,66,7,68
2024-11-27 16:00:00,78,0,78,69,7,67
2024-11-27 17:00:00,75,0,75,73,7,66
2024-11-27 18:00:00,73,0,73,81,6,66
2024-11-27 19:00:00,71,0,71,87,6,67
2024-11-27 20:00:00,69,0,69,89,6,66
2024-11-27 21:00:00,69,0,69,92,5,67
2024-11-27 22:00:00,68,0,68,93,5,66
2024-11-27 23:00:00,68,0,68,94,4,66
2024-11-28 00:00:00,68,0,68,96,4,66
2024-11-28 01:00:00,67,0,67,100,4,67
2024-11-28 02:00:00,67,0,67,100,4,67
2024-11-28 03:00:00,66,0,66,100,4,66
2024-11-28 04:00:00,66,0,66,100,3,66
2024-11-28 05:00:00,65,0,65,100,4,65
2024-11-28 06:00:00,66,0,66,100,3,66
2024-11-28 07:00:00,68,0,68,100,3,68
2024-11-28 08:00:00,72,0,72,96,3,71
2024-11-28 09:00:00,76,0,76,83,4,71
2024-11-28 10:00:00,80,0,84,77,4,73
2024-11-28 11:00:00,82,0,88,74,4,73
2024-11-28 12:00:00,83,0,90,71,4,73
2024-11-28 13:00:00,84,0,90,69,4,73
2024-11-28 14:00:00,84,0,89,66,5,71
2024-11-28 15:00:00,83,0,87,66,5,70
2024-11-28 16:00:00,81,0,84,71,5,71
2024-11-28 17:00:00,78,0,78,76,5,70
2024-11-28 18:00:00,76,0,76,82,5,70
2024-11-28 19:00:00,74,0,74,87,5,70
2024-11-28 20:00:00,73,0,73,90,4,69
2024-11-28 21:00:00,71,0,71,93,4,69
2024-11-28 22:00:00,70,0,70,94,4,69
2024-11-28 23:00:00,69,0,69,96,3,68
