Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 00:00:00,17,15,6,100,12,79,5,6,0.0036,1.0,-1.0
2024-11-27 01:00:00,17,14,19,100,12,79,6,6,0.0361,0.0,0.0
2024-11-27 02:00:00,17,13,19,100,11,79,6,7,0.0361,0.0,0.0
2024-11-27 03:00:00,16,13,24,99,12,81,6,7,0.0576,0.0,0.0
2024-11-27 04:00:00,16,11,57,97,12,84,6,7,0.32489999999999997,0.0,0.0
2024-11-27 05:00:00,16,10,57,93,12,85,6,7,0.32489999999999997,1.0,1.0
2024-11-27 06:00:00,16,11,47,90,12,84,6,7,0.22089999999999999,0.0,0.0
2024-11-27 07:00:00,13,8,3,95,11,93,6,7,0.0009,3.0,-3.0
2024-11-27 08:00:00,15,9,3,95,11,86,6,8,0.9409,1.0,-1.0
2024-11-27 09:00:00,16,10,3,95,12,84,7,8,0.0009,0.0,0.0
2024-11-27 10:00:00,17,11,3,95,12,82,7,8,0.0009,1.0,1.0
2024-11-27 11:00:00,19,12,3,97,13,79,7,9,0.0009,3.0,3.0
2024-11-27 12:00:00,21,14,2,99,14,75,8,10,0.0004,5.0,5.0
2024-11-27 13:00:00,22,15,0,97,14,73,8,12,0.0,6.0,6.0
2024-11-27 14:00:00,23,15,0,95,15,71,8,13,0.0,7.0,7.0
2024-11-27 15:00:00,24,16,0,95,15,68,9,14,0.0,7.0,7.0
2024-11-27 16:00:00,22,14,0,95,15,74,8,14,0.0,5.0,5.0
2024-11-27 17:00:00,20,14,0,95,14,78,7,14,0.0,3.0,3.0
2024-11-27 18:00:00,19,14,0,95,14,79,6,14,0.0,2.0,2.0
2024-11-27 19:00:00,18,13,0,89,13,80,7,13,0.0,1.0,1.0
2024-11-27 20:00:00,18,11,0,89,13,80,7,12,0.0,0.0,0.0
2024-11-27 21:00:00,18,9,0,90,12,79,8,10,0.0,0.0,0.0
2024-11-27 22:00:00,17,8,0,92,12,79,8,10,0.0,0.0,0.0
2024-11-27 23:00:00,17,7,0,96,11,78,9,10,1.0,1.0,-1.0
2024-11-28 00:00:00,17,7,0,100,10,74,9,10,0.0,1.0,-1.0
2024-11-28 01:00:00,17,6,0,100,11,78,9,12,1.0,1.0,-1.0
2024-11-28 02:00:00,16,4,0,100,11,80,9,12,0.0,2.0,-2.0
2024-11-28 03:00:00,15,3,0,100,10,81,10,12,0.0,3.0,-3.0
2024-11-28 04:00:00,15,1,0,99,10,81,10,13,0.0,3.0,-3.0
2024-11-28 05:00:00,14,1,0,99,9,80,12,14,0.0,3.0,-3.0
2024-11-28 06:00:00,14,3,2,100,8,77,13,15,0.0004,2.0,-2.0
2024-11-28 07:00:00,12,7,5,100,6,78,15,17,0.0025000000000000005,3.0,-3.0
2024-11-28 08:00:00,10,10,5,99,5,79,15,18,0.0025000000000000005,5.0,-5.0
2024-11-28 09:00:00,8,13,5,100,5,85,16,20,0.0025000000000000005,7.0,-7.0
2024-11-28 10:00:00,10,11,5,100,5,78,17,21,0.0025000000000000005,6.0,-6.0
2024-11-28 11:00:00,11,11,5,100,5,76,18,23,0.0025000000000000005,5.0,-5.0
2024-11-28 12:00:00,12,10,5,100,5,74,18,27,0.0025000000000000005,4.0,-4.0
2024-11-28 13:00:00,13,8,5,98,5,72,17,27,0.0025000000000000005,3.0,-3.0
2024-11-28 14:00:00,14,7,5,96,5,67,18,28,0.0025000000000000005,2.0,-2.0
2024-11-28 15:00:00,13,8,5,95,5,69,18,29,0.0025000000000000005,3.0,-3.0
2024-11-28 16:00:00,13,9,5,93,4,70,17,29,0.0025000000000000005,2.0,-2.0
2024-11-28 17:00:00,11,11,5,91,4,74,17,27,0.0025000000000000005,3.0,-3.0
2024-11-28 18:00:00,9,13,4,90,4,79,16,24,0.0016,2.0,-2.0
2024-11-28 19:00:00,7,15,2,87,3,81,16,23,0.0004,5.0,-5.0
2024-11-28 20:00:00,6,16,2,85,2,83,16,22,0.0004,4.0,-4.0
2024-11-28 21:00:00,5,17,2,83,1,82,16,20,0.0004,5.0,-5.0
2024-11-28 22:00:00,5,17,2,81,0,82,15,18,0.0004,4.0,-4.0
2024-11-28 23:00:00,5,16,2,79,0,80,15,18,0.0004,2.0,-2.0
