Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 00:00:00,74,0,10,66,76,6,0.0,2.0,2.0
2024-11-27 01:00:00,73,0,11,66,79,6,0.0,4.0,4.0
2024-11-27 02:00:00,73,0,11,66,79,6,0.0,5.0,5.0
2024-11-27 03:00:00,72,0,13,66,81,6,0.0,5.0,5.0
2024-11-27 04:00:00,72,0,14,65,79,6,0.0,5.0,5.0
2024-11-27 05:00:00,71,0,13,65,81,6,0.0,4.0,4.0
2024-11-27 06:00:00,71,0,16,64,79,6,0.0,4.0,4.0
2024-11-27 07:00:00,71,0,17,64,79,6,0.0,4.0,4.0
2024-11-27 08:00:00,72,0,15,66,81,7,0.0,1.0,1.0
2024-11-27 09:00:00,75,0,16,66,74,7,0.0,0.0,0.0
2024-11-27 10:00:00,77,0,16,67,71,8,0.0,1.0,-1.0
2024-11-27 11:00:00,78,0,17,67,69,9,0.0,1.0,-1.0
2024-11-27 12:00:00,78,0,20,67,69,9,0.0,3.0,-3.0
2024-11-27 13:00:00,78,0,19,67,69,9,0.0,2.0,-2.0
2024-11-27 14:00:00,78,0,20,67,69,9,0.0,2.0,-2.0
2024-11-27 15:00:00,79,0,20,67,67,9,0.0,1.0,-1.0
2024-11-27 16:00:00,78,0,21,66,67,9,0.0,1.0,-1.0
2024-11-27 17:00:00,78,0,24,66,67,8,0.0,1.0,1.0
2024-11-27 18:00:00,77,0,31,66,69,8,0.0,2.0,2.0
2024-11-27 19:00:00,76,0,16,65,69,8,0.0,2.0,2.0
2024-11-27 20:00:00,75,0,16,65,72,8,0.0,1.0,1.0
2024-11-27 21:00:00,74,0,16,66,75,8,0.0,1.0,1.0
2024-11-27 22:00:00,74,0,15,66,76,8,0.0,2.0,2.0
2024-11-27 23:00:00,74,0,15,66,76,8,0.0,5.0,5.0
2024-11-28 00:00:00,74,0,14,66,77,7,0.0,5.0,5.0
2024-11-28 01:00:00,74,0,13,66,77,7,0.0,6.0,6.0
2024-11-28 02:00:00,73,0,14,66,78,7,0.0,6.0,6.0
2024-11-28 03:00:00,73,0,14,66,79,6,0.0,7.0,7.0
2024-11-28 04:00:00,72,0,15,66,80,6,0.0,7.0,7.0
2024-11-28 05:00:00,73,0,15,66,80,6,0.0,7.0,7.0
2024-11-28 06:00:00,73,0,15,65,77,6,0.0,7.0,7.0
2024-11-28 07:00:00,73,1,16,65,77,6,0.0001,6.0,6.0
2024-11-28 08:00:00,75,1,15,66,75,6,0.0001,5.0,5.0
2024-11-28 09:00:00,76,1,15,67,73,6,0.0001,0.0,0.0
2024-11-28 10:00:00,78,1,14,68,71,6,0.0001,1.0,-1.0
2024-11-28 11:00:00,78,1,14,68,70,6,0.0001,3.0,-3.0
2024-11-28 12:00:00,79,1,14,68,69,7,0.0001,4.0,-4.0
2024-11-28 13:00:00,79,1,13,68,68,7,0.0001,3.0,-3.0
2024-11-28 14:00:00,79,1,13,68,68,7,0.0001,4.0,-4.0
2024-11-28 15:00:00,79,1,13,69,70,6,0.0001,2.0,-2.0
2024-11-28 16:00:00,79,1,12,69,70,6,0.0001,2.0,-2.0
2024-11-28 17:00:00,79,1,13,69,72,6,0.0001,0.0,0.0
2024-11-28 18:00:00,78,1,14,68,72,6,0.0001,2.0,2.0
2024-11-28 19:00:00,77,1,15,68,74,6,0.0001,0.0,0.0
2024-11-28 20:00:00,76,1,14,68,75,6,0.0001,0.0,0.0
2024-11-28 21:00:00,76,1,13,68,77,5,0.0001,2.0,2.0
2024-11-28 22:00:00,75,1,12,68,79,5,0.0001,1.0,1.0
2024-11-28 23:00:00,75,1,11,68,80,5,0.0001,2.0,2.0
