Hour,Temperature,Precip_Chance,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 0:00:00,43,0,0.0,4.0,-4.0
2024-11-27 1:00:00,42,0,0.0,4.0,-4.0
2024-11-27 2:00:00,41,0,0.0,4.0,-4.0
2024-11-27 3:00:00,40,0,0.0,5.0,-5.0
2024-11-27 4:00:00,40,0,0.0,4.0,-4.0
2024-11-27 5:00:00,39,0,0.0,5.0,-5.0
2024-11-27 6:00:00,38,0,0.0,5.0,-5.0
2024-11-27 7:00:00,38,0,0.0,5.0,-5.0
2024-11-27 8:00:00,39,0,0.0,4.0,-4.0
2024-11-27 9:00:00,41,0,0.0,4.0,-4.0
2024-11-27 10:00:00,43,0,0.0,3.0,-3.0
2024-11-27 11:00:00,46,0,0.0,1.0,-1.0
2024-11-27 12:00:00,48,0,0.0,2.0,-2.0
2024-11-27 13:00:00,49,0,0.0,1.0,-1.0
2024-11-27 14:00:00,50,0,0.0,1.0,-1.0
2024-11-27 15:00:00,50,0,0.0,1.0,-1.0
2024-11-27 16:00:00,49,0,0.0,1.0,-1.0
2024-11-27 17:00:00,48,0,0.0,1.0,-1.0
2024-11-27 18:00:00,46,0,0.0,3.0,-3.0
2024-11-27 19:00:00,45,0,0.0,3.0,-3.0
2024-11-27 20:00:00,44,0,0.0,4.0,-4.0
2024-11-27 21:00:00,44,0,0.0,5.0,-5.0
2024-11-27 22:00:00,44,0,0.0,5.0,-5.0
2024-11-27 23:00:00,44,0,0.0,5.0,-5.0
2024-11-28 0:00:00,44,0,0.0,5.0,-5.0
2024-11-28 1:00:00,43,0,0.0,6.0,-6.0
2024-11-28 2:00:00,43,0,0.0,5.0,-5.0
2024-11-28 3:00:00,42,10,0.010000000000000002,6.0,-6.0
2024-11-28 4:00:00,42,25,0.0625,5.0,-5.0
2024-11-28 5:00:00,42,35,0.42250000000000004,4.0,-4.0
2024-11-28 6:00:00,42,45,0.30250000000000005,2.0,-2.0
2024-11-28 7:00:00,43,55,0.20249999999999996,1.0,-1.0
2024-11-28 8:00:00,44,60,0.16000000000000003,1.0,-1.0
2024-11-28 9:00:00,45,65,0.12249999999999998,0.0,0.0
2024-11-28 10:00:00,46,65,0.12249999999999998,0.0,0.0
2024-11-28 11:00:00,48,65,0.12249999999999998,1.0,1.0
2024-11-28 12:00:00,49,65,0.12249999999999998,0.0,0.0
2024-11-28 13:00:00,50,60,0.16000000000000003,1.0,1.0
2024-11-28 14:00:00,49,60,0.36,2.0,2.0
2024-11-28 15:00:00,49,60,0.36,2.0,2.0
2024-11-28 16:00:00,48,55,0.30250000000000005,3.0,3.0
2024-11-28 17:00:00,47,50,0.25,4.0,4.0
2024-11-28 18:00:00,44,40,0.16000000000000003,1.0,1.0
2024-11-28 19:00:00,44,0,0.0,1.0,1.0
2024-11-28 20:00:00,43,0,0.0,0.0,0.0
2024-11-28 21:00:00,43,0,0.0,0.0,0.0
2024-11-28 22:00:00,42,0,0.0,1.0,-1.0
2024-11-28 23:00:00,42,0,0.0,0.0,0.0
