Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 00:00:00,44,42,37,95,40,85,6,7,0.1369,1.0,1.0
2024-11-27 01:00:00,44,41,35,95,40,86,6,7,0.12249999999999998,2.0,2.0
2024-11-27 02:00:00,44,41,38,95,40,86,6,7,0.3844,2.0,2.0
2024-11-27 03:00:00,43,38,42,96,39,86,7,8,0.3364000000000001,1.0,1.0
2024-11-27 04:00:00,43,37,44,99,39,86,7,8,0.1936,2.0,2.0
2024-11-27 05:00:00,43,39,40,99,39,85,7,8,0.16000000000000003,2.0,2.0
2024-11-27 06:00:00,42,39,35,99,38,85,7,8,0.12249999999999998,0.0,0.0
2024-11-27 07:00:00,42,39,32,98,38,85,7,8,0.1024,0.0,0.0
2024-11-27 08:00:00,42,38,32,98,38,86,6,7,0.1024,0.0,0.0
2024-11-27 09:00:00,41,38,32,99,38,88,6,7,0.1024,1.0,-1.0
2024-11-27 10:00:00,43,40,34,99,38,82,7,8,0.11560000000000002,1.0,1.0
2024-11-27 11:00:00,45,42,37,100,38,78,6,7,0.1369,2.0,2.0
2024-11-27 12:00:00,46,42,40,100,38,75,6,7,0.16000000000000003,4.0,4.0
2024-11-27 13:00:00,46,45,18,100,38,73,6,7,0.0324,2.0,2.0
2024-11-27 14:00:00,48,47,14,99,38,69,6,7,0.019600000000000003,3.0,3.0
2024-11-27 15:00:00,46,46,14,98,38,73,5,6,0.019600000000000003,2.0,2.0
2024-11-27 16:00:00,45,45,14,97,38,75,5,6,0.019600000000000003,2.0,2.0
2024-11-27 17:00:00,45,44,14,94,38,77,5,6,0.019600000000000003,3.0,3.0
2024-11-27 18:00:00,43,42,9,92,38,80,5,6,0.0081,2.0,2.0
2024-11-27 19:00:00,43,41,1,90,38,82,5,6,0.0001,2.0,2.0
2024-11-27 20:00:00,43,41,1,88,38,82,5,6,0.0001,4.0,4.0
2024-11-27 21:00:00,42,41,1,88,37,83,5,6,0.0001,1.0,1.0
2024-11-27 22:00:00,42,40,1,90,37,84,5,6,0.0001,3.0,3.0
2024-11-27 23:00:00,41,39,1,93,37,84,5,6,0.0001,1.0,1.0
2024-11-28 00:00:00,41,39,1,97,36,85,5,6,0.0001,3.0,3.0
2024-11-28 01:00:00,40,38,0,100,36,86,5,6,0.0,5.0,5.0
2024-11-28 02:00:00,40,37,0,100,36,87,6,7,0.0,4.0,4.0
2024-11-28 03:00:00,39,37,0,100,36,87,6,7,0.0,2.0,2.0
2024-11-28 04:00:00,39,36,0,100,36,87,6,7,0.0,2.0,2.0
2024-11-28 05:00:00,38,36,0,99,35,88,6,7,0.0,2.0,2.0
2024-11-28 06:00:00,38,35,0,99,35,89,6,7,0.0,3.0,3.0
2024-11-28 07:00:00,37,34,1,99,35,92,6,7,0.0001,1.0,1.0
2024-11-28 08:00:00,37,35,1,98,35,90,6,7,0.0001,1.0,1.0
2024-11-28 09:00:00,38,37,1,98,35,88,5,6,0.0001,1.0,1.0
2024-11-28 10:00:00,39,39,1,98,35,85,5,6,0.0001,2.0,2.0
2024-11-28 11:00:00,41,41,1,98,35,80,5,6,0.0001,4.0,4.0
2024-11-28 12:00:00,42,42,2,99,36,78,5,6,0.0004,4.0,4.0
2024-11-28 13:00:00,43,43,5,99,36,76,5,6,0.0025000000000000005,4.0,4.0
2024-11-28 14:00:00,45,45,5,99,36,72,5,5,0.0025000000000000005,6.0,6.0
2024-11-28 15:00:00,44,45,5,99,36,75,4,5,0.0025000000000000005,1.0,1.0
2024-11-28 16:00:00,43,44,5,100,36,77,4,5,0.0025000000000000005,1.0,1.0
2024-11-28 17:00:00,42,43,5,100,36,79,4,5,0.0025000000000000005,1.0,1.0
2024-11-28 18:00:00,41,40,6,100,36,83,5,6,0.0036,2.0,2.0
2024-11-28 19:00:00,40,39,7,100,36,85,5,6,0.004900000000000001,3.0,3.0
2024-11-28 20:00:00,39,38,7,91,35,84,6,6,0.004900000000000001,5.0,5.0
2024-11-28 21:00:00,39,38,7,79,36,87,5,6,0.004900000000000001,6.0,6.0
2024-11-28 22:00:00,39,38,7,70,36,86,6,6,0.004900000000000001,7.0,7.0
2024-11-28 23:00:00,39,37,7,64,35,87,6,7,0.004900000000000001,5.0,5.0
