Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure
2024-11-27 00:00:00,46,44,4.0,0.0,7,34,62,5,30.01
2024-11-27 01:00:00,46,43,5.0,0.0,8,34,65,5,30.02
2024-11-27 02:00:00,45,42,5.0,0.0,22,34,65,5,30.03
2024-11-27 03:00:00,44,42,5.0,0.0,48,33,64,4,30.03
2024-11-27 04:00:00,43,40,5.0,0.0,29,32,65,5,30.03
2024-11-27 05:00:00,43,39,5.0,0.0,32,33,67,6,30.04
2024-11-27 06:00:00,42,38,5.0,0.0,24,33,70,6,30.05
2024-11-27 07:00:00,42,38,6.0,0.0,29,33,72,6,30.06
2024-11-27 08:00:00,43,39,5.0,0.0,31,33,69,6,30.06
2024-11-27 09:00:00,44,40,3.0,0.0,24,33,66,7,30.07
2024-11-27 10:00:00,46,43,1.0,0.0,32,33,60,5,30.06
2024-11-27 11:00:00,48,46,0.0,0.0,43,32,52,5,30.05
2024-11-27 12:00:00,50,48,0.0,0.0,68,31,48,6,30.03
2024-11-27 13:00:00,52,50,0.0,0.0,63,31,45,6,30.02
2024-11-27 14:00:00,53,51,0.0,0.0,73,32,44,5,30.01
2024-11-27 15:00:00,53,52,0.0,0.0,85,32,44,5,30.01
2024-11-27 16:00:00,52,51,0.0,0.0,87,33,48,4,30.01
2024-11-27 17:00:00,50,49,0.0,0.0,89,33,52,3,30.02
2024-11-27 18:00:00,48,48,1.0,0.0,87,34,57,3,30.03
2024-11-27 19:00:00,48,48,1.0,0.0,77,33,57,3,30.03
2024-11-27 20:00:00,47,47,1.0,0.0,83,33,58,2,30.02
2024-11-27 21:00:00,47,47,2.0,0.0,93,34,59,2,30.02
2024-11-27 22:00:00,47,47,2.0,0.0,99,34,59,1,30.01
2024-11-27 23:00:00,47,47,2.0,0.0,99,35,61,2,29.99
2024-11-28 00:00:00,48,48,2.0,0.0,100,35,61,1,29.98
2024-11-28 01:00:00,48,48,11.0,0.0,99,36,64,2,29.98
2024-11-28 02:00:00,48,48,11.0,0.0,100,36,65,2,29.97
2024-11-28 03:00:00,48,48,8.0,0.0,100,37,65,2,29.94
2024-11-28 04:00:00,48,47,24.0,0.0,100,38,68,3,29.93
2024-11-28 05:00:00,47,45,36.0,0.01,99,39,72,4,29.91
2024-11-28 06:00:00,47,45,71.0,0.03,100,40,76,6,29.89
2024-11-28 07:00:00,47,44,91.0,0.05,100,41,80,8,29.86
2024-11-28 08:00:00,47,43,93.0,0.06,100,42,85,9,29.82
2024-11-28 09:00:00,47,42,98.0,0.06,100,44,88,9,29.78
2024-11-28 10:00:00,47,43,94.0,0.05,100,44,91,8,29.74
2024-11-28 11:00:00,47,43,98.0,0.05,100,44,90,9,29.69
2024-11-28 12:00:00,48,43,97.0,0.05,100,45,89,10,29.62
2024-11-28 13:00:00,48,44,94.0,0.05,100,44,86,9,29.58
2024-11-28 14:00:00,49,45,90.0,0.05,100,44,85,9,29.55
2024-11-28 15:00:00,49,45,81.0,0.03,100,44,83,9,29.54
2024-11-28 16:00:00,48,44,63.0,0.02,97,43,82,10,29.55
2024-11-28 17:00:00,47,42,47.0,0.01,97,42,83,11,29.59
2024-11-28 18:00:00,46,40,36.0,0.0,96,41,83,13,29.63
2024-11-28 19:00:00,45,40,11.0,0.0,95,40,81,10,29.66
2024-11-28 20:00:00,45,40,12.0,0.0,89,39,78,9,29.7
2024-11-28 21:00:00,45,40,8.0,0.0,88,38,77,8,29.72
2024-11-28 22:00:00,44,39,6.0,0.0,70,37,77,9,29.75
2024-11-28 23:00:00,44,39,6.0,0.0,53,37,76,9,29.77
