Hour,Temperature,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed
2024-11-27 0:00:00,46,0,1,34,63,10
2024-11-27 0:01:00,45,0,7,34,65,10
2024-11-27 0:02:00,44,0,17,33,65,10
2024-11-27 0:03:00,43,0,14,33,67,10
2024-11-27 0:04:00,42,0,43,32,67,10
2024-11-27 0:05:00,41,0,33,32,70,10
2024-11-27 0:06:00,40,0,31,33,76,9
2024-11-27 0:07:00,40,0,34,32,73,9
2024-11-27 0:08:00,41,0,31,33,73,9
2024-11-27 0:09:00,43,0,31,32,65,9
2024-11-27 0:10:00,44,0,27,32,62,9
2024-11-27 0:11:00,45,0,21,32,60,9
2024-11-27 0:12:00,47,0,34,32,56,10
2024-11-27 0:13:00,48,0,47,33,56,10
2024-11-27 0:14:00,48,0,53,33,56,10
2024-11-27 0:15:00,48,0,58,34,58,10
2024-11-27 0:16:00,48,0,64,34,58,9
2024-11-27 0:17:00,47,0,71,34,60,8
2024-11-27 0:18:00,46,0,78,33,60,7
2024-11-27 0:19:00,45,2,85,33,62,6
2024-11-27 0:20:00,45,2,88,32,60,6
2024-11-27 0:21:00,44,2,91,32,62,5
2024-11-27 0:22:00,44,2,94,32,62,5
2024-11-27 0:23:00,43,2,96,32,65,5
2024-11-28 0:00:00,43,2,98,33,67,3
2024-11-28 0:01:00,43,75,100,33,67,3
2024-11-28 0:02:00,42,75,100,34,73,3
2024-11-28 0:03:00,41,75,100,34,76,5
2024-11-28 0:04:00,41,75,100,35,79,6
2024-11-28 0:05:00,41,75,100,36,82,7
2024-11-28 0:06:00,41,75,100,37,85,9
2024-11-28 0:07:00,42,98,100,38,86,10
2024-11-28 0:08:00,43,98,100,40,89,11
2024-11-28 0:09:00,44,98,100,41,89,11
2024-11-28 0:10:00,45,98,100,43,93,11
2024-11-28 0:11:00,46,98,100,44,93,11
2024-11-28 0:12:00,47,98,100,45,93,11
2024-11-28 0:13:00,48,72,100,45,89,11
2024-11-28 0:14:00,48,72,97,45,89,11
2024-11-28 0:15:00,48,72,95,45,89,13
2024-11-28 0:16:00,47,72,92,44,89,14
2024-11-28 0:17:00,46,72,85,43,89,14
2024-11-28 0:18:00,45,72,79,41,86,14
2024-11-28 0:19:00,44,62,72,40,86,14
2024-11-28 0:20:00,43,62,69,39,86,14
2024-11-28 0:21:00,43,62,65,39,86,14
2024-11-28 0:22:00,42,62,62,38,86,14
2024-11-28 0:23:00,41,62,59,37,85,13
