Hour,Temperature,Feels_Like,Precip_Chance,Precip_Amount,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Pressure,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 00:00:00,16,10,6.0,0.0,80,10,79,4,30.15,0.0036,2.0,-2.0
2024-11-27 01:00:00,15,9,6.0,0.0,86,11,82,4,30.14,0.0036,2.0,-2.0
2024-11-27 02:00:00,16,9,6.0,0.0,85,11,81,4,30.14,0.0036,1.0,-1.0
2024-11-27 03:00:00,16,8,6.0,0.0,84,11,81,5,30.14,0.0036,0.0,0.0
2024-11-27 04:00:00,16,9,7.0,0.0,84,11,80,4,30.14,0.004900000000000001,0.0,0.0
2024-11-27 05:00:00,16,8,7.0,0.0,79,11,80,5,30.14,0.004900000000000001,1.0,1.0
2024-11-27 06:00:00,15,7,7.0,0.0,75,11,81,5,30.14,0.004900000000000001,1.0,-1.0
2024-11-27 07:00:00,15,7,7.0,0.0,76,10,80,5,30.15,0.004900000000000001,1.0,-1.0
2024-11-27 08:00:00,15,7,7.0,0.0,79,11,83,5,30.16,0.8648999999999999,1.0,-1.0
2024-11-27 09:00:00,16,7,7.0,0.0,80,11,81,6,30.18,0.004900000000000001,0.0,0.0
2024-11-27 10:00:00,17,8,6.0,0.0,84,12,79,7,30.18,0.0036,1.0,1.0
2024-11-27 11:00:00,19,10,5.0,0.0,84,12,76,6,30.18,0.0025000000000000005,3.0,3.0
2024-11-27 12:00:00,20,11,5.0,0.0,82,13,75,7,30.17,0.0025000000000000005,4.0,4.0
2024-11-27 13:00:00,21,12,4.0,0.0,83,14,75,7,30.15,0.0016,5.0,5.0
2024-11-27 14:00:00,21,12,4.0,0.0,84,14,74,8,30.15,0.0016,5.0,5.0
2024-11-27 15:00:00,22,12,4.0,0.0,82,14,73,8,30.15,0.0016,5.0,5.0
2024-11-27 16:00:00,21,13,4.0,0.0,75,14,74,6,30.16,0.0016,4.0,4.0
2024-11-27 17:00:00,20,12,6.0,0.0,76,14,79,5,30.16,0.0036,3.0,3.0
2024-11-27 18:00:00,19,11,6.0,0.0,76,13,80,5,30.17,0.0036,2.0,2.0
2024-11-27 19:00:00,18,9,7.0,0.0,86,13,83,6,30.17,0.004900000000000001,1.0,1.0
2024-11-27 20:00:00,17,9,7.0,0.0,87,13,84,6,30.18,0.004900000000000001,1.0,-1.0
2024-11-27 21:00:00,17,8,7.0,0.0,88,12,83,6,30.18,0.004900000000000001,1.0,-1.0
2024-11-27 22:00:00,16,7,8.0,0.0,86,12,83,6,30.18,0.0064,1.0,-1.0
2024-11-27 23:00:00,16,7,7.0,0.0,90,12,83,6,30.19,0.8648999999999999,2.0,-2.0
2024-11-28 00:00:00,16,7,9.0,0.0,88,12,81,6,30.19,0.0081,2.0,-2.0
2024-11-28 01:00:00,16,6,9.0,0.0,90,11,80,7,30.18,0.8281000000000001,2.0,-2.0
2024-11-28 02:00:00,16,6,20.0,0.0,91,11,79,8,30.18,0.04000000000000001,2.0,-2.0
2024-11-28 03:00:00,16,5,10.0,0.0,91,11,79,8,30.19,0.010000000000000002,2.0,-2.0
2024-11-28 04:00:00,15,4,13.0,0.0,93,10,78,8,30.19,0.016900000000000002,3.0,-3.0
2024-11-28 05:00:00,15,2,9.0,0.0,96,8,76,10,30.2,0.0081,2.0,-2.0
2024-11-28 06:00:00,14,0,5.0,0.0,96,7,73,11,30.21,0.0025000000000000005,2.0,-2.0
2024-11-28 07:00:00,13,-2,6.0,0.0,92,5,71,12,30.23,0.0036,2.0,-2.0
2024-11-28 08:00:00,12,-3,6.0,0.0,91,4,72,13,30.24,0.0036,3.0,-3.0
2024-11-28 09:00:00,11,-5,5.0,0.0,95,4,72,13,30.26,0.0025000000000000005,4.0,-4.0
2024-11-28 10:00:00,11,-5,3.0,0.0,95,3,70,15,30.27,0.0009,5.0,-5.0
2024-11-28 11:00:00,12,-4,4.0,0.0,96,3,68,15,30.28,0.0016,4.0,-4.0
2024-11-28 12:00:00,13,-3,7.0,0.0,95,4,67,16,30.28,0.004900000000000001,3.0,-3.0
2024-11-28 13:00:00,13,-3,7.0,0.0,96,4,67,15,30.29,0.004900000000000001,3.0,-3.0
2024-11-28 14:00:00,13,-3,6.0,0.0,96,4,67,16,30.3,0.0036,3.0,-3.0
2024-11-28 15:00:00,13,-3,2.0,0.0,92,4,67,16,30.31,0.0004,3.0,-3.0
2024-11-28 16:00:00,13,-4,6.0,0.0,82,4,67,16,30.33,0.0036,2.0,-2.0
2024-11-28 17:00:00,11,-5,3.0,0.0,60,3,67,15,30.35,0.0009,3.0,-3.0
2024-11-28 18:00:00,10,-7,3.0,0.0,51,2,69,14,30.36,0.0009,1.0,-1.0
2024-11-28 19:00:00,8,-9,3.0,0.0,44,1,71,14,30.38,0.0009,4.0,-4.0
2024-11-28 20:00:00,7,-10,3.0,0.0,40,0,72,14,30.39,0.0009,3.0,-3.0
2024-11-28 21:00:00,6,-11,3.0,0.0,48,-1,73,14,30.4,0.0009,4.0,-4.0
2024-11-28 22:00:00,6,-11,3.0,0.0,47,-2,70,13,30.4,0.0009,3.0,-3.0
2024-11-28 23:00:00,6,-11,3.0,0.0,39,-2,72,13,30.4,0.0009,1.0,-1.0
