Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts
2024-11-27 00:00:00,45,42,0,11,30,56,6,8
2024-11-27 01:00:00,44,42,0,11,29,56,6,9
2024-11-27 02:00:00,44,41,0,11,29,57,6,8
2024-11-27 03:00:00,43,41,0,11,29,58,5,8
2024-11-27 04:00:00,42,41,0,11,29,61,5,7
2024-11-27 05:00:00,42,41,0,11,29,60,5,7
2024-11-27 06:00:00,42,40,0,11,29,60,5,7
2024-11-27 07:00:00,40,39,0,10,29,64,5,7
2024-11-27 08:00:00,42,41,0,10,29,60,5,7
2024-11-27 09:00:00,43,43,0,10,28,57,6,8
2024-11-27 10:00:00,45,45,0,10,28,52,6,8
2024-11-27 11:00:00,46,47,0,10,28,48,7,8
2024-11-27 12:00:00,48,49,0,10,27,45,7,9
2024-11-27 13:00:00,48,48,0,70,26,42,7,9
2024-11-27 14:00:00,49,49,0,70,26,41,6,9
2024-11-27 15:00:00,51,51,0,70,26,38,6,9
2024-11-27 16:00:00,49,49,0,70,26,41,5,8
2024-11-27 17:00:00,48,49,0,70,27,43,4,5
2024-11-27 18:00:00,48,48,0,70,27,45,4,5
2024-11-27 19:00:00,47,48,0,73,28,47,2,4
2024-11-27 20:00:00,47,48,0,79,28,48,2,4
2024-11-27 21:00:00,47,48,0,90,29,50,2,4
2024-11-27 22:00:00,46,48,0,100,30,53,2,4
2024-11-27 23:00:00,46,48,0,100,31,55,2,2
2024-11-28 00:00:00,46,49,3,100,31,56,1,1
2024-11-28 01:00:00,46,48,43,100,31,57,1,2
2024-11-28 02:00:00,45,47,47,99,32,60,2,2
2024-11-28 03:00:00,45,43,51,99,33,63,4,4
2024-11-28 04:00:00,45,46,47,100,34,66,4,4
2024-11-28 05:00:00,45,45,47,100,35,69,4,5
2024-11-28 06:00:00,45,40,51,100,37,75,5,6
2024-11-28 07:00:00,43,36,81,100,38,84,7,8
2024-11-28 08:00:00,45,38,81,99,40,83,7,8
2024-11-28 09:00:00,45,37,81,99,41,87,8,9
2024-11-28 10:00:00,45,36,81,100,42,90,9,12
2024-11-28 11:00:00,45,36,81,100,44,93,10,13
2024-11-28 12:00:00,46,37,81,100,45,96,10,13
2024-11-28 13:00:00,46,37,77,100,45,96,10,13
2024-11-28 14:00:00,47,38,77,100,45,93,10,13
2024-11-28 15:00:00,48,39,77,100,44,87,10,13
2024-11-28 16:00:00,47,39,71,100,43,87,8,10
2024-11-28 17:00:00,46,37,71,99,42,84,9,12
2024-11-28 18:00:00,45,35,71,99,40,82,12,14
2024-11-28 19:00:00,45,36,49,100,38,77,13,15
2024-11-28 20:00:00,44,32,66,99,37,76,13,15
2024-11-28 21:00:00,43,32,66,98,36,75,13,15
2024-11-28 22:00:00,43,34,40,94,35,75,13,15
2024-11-28 23:00:00,43,33,34,86,35,73,13,15
