Hour,Temperature,Feels_Like,Precip_Chance,Cloud_Cover,Dew_Point,Humidity,Wind_Speed,Wind_Gusts,Brier_Score,Temp_Absolute_Error,Temp_Error(forecast-obs)
2024-11-27 00:00:00,32,26,49,99,31,96,8,10,0.2601,5.0,5.0
2024-11-27 01:00:00,32,20,75,99,31,97,9,12,0.0625,6.0,6.0
2024-11-27 02:00:00,31,19,74,100,30,97,9,12,0.06760000000000001,5.0,5.0
2024-11-27 03:00:00,30,18,73,100,29,96,9,10,0.0729,4.0,4.0
2024-11-27 04:00:00,29,18,65,100,28,97,8,10,0.12249999999999998,4.0,4.0
2024-11-27 05:00:00,27,18,64,100,27,97,8,9,0.1296,5.0,5.0
2024-11-27 06:00:00,26,19,49,98,26,97,8,9,0.2601,5.0,5.0
2024-11-27 07:00:00,26,15,75,96,25,97,8,9,0.5625,6.0,6.0
2024-11-27 08:00:00,25,15,75,95,24,95,8,9,0.5625,5.0,5.0
2024-11-27 09:00:00,28,18,76,95,23,83,8,10,0.0576,7.0,7.0
2024-11-27 10:00:00,29,22,49,95,22,75,9,10,0.24009999999999998,9.0,9.0
2024-11-27 11:00:00,30,23,49,95,21,70,9,10,0.24009999999999998,8.0,8.0
2024-11-27 12:00:00,32,20,55,95,21,65,10,13,0.30250000000000005,11.0,11.0
2024-11-27 13:00:00,31,22,49,95,20,63,10,15,0.24009999999999998,9.0,9.0
2024-11-27 14:00:00,30,20,47,95,18,61,12,16,0.28090000000000004,9.0,9.0
2024-11-27 15:00:00,29,16,51,95,17,61,10,14,0.2601,4.0,4.0
2024-11-27 16:00:00,26,16,75,95,16,65,8,10,0.5625,2.0,2.0
2024-11-27 17:00:00,23,13,74,95,16,74,8,9,0.5476,8.0,8.0
2024-11-27 18:00:00,22,11,74,95,16,80,8,9,0.5476,11.0,11.0
2024-11-27 19:00:00,20,12,53,95,17,86,8,9,0.28090000000000004,12.0,12.0
2024-11-27 20:00:00,19,10,53,95,16,90,7,9,0.28090000000000004,14.0,14.0
2024-11-27 21:00:00,17,8,53,95,15,93,7,9,0.28090000000000004,10.0,10.0
2024-11-27 22:00:00,15,6,59,95,14,94,7,9,0.34809999999999997,9.0,9.0
2024-11-27 23:00:00,13,4,59,95,12,96,7,9,0.34809999999999997,13.0,13.0
2024-11-28 00:00:00,13,4,49,95,12,97,8,9,0.24009999999999998,11.0,11.0
2024-11-28 01:00:00,13,3,20,76,12,95,9,10,0.04000000000000001,12.0,12.0
2024-11-28 02:00:00,13,2,20,76,12,96,9,10,0.04000000000000001,17.0,17.0
2024-11-28 03:00:00,13,1,20,76,11,94,9,12,0.04000000000000001,17.0,17.0
2024-11-28 04:00:00,12,0,20,76,10,93,9,12,0.04000000000000001,12.0,12.0
2024-11-28 05:00:00,12,1,20,76,10,92,9,12,0.04000000000000001,14.0,14.0
2024-11-28 06:00:00,11,1,20,76,9,91,9,10,0.04000000000000001,17.0,17.0
2024-11-28 07:00:00,10,0,19,15,8,92,8,10,0.0361,14.0,14.0
2024-11-28 08:00:00,11,3,19,12,8,91,8,9,0.0361,11.0,11.0
2024-11-28 09:00:00,15,10,24,8,9,77,8,9,0.0576,6.0,6.0
2024-11-28 10:00:00,22,17,59,5,11,62,8,10,0.34809999999999997,6.0,6.0
2024-11-28 11:00:00,25,22,44,5,12,58,9,10,0.1936,7.0,7.0
2024-11-28 12:00:00,28,24,59,11,12,52,9,10,0.34809999999999997,0.0,0.0
2024-11-28 13:00:00,31,27,40,22,12,45,9,12,0.16000000000000003,5.0,5.0
2024-11-28 14:00:00,30,26,34,35,12,46,9,10,0.11560000000000002,5.0,5.0
2024-11-28 15:00:00,29,24,40,48,11,48,8,10,0.16000000000000003,5.0,5.0
2024-11-28 16:00:00,26,20,59,59,11,54,7,8,0.34809999999999997,2.0,2.0
2024-11-28 17:00:00,23,17,44,65,12,63,7,8,0.1936,6.0,6.0
2024-11-28 18:00:00,20,11,59,63,11,71,7,9,0.34809999999999997,6.0,6.0
2024-11-28 19:00:00,18,9,4,56,10,72,8,9,0.0016,13.0,13.0
2024-11-28 20:00:00,16,7,1,50,10,76,8,9,0.0001,15.0,15.0
2024-11-28 21:00:00,14,4,1,45,9,82,8,10,0.0001,12.0,12.0
2024-11-28 22:00:00,12,2,1,41,7,83,8,9,0.0001,12.0,12.0
2024-11-28 23:00:00,10,1,1,35,7,87,8,9,0.0001,8.0,8.0
